col_1,col_2,col_3,division
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,All
,Lawrence M Farnese Jr,Chaka Fattah,All
Lawrence M Farnese Jr,357,"2,962",All
Chaka Fattah,,209,All
Total,"3,319","3,171",All
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,1
,Lawrence M Farnese Jr,Chaka Fattah,1
Lawrence M Farnese Jr,10,95,1
Chaka Fattah,,0,1
Total,105,95,1
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,2
,Lawrence M Farnese Jr,Chaka Fattah,2
Lawrence M Farnese Jr,13,110,2
Chaka Fattah,,3,2
Total,123,113,2
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,3
,Lawrence M Farnese Jr,Chaka Fattah,3
Lawrence M Farnese Jr,10,135,3
Chaka Fattah,,3,3
Total,145,138,3
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,4
,Lawrence M Farnese Jr,Chaka Fattah,4
Lawrence M Farnese Jr,9,97,4
Chaka Fattah,,6,4
Total,106,103,4
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 1st District - Democrat,5
,Chaka Fattah,Lawrence M Farnese Jr,5
Chaka Fattah,6,47,5
Lawrence M Farnese Jr,,5,5
Total,53,52,5
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,6
,Lawrence M Farnese Jr,Chaka Fattah,6
Lawrence M Farnese Jr,6,66,6
Chaka Fattah,,5,6
Total,72,71,6
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,7
,Lawrence M Farnese Jr,Chaka Fattah,7
Lawrence M Farnese Jr,20,137,7
Chaka Fattah,,17,7
Total,157,154,7
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 1st District - Democrat,8
,Chaka Fattah,Lawrence M Farnese Jr,8
Chaka Fattah,10,90,8
Lawrence M Farnese Jr,,5,8
Total,100,95,8
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,9
,Lawrence M Farnese Jr,Chaka Fattah,9
Lawrence M Farnese Jr,16,85,9
Chaka Fattah,,4,9
Total,101,89,9
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,10
,Lawrence M Farnese Jr,Chaka Fattah,10
Lawrence M Farnese Jr,15,120,10
Chaka Fattah,,8,10
Total,135,128,10
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,11
,Lawrence M Farnese Jr,Chaka Fattah,11
Lawrence M Farnese Jr,2,50,11
Chaka Fattah,,1,11
Total,52,51,11
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 1st District - Democrat,12
,Chaka Fattah,Lawrence M Farnese Jr,12
Chaka Fattah,4,59,12
Lawrence M Farnese Jr,,4,12
Total,63,63,12
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,13
,Lawrence M Farnese Jr,Chaka Fattah,13
Lawrence M Farnese Jr,3,76,13
Chaka Fattah,,2,13
Total,79,78,13
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,14
,Lawrence M Farnese Jr,Chaka Fattah,14
Lawrence M Farnese Jr,13,83,14
Chaka Fattah,,3,14
Total,96,86,14
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 1st District - Democrat,15
,Chaka Fattah,Lawrence M Farnese Jr,15
Chaka Fattah,5,86,15
Lawrence M Farnese Jr,,5,15
Total,91,91,15
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,16
,Lawrence M Farnese Jr,Chaka Fattah,16
Lawrence M Farnese Jr,23,148,16
Chaka Fattah,,18,16
Total,171,166,16
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 1st District - Democrat,17
,Chaka Fattah,Lawrence M Farnese Jr,17
Chaka Fattah,12,77,17
Lawrence M Farnese Jr,,7,17
Total,89,84,17
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,18
,Lawrence M Farnese Jr,Chaka Fattah,18
Lawrence M Farnese Jr,18,118,18
Chaka Fattah,,17,18
Total,136,135,18
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,19
,Lawrence M Farnese Jr,Chaka Fattah,19
Lawrence M Farnese Jr,16,112,19
Chaka Fattah,,7,19
Total,128,119,19
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,20
,Lawrence M Farnese Jr,Chaka Fattah,20
Lawrence M Farnese Jr,3,41,20
Chaka Fattah,,2,20
Total,44,43,20
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,21
,Lawrence M Farnese Jr,Chaka Fattah,21
Lawrence M Farnese Jr,24,145,21
Chaka Fattah,,6,21
Total,169,151,21
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 1st District - Democrat,22
,Chaka Fattah,Lawrence M Farnese Jr,22
Chaka Fattah,5,43,22
Lawrence M Farnese Jr,,5,22
Total,48,48,22
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,23
,Lawrence M Farnese Jr,Chaka Fattah,23
Lawrence M Farnese Jr,14,142,23
Chaka Fattah,,11,23
Total,156,153,23
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,24
,Lawrence M Farnese Jr,Chaka Fattah,24
Lawrence M Farnese Jr,10,111,24
Chaka Fattah,,3,24
Total,121,114,24
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,25
,Lawrence M Farnese Jr,Chaka Fattah,25
Lawrence M Farnese Jr,17,125,25
Chaka Fattah,,14,25
Total,142,139,25
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,26
,Lawrence M Farnese Jr,Chaka Fattah,26
Lawrence M Farnese Jr,9,89,26
Chaka Fattah,,1,26
Total,98,90,26
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,27
,Lawrence M Farnese Jr,Chaka Fattah,27
Lawrence M Farnese Jr,4,37,27
Chaka Fattah,,3,27
Total,41,40,27
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,28
,Lawrence M Farnese Jr,Chaka Fattah,28
Lawrence M Farnese Jr,15,168,28
Chaka Fattah,,5,28
Total,183,173,28
,Senator In The General Assembly 1st District - Democrat,Representative In Congress 2nd District - Democrat,29
,Lawrence M Farnese Jr,Chaka Fattah,29
Lawrence M Farnese Jr,48,207,29
Chaka Fattah,,18,29
Total,255,225,29
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 1st District - Democrat,30
,Chaka Fattah,Lawrence M Farnese Jr,30
Chaka Fattah,10,63,30
Lawrence M Farnese Jr,,8,30
Total,73,71,30
