col_1,col_2,col_3,division
,President Of The United States - Democrat,Representative In The General Assembly 152nd District - Democrat,All
,Barack Obama,Ronald Adam Kolla,All
Barack Obama,18,93,All
Ronald Adam Kolla,,14,All
Total,111,107,All
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,12
,Ronald Adam Kolla,Barack Obama,12
Ronald Adam Kolla,5,27,12
Barack Obama,,3,12
Total,32,30,12
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,33
,Ronald Adam Kolla,Barack Obama,33
Ronald Adam Kolla,2,15,33
Barack Obama,,1,33
Total,17,16,33
,President Of The United States - Democrat,Representative In The General Assembly 152nd District - Democrat,34
,Barack Obama,Ronald Adam Kolla,34
Barack Obama,10,38,34
Ronald Adam Kolla,,6,34
Total,48,44,34
,President Of The United States - Democrat,Representative In The General Assembly 152nd District - Democrat,38
,Barack Obama,Ronald Adam Kolla,38
Barack Obama,4,13,38
Ronald Adam Kolla,,1,38
Total,17,14,38
