col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,All
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,All
Lawrence M Farnese Jr,85,965,182,All
Bob Casey Jr,,92,0,All
Joseph John Vodvarka,,,30,All
Total,"1,232","1,057",212,All
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,1
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,1
Lawrence M Farnese Jr,7,28,7,1
Bob Casey Jr,,7,0,1
Joseph John Vodvarka,,,1,1
Total,42,35,8,1
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,2
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,2
Lawrence M Farnese Jr,4,42,12,2
Bob Casey Jr,,4,0,2
Joseph John Vodvarka,,,1,2
Total,58,46,13,2
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,3
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,3
Lawrence M Farnese Jr,10,87,10,3
Bob Casey Jr,,3,0,3
Joseph John Vodvarka,,,4,3
Total,107,90,14,3
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,4
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,4
Lawrence M Farnese Jr,9,24,3,4
Bob Casey Jr,,1,0,4
Joseph John Vodvarka,,,1,4
Total,36,25,4,4
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,5
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,5
Lawrence M Farnese Jr,3,39,4,5
Bob Casey Jr,,2,0,5
Joseph John Vodvarka,,,1,5
Total,46,41,5,5
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,6
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,6
Lawrence M Farnese Jr,2,23,8,6
Bob Casey Jr,,2,0,6
Joseph John Vodvarka,,,0,6
Total,33,25,8,6
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,7
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,7
Lawrence M Farnese Jr,1,29,11,7
Bob Casey Jr,,3,0,7
Joseph John Vodvarka,,,1,7
Total,41,32,12,7
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,8
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,8
Lawrence M Farnese Jr,3,36,3,8
Bob Casey Jr,,1,0,8
Joseph John Vodvarka,,,2,8
Total,42,37,5,8
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,9
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,9
Lawrence M Farnese Jr,6,49,6,9
Bob Casey Jr,,4,0,9
Joseph John Vodvarka,,,2,9
Total,61,53,8,9
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,10
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,10
Lawrence M Farnese Jr,1,52,7,10
Bob Casey Jr,,5,0,10
Joseph John Vodvarka,,,1,10
Total,60,57,8,10
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,11
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,11
Lawrence M Farnese Jr,5,69,10,11
Bob Casey Jr,,3,0,11
Joseph John Vodvarka,,,1,11
Total,84,72,11,11
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,12
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,12
Lawrence M Farnese Jr,5,18,4,12
Bob Casey Jr,,4,0,12
Joseph John Vodvarka,,,0,12
Total,27,22,4,12
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,13
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,13
Lawrence M Farnese Jr,2,31,10,13
Bob Casey Jr,,1,0,13
Joseph John Vodvarka,,,1,13
Total,43,32,11,13
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,14
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,14
Lawrence M Farnese Jr,6,38,9,14
Bob Casey Jr,,3,0,14
Joseph John Vodvarka,,,1,14
Total,53,41,10,14
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,15
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,15
Lawrence M Farnese Jr,1,73,11,15
Bob Casey Jr,,3,0,15
Joseph John Vodvarka,,,2,15
Total,85,76,13,15
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,16
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,16
Lawrence M Farnese Jr,0,46,7,16
Bob Casey Jr,,6,0,16
Joseph John Vodvarka,,,0,16
Total,53,52,7,16
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,17
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,17
Lawrence M Farnese Jr,1,39,12,17
Bob Casey Jr,,8,0,17
Joseph John Vodvarka,,,1,17
Total,52,47,13,17
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,18
,Lawrence M Farnese Jr,Bob Casey Jr,Joseph John Vodvarka,18
Lawrence M Farnese Jr,9,51,8,18
Bob Casey Jr,,10,0,18
Joseph John Vodvarka,,,2,18
Total,68,61,10,18
,Senator In The General Assembly 1st District - Democrat,United States Senator - Democrat,,19
