col_1,col_2,col_3,col_4,division
,President Of The United States - Democrat,Representative In The General Assembly 188th District - Democrat,,All
,Barack Obama,Fatimah Loren Muhammad,James R Roebuck,All
Barack Obama,30,656,428,All
Fatimah Loren Muhammad,,26,0,All
James R Roebuck,,,15,All
Total,"1,114",682,443,All
,President Of The United States - Democrat,Representative In The General Assembly 188th District - Democrat,,1
,Barack Obama,James R Roebuck,Fatimah Loren Muhammad,1
Barack Obama,1,47,39,1
James R Roebuck,,2,0,1
Fatimah Loren Muhammad,,,3,1
Total,87,49,42,1
,President Of The United States - Democrat,Representative In The General Assembly 188th District - Democrat,,2
,Barack Obama,Fatimah Loren Muhammad,James R Roebuck,2
Barack Obama,5,134,58,2
Fatimah Loren Muhammad,,7,0,2
James R Roebuck,,,0,2
Total,197,141,58,2
,President Of The United States - Democrat,Representative In The General Assembly 188th District - Democrat,,3
,Barack Obama,Fatimah Loren Muhammad,James R Roebuck,3
Barack Obama,3,52,52,3
Fatimah Loren Muhammad,,4,0,3
James R Roebuck,,,1,3
Total,107,56,53,3
,President Of The United States - Democrat,Representative In The General Assembly 188th District - Democrat,,8
,Barack Obama,James R Roebuck,Fatimah Loren Muhammad,8
Barack Obama,2,46,43,8
James R Roebuck,,0,0,8
Fatimah Loren Muhammad,,,0,8
Total,91,46,43,8
,President Of The United States - Democrat,Representative In The General Assembly 188th District - Democrat,,10
,Barack Obama,Fatimah Loren Muhammad,James R Roebuck,10
Barack Obama,4,78,44,10
Fatimah Loren Muhammad,,3,0,10
James R Roebuck,,,1,10
Total,126,81,45,10
,President Of The United States - Democrat,Representative In The General Assembly 188th District - Democrat,,11
,Barack Obama,Fatimah Loren Muhammad,James R Roebuck,11
Barack Obama,4,111,67,11
Fatimah Loren Muhammad,,0,0,11
James R Roebuck,,,5,11
Total,182,111,72,11
,President Of The United States - Democrat,Representative In The General Assembly 188th District - Democrat,,12
,Barack Obama,Fatimah Loren Muhammad,James R Roebuck,12
Barack Obama,3,71,34,12
Fatimah Loren Muhammad,,5,0,12
James R Roebuck,,,1,12
Total,108,76,35,12
,President Of The United States - Democrat,Representative In The General Assembly 188th District - Democrat,,13
,Barack Obama,Fatimah Loren Muhammad,James R Roebuck,13
Barack Obama,6,61,40,13
Fatimah Loren Muhammad,,3,0,13
James R Roebuck,,,4,13
Total,107,64,44,13
,President Of The United States - Democrat,Representative In The General Assembly 188th District - Democrat,,23
,Barack Obama,Fatimah Loren Muhammad,James R Roebuck,23
Barack Obama,2,67,40,23
Fatimah Loren Muhammad,,1,0,23
James R Roebuck,,,1,23
Total,109,68,41,23
