col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Delegate To The Republican National Convention 13th District,,,,,,,,Auditor General - Republican,,All
,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Robert C Barrilli,Michael Anthony Salvi,Edward T Boyd,Brandon Yates,Steven J Gilber,John Maher,Frank A Pinto,All
William E Donnelly,139,"2,108","2,099","1,074",858,450,209,165,"2,633","1,471",All
Michael J Mcmonagle,,144,"1,195",430,907,389,220,192,"1,835","1,297",All
Thomas Jay Ellis,,,21,831,378,181,120,141,"1,757",817,All
Robert C Barrilli,,,,155,328,228,193,159,"1,238",500,All
Michael Anthony Salvi,,,,,43,126,194,173,840,803,All
Edward T Boyd,,,,,,40,178,203,558,272,All
Brandon Yates,,,,,,,22,208,349,219,All
Steven J Gilber,,,,,,,,16,372,210,All
John Maher,,,,,,,,,350,0,All
Frank A Pinto,,,,,,,,,,201,All
Total,"4,483","3,457","2,750","2,051","1,805",994,726,687,"4,338","2,627",All
