col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Delegate To The Republican National Convention 13th District,,,,,,,,Delegate To The Republican National Convention 1st District,,,,,,All
,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Robert C Barrilli,Michael Anthony Salvi,Edward T Boyd,Steven J Gilber,Brandon Yates,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,All
William E Donnelly,148,428,419,222,182,90,31,31,0,0,0,0,0,0,All
Michael J Mcmonagle,,115,241,82,189,78,42,31,0,0,0,0,0,0,All
Thomas Jay Ellis,,,33,170,91,45,33,16,0,0,0,0,0,0,All
Robert C Barrilli,,,,22,76,50,25,43,0,0,0,0,0,0,All
Michael Anthony Salvi,,,,,44,25,27,27,0,0,0,0,0,0,All
Edward T Boyd,,,,,,17,38,33,0,0,0,0,0,0,All
Steven J Gilber,,,,,,,7,37,0,0,0,0,0,0,All
Brandon Yates,,,,,,,,6,0,0,0,0,0,0,All
Christopher M Vogler,,,,,,,,,205,299,203,138,163,86,All
Marion S Taxin,,,,,,,,,,58,153,42,129,29,All
Tom Boggia,,,,,,,,,,,48,70,25,54,All
Michael W Untermeyer,,,,,,,,,,,,43,66,95,All
Frederick W Anton,,,,,,,,,,,,,12,55,All
Dale Kerns,,,,,,,,,,,,,,17,All
Total,888,689,557,369,366,201,127,117,681,400,319,260,240,185,All
