col_1,col_2,col_3,col_4,division
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,All
,Chaka Fattah,Pamela A Delissio,Ray Bailey,All
Chaka Fattah,92,"1,158",680,All
Pamela A Delissio,,53,0,All
Ray Bailey,,,49,All
Total,"1,930","1,211",729,All
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,1
,Chaka Fattah,Pamela A Delissio,Ray Bailey,1
Chaka Fattah,3,62,21,1
Pamela A Delissio,,0,0,1
Ray Bailey,,,2,1
Total,86,62,23,1
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,2
,Chaka Fattah,Pamela A Delissio,Ray Bailey,2
Chaka Fattah,10,77,57,2
Pamela A Delissio,,4,0,2
Ray Bailey,,,7,2
Total,144,81,64,2
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,3
,Chaka Fattah,Pamela A Delissio,Ray Bailey,3
Chaka Fattah,2,29,12,3
Pamela A Delissio,,1,0,3
Ray Bailey,,,1,3
Total,43,30,13,3
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,4
,Chaka Fattah,Pamela A Delissio,Ray Bailey,4
Chaka Fattah,6,45,17,4
Pamela A Delissio,,2,0,4
Ray Bailey,,,0,4
Total,68,47,17,4
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,6
,Chaka Fattah,Pamela A Delissio,Ray Bailey,6
Chaka Fattah,5,87,44,6
Pamela A Delissio,,4,0,6
Ray Bailey,,,5,6
Total,136,91,49,6
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,7
,Chaka Fattah,Pamela A Delissio,Ray Bailey,7
Chaka Fattah,12,80,20,7
Pamela A Delissio,,1,0,7
Ray Bailey,,,2,7
Total,112,81,22,7
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,8
,Chaka Fattah,Pamela A Delissio,Ray Bailey,8
Chaka Fattah,7,147,40,8
Pamela A Delissio,,5,0,8
Ray Bailey,,,2,8
Total,194,152,42,8
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,9
,Chaka Fattah,Pamela A Delissio,Ray Bailey,9
Chaka Fattah,10,78,31,9
Pamela A Delissio,,2,0,9
Ray Bailey,,,3,9
Total,119,80,34,9
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,11
,Chaka Fattah,Pamela A Delissio,Ray Bailey,11
Chaka Fattah,4,80,53,11
Pamela A Delissio,,3,0,11
Ray Bailey,,,3,11
Total,137,83,56,11
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,12
,Chaka Fattah,Pamela A Delissio,Ray Bailey,12
Chaka Fattah,4,95,31,12
Pamela A Delissio,,11,0,12
Ray Bailey,,,2,12
Total,130,106,33,12
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,13
,Chaka Fattah,Ray Bailey,Pamela A Delissio,13
Chaka Fattah,4,106,88,13
Ray Bailey,,7,0,13
Pamela A Delissio,,,7,13
Total,198,113,95,13
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,14
,Chaka Fattah,Pamela A Delissio,Ray Bailey,14
Chaka Fattah,7,90,66,14
Pamela A Delissio,,3,0,14
Ray Bailey,,,5,14
Total,163,93,71,14
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,16
,Chaka Fattah,Ray Bailey,Pamela A Delissio,16
Chaka Fattah,4,112,60,16
Ray Bailey,,5,0,16
Pamela A Delissio,,,3,16
Total,176,117,63,16
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,21
,Chaka Fattah,Pamela A Delissio,Ray Bailey,21
Chaka Fattah,10,80,41,21
Pamela A Delissio,,1,0,21
Ray Bailey,,,2,21
Total,131,81,43,21
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 194th District - Democrat,,28
,Chaka Fattah,Pamela A Delissio,Ray Bailey,28
Chaka Fattah,4,60,29,28
Pamela A Delissio,,6,0,28
Ray Bailey,,,3,28
Total,93,66,32,28
