col_1,col_2,col_3,division
,United States Senator - Democrat,,All
,Bob Casey Jr,Joseph John Vodvarka,All
Bob Casey Jr,604,0,All
Joseph John Vodvarka,,195,All
Total,604,195,All
,United States Senator - Democrat,,1
,Bob Casey Jr,Joseph John Vodvarka,1
Bob Casey Jr,29,0,1
Joseph John Vodvarka,,11,1
Total,29,11,1
,United States Senator - Democrat,,2
,Bob Casey Jr,Joseph John Vodvarka,2
Bob Casey Jr,36,0,2
Joseph John Vodvarka,,14,2
Total,36,14,2
,United States Senator - Democrat,,3
,Bob Casey Jr,Joseph John Vodvarka,3
Bob Casey Jr,85,0,3
Joseph John Vodvarka,,31,3
Total,85,31,3
,United States Senator - Democrat,,4
,Bob Casey Jr,Joseph John Vodvarka,4
Bob Casey Jr,93,0,4
Joseph John Vodvarka,,25,4
Total,93,25,4
,United States Senator - Democrat,,5
,Bob Casey Jr,Joseph John Vodvarka,5
Bob Casey Jr,26,0,5
Joseph John Vodvarka,,14,5
Total,26,14,5
,United States Senator - Democrat,,6
,Bob Casey Jr,Joseph John Vodvarka,6
Bob Casey Jr,149,0,6
Joseph John Vodvarka,,24,6
Total,149,24,6
,United States Senator - Democrat,,7
,Bob Casey Jr,Joseph John Vodvarka,7
Bob Casey Jr,78,0,7
Joseph John Vodvarka,,26,7
Total,78,26,7
,United States Senator - Democrat,,8
,Bob Casey Jr,Joseph John Vodvarka,8
Bob Casey Jr,22,0,8
Joseph John Vodvarka,,6,8
Total,22,6,8
,United States Senator - Democrat,,9
,Bob Casey Jr,Joseph John Vodvarka,9
Bob Casey Jr,25,0,9
Joseph John Vodvarka,,13,9
Total,25,13,9
,United States Senator - Democrat,,10
,Bob Casey Jr,Joseph John Vodvarka,10
Bob Casey Jr,57,0,10
Joseph John Vodvarka,,31,10
Total,57,31,10
,United States Senator - Democrat,,11
,Bob Casey Jr,Joseph John Vodvarka,11
Bob Casey Jr,4,0,11
Joseph John Vodvarka,,0,11
Total,4,0,11
