col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Auditor General - Republican,,United States Senator - Republican,,,,,All
,John Maher,Frank A Pinto,Tom Smith,David Alan Christian,Steven D Welch,Sam Rohrer,Marc A Scaringi,All
John Maher,247,0,"2,605","2,063","2,409",708,433,All
Frank A Pinto,,221,"2,051","1,974",923,429,685,All
Tom Smith,,,"1,422",0,0,0,0,All
David Alan Christian,,,,483,0,0,0,All
Steven D Welch,,,,,493,0,0,All
Sam Rohrer,,,,,,268,0,All
Marc A Scaringi,,,,,,,156,All
Total,"8,465","6,283","6,078","4,520","3,825","1,405","1,274",All
