col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Louis J Farinella,Leslie S Richards,Caren Gansman Moskowitz,Olivia E Brady,Patrick J Eiding,Vince Gillen,All
Catherine G Scott,102,"1,061","1,019",751,759,744,745,735,735,All
Kelly Lynn Devine,,49,995,731,741,731,730,713,719,All
D Gregory Holt,,,42,724,711,698,695,705,718,All
Louis J Farinella,,,,15,721,708,705,722,714,All
Leslie S Richards,,,,,1,724,730,700,701,All
Caren Gansman Moskowitz,,,,,,14,709,704,697,All
Olivia E Brady,,,,,,,5,700,699,All
Patrick J Eiding,,,,,,,,14,708,All
Vince Gillen,,,,,,,,,4,All
Total,"1,253","1,149","1,090",806,794,793,788,783,768,All
,Delegate To The Democratic National Convention 13th District,,,,,,,,,1
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Caren Gansman Moskowitz,Olivia E Brady,Vince Gillen,Louis J Farinella,Patrick J Eiding,1
Catherine G Scott,2,18,19,18,16,16,16,15,15,1
D Gregory Holt,,2,18,16,15,15,15,15,15,1
Kelly Lynn Devine,,,0,17,16,16,16,15,15,1
Leslie S Richards,,,,0,16,16,16,15,15,1
Caren Gansman Moskowitz,,,,,1,16,16,15,15,1
Olivia E Brady,,,,,,0,16,15,15,1
Vince Gillen,,,,,,,0,15,15,1
Louis J Farinella,,,,,,,,0,15,1
Patrick J Eiding,,,,,,,,,0,1
Total,22,20,19,18,17,16,16,15,15,1
,Delegate To The Democratic National Convention 13th District,,,,,,,,,2
,D Gregory Holt,Catherine G Scott,Kelly Lynn Devine,Leslie S Richards,Olivia E Brady,Caren Gansman Moskowitz,Louis J Farinella,Patrick J Eiding,Vince Gillen,2
D Gregory Holt,0,6,6,5,5,4,4,4,4,2
Catherine G Scott,,0,6,4,4,4,4,4,4,2
Kelly Lynn Devine,,,0,4,4,4,4,4,4,2
Leslie S Richards,,,,0,5,4,4,4,4,2
Olivia E Brady,,,,,0,4,4,4,4,2
Caren Gansman Moskowitz,,,,,,0,4,4,4,2
Louis J Farinella,,,,,,,0,4,4,2
Patrick J Eiding,,,,,,,,0,4,2
Vince Gillen,,,,,,,,,0,2
Total,7,6,6,5,5,4,4,4,4,2
,Delegate To The Democratic National Convention 13th District,,,,,,,,,3
,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Vince Gillen,Caren Gansman Moskowitz,Leslie S Richards,Patrick J Eiding,Louis J Farinella,Olivia E Brady,3
Catherine G Scott,4,34,34,27,27,27,25,25,26,3
Kelly Lynn Devine,,2,32,27,27,24,26,26,24,3
D Gregory Holt,,,0,26,24,25,25,25,24,3
Vince Gillen,,,,0,26,26,26,25,26,3
Caren Gansman Moskowitz,,,,,0,25,26,25,24,3
Leslie S Richards,,,,,,0,25,26,25,3
Patrick J Eiding,,,,,,,0,26,24,3
Louis J Farinella,,,,,,,,0,24,3
Olivia E Brady,,,,,,,,,0,3
Total,44,39,35,30,29,29,29,28,28,3
,Delegate To The Democratic National Convention 13th District,,,,,,,,,4
,D Gregory Holt,Kelly Lynn Devine,Catherine G Scott,Louis J Farinella,Patrick J Eiding,Vince Gillen,Olivia E Brady,Caren Gansman Moskowitz,Leslie S Richards,4
D Gregory Holt,1,23,21,19,18,20,18,18,18,4
Kelly Lynn Devine,,0,22,19,18,19,18,18,18,4
Catherine G Scott,,,1,18,18,18,18,17,18,4
Louis J Farinella,,,,0,21,18,19,17,18,4
Patrick J Eiding,,,,,1,18,19,17,18,4
Vince Gillen,,,,,,0,18,18,18,4
Olivia E Brady,,,,,,,0,17,18,4
Caren Gansman Moskowitz,,,,,,,,0,17,4
Leslie S Richards,,,,,,,,,0,4
Total,25,24,23,22,22,20,19,18,18,4
,Delegate To The Democratic National Convention 13th District,,,,,,,,,5
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Caren Gansman Moskowitz,Olivia E Brady,Patrick J Eiding,Leslie S Richards,Louis J Farinella,Vince Gillen,5
Catherine G Scott,1,26,28,20,20,20,20,20,18,5
D Gregory Holt,,4,26,18,18,18,18,18,18,5
Kelly Lynn Devine,,,2,20,20,18,20,19,18,5
Caren Gansman Moskowitz,,,,0,21,19,20,19,18,5
Olivia E Brady,,,,,0,19,20,19,18,5
Patrick J Eiding,,,,,,0,18,19,18,5
Leslie S Richards,,,,,,,0,19,18,5
Louis J Farinella,,,,,,,,0,18,5
Vince Gillen,,,,,,,,,0,5
Total,31,30,30,21,21,21,20,20,18,5
,Delegate To The Democratic National Convention 13th District,,,,,,,,,6
,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Louis J Farinella,Caren Gansman Moskowitz,Leslie S Richards,Olivia E Brady,Patrick J Eiding,Vince Gillen,6
Catherine G Scott,2,18,17,14,11,11,10,9,10,6
Kelly Lynn Devine,,2,17,14,10,11,11,9,10,6
D Gregory Holt,,,1,13,11,10,9,9,10,6
Louis J Farinella,,,,0,12,11,11,9,10,6
Caren Gansman Moskowitz,,,,,0,9,9,9,9,6
Leslie S Richards,,,,,,0,10,9,9,6
Olivia E Brady,,,,,,,0,9,8,6
Patrick J Eiding,,,,,,,,1,8,6
Vince Gillen,,,,,,,,,0,6
Total,21,21,19,16,12,11,11,10,10,6
,Delegate To The Democratic National Convention 13th District,,,,,,,,,7
,Kelly Lynn Devine,Catherine G Scott,D Gregory Holt,Olivia E Brady,Caren Gansman Moskowitz,Leslie S Richards,Louis J Farinella,Patrick J Eiding,Vince Gillen,7
Kelly Lynn Devine,2,23,23,14,14,14,13,13,13,7
Catherine G Scott,,0,24,15,14,14,14,14,14,7
