col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 175th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Michael H O Brien,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Anthony Hardy Williams,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,All
Michael H O Brien,67,100,95,93,89,89,69,64,59,57,57,All
Ted Kirsch,,2,90,89,86,86,59,54,51,53,52,All
Elizabeth A Washo,,,1,89,86,86,57,55,52,53,50,All
Mindy M Posoff,,,,1,86,85,55,55,51,50,49,All
Anthony Hardy Williams,,,,,2,86,55,57,51,51,51,All
Ryan N Boyer,,,,,,0,53,53,50,51,50,All
Christine M Tartaglione,,,,,,,0,59,56,56,55,All
Kathryn Sylvia Huggins,,,,,,,,0,56,53,55,All
Deborah E Landau,,,,,,,,,0,52,55,All
Thaddeus Kirkland,,,,,,,,,,0,53,All
Sekela Coles,,,,,,,,,,,0,All
Total,205,110,104,101,99,97,71,66,60,60,57,All
,Representative In The General Assembly 175th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,9
,Michael H O Brien,Elizabeth A Washo,Ted Kirsch,Mindy M Posoff,Christine M Tartaglione,Anthony Hardy Williams,Ryan N Boyer,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,9
Michael H O Brien,7,12,12,11,10,9,9,8,8,8,7,9
Elizabeth A Washo,,0,10,10,7,9,9,7,7,7,6,9
Ted Kirsch,,,0,10,7,9,9,7,7,7,6,9
Mindy M Posoff,,,,0,6,9,9,7,7,7,6,9
Christine M Tartaglione,,,,,0,6,6,7,7,7,7,9
Anthony Hardy Williams,,,,,,0,9,6,6,6,6,9
Ryan N Boyer,,,,,,,0,6,6,6,6,9
Deborah E Landau,,,,,,,,0,8,8,7,9
Kathryn Sylvia Huggins,,,,,,,,,0,8,7,9
Sekela Coles,,,,,,,,,,0,7,9
Thaddeus Kirkland,,,,,,,,,,,0,9
Total,24,12,12,11,10,9,9,8,8,8,7,9
,Representative In The General Assembly 175th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,13
,Michael H O Brien,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Anthony Hardy Williams,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,13
Michael H O Brien,12,14,13,12,11,11,8,8,7,6,6,13
Ted Kirsch,,0,12,11,10,10,7,7,6,6,6,13
Elizabeth A Washo,,,0,12,10,10,7,8,7,6,6,13
Mindy M Posoff,,,,0,10,10,6,7,6,5,5,13
Anthony Hardy Williams,,,,,0,10,5,6,5,5,5,13
Ryan N Boyer,,,,,,0,5,6,5,5,5,13
Christine M Tartaglione,,,,,,,0,7,7,6,6,13
Kathryn Sylvia Huggins,,,,,,,,0,7,6,6,13
Deborah E Landau,,,,,,,,,0,6,6,13
Sekela Coles,,,,,,,,,,0,6,13
Thaddeus Kirkland,,,,,,,,,,,0,13
Total,29,14,13,12,11,11,8,8,7,6,6,13
,Representative In The General Assembly 175th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,14
,Michael H O Brien,Ryan N Boyer,Anthony Hardy Williams,Mindy M Posoff,Ted Kirsch,Christine M Tartaglione,Elizabeth A Washo,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,14
Michael H O Brien,4,6,5,5,5,4,4,3,3,3,2,14
Ryan N Boyer,,0,5,3,4,4,4,3,3,3,2,14
Anthony Hardy Williams,,,0,3,4,3,3,3,3,2,2,14
Mindy M Posoff,,,,0,3,2,2,2,2,2,2,14
Ted Kirsch,,,,,0,3,3,3,3,2,2,14
Christine M Tartaglione,,,,,,0,3,3,3,3,2,14
Elizabeth A Washo,,,,,,,0,2,2,3,2,14
Kathryn Sylvia Huggins,,,,,,,,0,3,2,2,14
Sekela Coles,,,,,,,,,0,2,2,14
Thaddeus Kirkland,,,,,,,,,,0,2,14
Deborah E Landau,,,,,,,,,,,0,14
Total,12,6,5,5,5,4,4,3,3,3,2,14
,Representative In The General Assembly 175th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,15
,Michael H O Brien,Mindy M Posoff,Christine M Tartaglione,Kathryn Sylvia Huggins,Anthony Hardy Williams,Deborah E Landau,Elizabeth A Washo,Ryan N Boyer,Ted Kirsch,Thaddeus Kirkland,Sekela Coles,15
Michael H O Brien,6,4,4,3,2,3,3,3,3,3,3,15
Mindy M Posoff,,1,4,3,3,3,4,4,4,2,2,15
Christine M Tartaglione,,,0,4,2,4,3,3,3,3,3,15
Kathryn Sylvia Huggins,,,,0,3,4,2,3,2,3,3,15
Anthony Hardy Williams,,,,,0,2,3,3,3,2,1,15
Deborah E Landau,,,,,,0,2,3,2,2,3,15
Elizabeth A Washo,,,,,,,0,3,4,2,1,15
Ryan N Boyer,,,,,,,,0,3,1,2,15
Ted Kirsch,,,,,,,,,0,2,1,15
Thaddeus Kirkland,,,,,,,,,,0,2,15
Sekela Coles,,,,,,,,,,,0,15
Total,11,6,5,5,4,4,4,4,4,4,3,15
,Representative In The General Assembly 175th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,16
,Michael H O Brien,Ted Kirsch,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Anthony Hardy Williams,Christine M Tartaglione,Thaddeus Kirkland,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,16
Michael H O Brien,7,18,17,16,16,16,10,7,8,7,7,16
Ted Kirsch,,0,18,17,16,17,9,8,8,7,7,16
Mindy M Posoff,,,0,17,16,17,9,8,8,7,7,16
Elizabeth A Washo,,,,0,16,16,8,7,7,6,6,16
Ryan N Boyer,,,,,0,16,7,8,7,7,7,16
Anthony Hardy Williams,,,,,,0,8,7,8,7,7,16
Christine M Tartaglione,,,,,,,0,8,8,7,7,16
Thaddeus Kirkland,,,,,,,,0,7,7,7,16
Kathryn Sylvia Huggins,,,,,,,,,0,7,7,16
Deborah E Landau,,,,,,,,,,0,7,16
Sekela Coles,,,,,,,,,,,0,16
Total,29,20,19,18,18,17,11,9,8,7,7,16
,Representative In The General Assembly 175th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,17
,Michael H O Brien,Ted Kirsch,Anthony Hardy Williams,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Thaddeus Kirkland,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,17
Michael H O Brien,3,17,14,14,13,13,10,10,9,9,9,17
Ted Kirsch,,1,15,15,14,14,9,8,8,7,8,17
Anthony Hardy Williams,,,0,14,14,13,9,8,8,7,8,17
Mindy M Posoff,,,,0,13,14,8,7,7,7,7,17
Elizabeth A Washo,,,,,0,13,8,8,8,7,8,17
Ryan N Boyer,,,,,,0,7,7,7,7,7,17
Christine M Tartaglione,,,,,,,0,9,9,8,9,17
Thaddeus Kirkland,,,,,,,,0,9,8,9,17
Deborah E Landau,,,,,,,,,0,8,9,17
Kathryn Sylvia Huggins,,,,,,,,,,0,8,17
Sekela Coles,,,,,,,,,,,0,17
Total,23,19,15,15,14,14,10,10,9,9,9,17
,Representative In The General Assembly 175th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,18
,Michael H O Brien,Ryan N Boyer,Ted Kirsch,Elizabeth A Washo,Anthony Hardy Williams,Mindy M Posoff,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,18
Michael H O Brien,6,14,12,12,11,11,11,10,10,10,9,18
Ryan N Boyer,,0,12,12,11,12,10,9,9,9,9,18
Ted Kirsch,,,1,11,10,11,10,9,9,9,9,18
Elizabeth A Washo,,,,0,10,11,9,9,9,9,9,18
Anthony Hardy Williams,,,,,0,11,10,10,10,10,9,18
Mindy M Posoff,,,,,,0,9,9,9,9,9,18
Christine M Tartaglione,,,,,,,0,10,10,10,9,18
Deborah E Landau,,,,,,,,0,10,10,9,18
Kathryn Sylvia Huggins,,,,,,,,,0,10,9,18
Sekela Coles,,,,,,,,,,0,9,18
Thaddeus Kirkland,,,,,,,,,,,0,18
Total,23,15,14,13,12,12,11,10,10,10,9,18
,Representative In The General Assembly 175th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,19
,Michael H O Brien,Elizabeth A Washo,Mindy M Posoff,Ted Kirsch,Anthony Hardy Williams,Deborah E Landau,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Thaddeus Kirkland,Sekela Coles,19
Michael H O Brien,14,11,9,9,8,7,7,6,6,6,5,19
Elizabeth A Washo,,1,9,7,8,5,6,6,6,6,5,19
Mindy M Posoff,,,0,7,8,5,6,6,6,6,5,19
Ted Kirsch,,,,0,6,4,6,5,5,6,5,19
Anthony Hardy Williams,,,,,0,5,6,6,6,6,5,19
Deborah E Landau,,,,,,0,5,4,4,4,4,19
Ryan N Boyer,,,,,,,0,5,5,6,5,19
Christine M Tartaglione,,,,,,,,0,6,5,4,19
Kathryn Sylvia Huggins,,,,,,,,,0,5,4,19
Thaddeus Kirkland,,,,,,,,,,0,5,19
Sekela Coles,,,,,,,,,,,0,19
Total,29,12,9,9,8,7,7,6,6,6,5,19
,Representative In The General Assembly 175th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,20
,Michael H O Brien,Anthony Hardy Williams,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Ted Kirsch,Kathryn Sylvia Huggins,Christine M Tartaglione,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,20
Michael H O Brien,3,11,9,9,8,8,6,4,4,4,4,20
Anthony Hardy Williams,,2,9,9,9,8,6,4,4,4,4,20
Elizabeth A Washo,,,0,9,9,8,5,4,4,4,4,20
Mindy M Posoff,,,,0,9,8,5,4,4,4,4,20
Ryan N Boyer,,,,,0,8,5,4,4,4,4,20
Ted Kirsch,,,,,,0,4,4,4,4,4,20
Kathryn Sylvia Huggins,,,,,,,0,4,4,4,4,20
Christine M Tartaglione,,,,,,,,0,4,4,4,20
Deborah E Landau,,,,,,,,,0,4,4,20
Sekela Coles,,,,,,,,,,0,4,20
Thaddeus Kirkland,,,,,,,,,,,0,20
Total,17,14,10,10,9,9,6,4,4,4,4,20
,Representative In The General Assembly 175th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,21
,Michael H O Brien,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Ted Kirsch,Kathryn Sylvia Huggins,Christine M Tartaglione,Deborah E Landau,Mindy M Posoff,Sekela Coles,Thaddeus Kirkland,21
Michael H O Brien,5,2,2,2,2,3,2,2,1,2,2,21
Anthony Hardy Williams,,0,4,4,4,2,2,2,2,2,2,21
Elizabeth A Washo,,,0,4,4,2,2,2,2,2,2,21
Ryan N Boyer,,,,0,4,2,2,2,2,2,2,21
Ted Kirsch,,,,,0,2,2,2,2,2,2,21
Kathryn Sylvia Huggins,,,,,,0,2,2,1,2,2,21
Christine M Tartaglione,,,,,,,0,2,1,2,2,21
Deborah E Landau,,,,,,,,0,1,2,2,21
Mindy M Posoff,,,,,,,,,0,1,1,21
Sekela Coles,,,,,,,,,,0,2,21
Thaddeus Kirkland,,,,,,,,,,,0,21
Total,8,4,4,4,4,3,2,2,2,2,2,21
