col_1,col_2,col_3,col_4,col_5,col_6,division
,Attorney General - Republican,President Of The United States - Republican,,,,All
,David J Freed,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,All
David J Freed,20,791,112,78,91,All
Mitt Romney,,252,0,0,0,All
Rick Santorum,,,57,0,0,All
Ron Paul,,,,63,0,All
Newt Gingrich,,,,,42,All
Total,"1,092","1,043",169,141,133,All
,President Of The United States - Republican,,,,Attorney General - Republican,1
,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,David J Freed,1
Mitt Romney,6,0,0,0,5,1
Ron Paul,,0,0,0,1,1
Newt Gingrich,,,0,0,0,1
Rick Santorum,,,,0,0,1
David J Freed,,,,,0,1
Total,11,1,0,0,6,1
,Attorney General - Republican,President Of The United States - Republican,,,,2
,David J Freed,Newt Gingrich,Mitt Romney,Rick Santorum,Ron Paul,2
David J Freed,0,3,0,0,0,2
Newt Gingrich,,0,0,0,0,2
Mitt Romney,,,1,0,0,2
Rick Santorum,,,,0,0,2
Ron Paul,,,,,0,2
Total,3,3,1,0,0,2
,President Of The United States - Republican,,,,Attorney General - Republican,3
,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,David J Freed,3
Mitt Romney,8,0,0,0,12,3
Rick Santorum,,0,0,0,4,3
Newt Gingrich,,,2,0,1,3
Ron Paul,,,,1,0,3
David J Freed,,,,,1,3
Total,20,4,3,1,18,3
,Attorney General - Republican,President Of The United States - Republican,,,,4
,David J Freed,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,4
David J Freed,0,36,8,2,4,4
Mitt Romney,,7,0,0,0,4
Rick Santorum,,,5,0,0,4
Ron Paul,,,,3,0,4
Newt Gingrich,,,,,0,4
Total,50,43,13,5,4,4
,Attorney General - Republican,President Of The United States - Republican,,,,5
,David J Freed,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,5
David J Freed,0,18,4,4,2,5
Mitt Romney,,6,0,0,0,5
Ron Paul,,,3,0,0,5
Rick Santorum,,,,1,0,5
Newt Gingrich,,,,,2,5
Total,28,24,7,5,4,5
,Attorney General - Republican,President Of The United States - Republican,,,,6
,David J Freed,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,6
David J Freed,0,17,3,2,2,6
Mitt Romney,,3,0,0,0,6
Rick Santorum,,,1,0,0,6
Newt Gingrich,,,,0,0,6
Ron Paul,,,,,0,6
Total,24,20,4,2,2,6
,Attorney General - Republican,President Of The United States - Republican,,,,7
,David J Freed,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,7
David J Freed,2,24,5,1,0,7
Mitt Romney,,3,0,0,0,7
Rick Santorum,,,1,0,0,7
Newt Gingrich,,,,0,0,7
Ron Paul,,,,,1,7
Total,32,27,6,1,1,7
,Attorney General - Republican,President Of The United States - Republican,,,,8
,David J Freed,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,8
David J Freed,1,13,3,2,0,8
Mitt Romney,,2,0,0,0,8
Rick Santorum,,,0,0,0,8
Ron Paul,,,,1,0,8
Newt Gingrich,,,,,1,8
Total,19,15,3,3,1,8
,President Of The United States - Republican,,,,Attorney General - Republican,9
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,David J Freed,9
Mitt Romney,10,0,0,0,33,9
Newt Gingrich,,5,0,0,3,9
Rick Santorum,,,2,0,1,9
Ron Paul,,,,0,2,9
David J Freed,,,,,0,9
Total,43,8,3,2,39,9
,President Of The United States - Republican,,,,Attorney General - Republican,10
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,David J Freed,10
Mitt Romney,8,0,0,0,19,10
Newt Gingrich,,2,0,0,2,10
Rick Santorum,,,0,0,2,10
Ron Paul,,,,1,0,10
David J Freed,,,,,0,10
Total,27,4,2,1,23,10
,Attorney General - Republican,President Of The United States - Republican,,,,11
,David J Freed,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,11
