col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 201st District - Democrat,,,All
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,All
Stephen Kinsey,"1,413",0,0,All
Michael K Ellis,,"1,311",0,All
Karl K Gamble,,,261,All
Total,"1,413","1,311",261,All
,Representative In The General Assembly 201st District - Democrat,,,1
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,1
Michael K Ellis,42,0,0,1
Stephen Kinsey,,31,0,1
Karl K Gamble,,,24,1
Total,42,31,24,1
,Representative In The General Assembly 201st District - Democrat,,,2
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,2
Stephen Kinsey,113,0,0,2
Michael K Ellis,,56,0,2
Karl K Gamble,,,9,2
Total,113,56,9,2
,Representative In The General Assembly 201st District - Democrat,,,3
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,3
Michael K Ellis,76,0,0,3
Stephen Kinsey,,56,0,3
Karl K Gamble,,,18,3
Total,76,56,18,3
,Representative In The General Assembly 201st District - Democrat,,,4
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,4
Michael K Ellis,96,0,0,4
Stephen Kinsey,,91,0,4
Karl K Gamble,,,57,4
Total,96,91,57,4
,Representative In The General Assembly 201st District - Democrat,,,5
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,5
Stephen Kinsey,103,0,0,5
Michael K Ellis,,71,0,5
Karl K Gamble,,,14,5
Total,103,71,14,5
,Representative In The General Assembly 201st District - Democrat,,,6
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,6
Stephen Kinsey,43,0,0,6
Michael K Ellis,,41,0,6
Karl K Gamble,,,6,6
Total,43,41,6,6
,Representative In The General Assembly 201st District - Democrat,,,7
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,7
Stephen Kinsey,50,0,0,7
Michael K Ellis,,38,0,7
Karl K Gamble,,,4,7
Total,50,38,4,7
,Representative In The General Assembly 201st District - Democrat,,,8
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,8
Michael K Ellis,68,0,0,8
Stephen Kinsey,,60,0,8
Karl K Gamble,,,8,8
Total,68,60,8,8
,Representative In The General Assembly 201st District - Democrat,,,9
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,9
Michael K Ellis,69,0,0,9
Stephen Kinsey,,30,0,9
Karl K Gamble,,,10,9
Total,69,30,10,9
,Representative In The General Assembly 201st District - Democrat,,,10
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,10
Stephen Kinsey,99,0,0,10
Michael K Ellis,,96,0,10
Karl K Gamble,,,10,10
Total,99,96,10,10
,Representative In The General Assembly 201st District - Democrat,,,11
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,11
Stephen Kinsey,70,0,0,11
Michael K Ellis,,56,0,11
Karl K Gamble,,,9,11
Total,70,56,9,11
,Representative In The General Assembly 201st District - Democrat,,,12
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,12
Stephen Kinsey,46,0,0,12
Michael K Ellis,,42,0,12
Karl K Gamble,,,3,12
Total,46,42,3,12
,Representative In The General Assembly 201st District - Democrat,,,13
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,13
Stephen Kinsey,72,0,0,13
Michael K Ellis,,54,0,13
Karl K Gamble,,,10,13
Total,72,54,10,13
,Representative In The General Assembly 201st District - Democrat,,,14
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,14
Michael K Ellis,57,0,0,14
Stephen Kinsey,,42,0,14
Karl K Gamble,,,5,14
Total,57,42,5,14
,Representative In The General Assembly 201st District - Democrat,,,15
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,15
Michael K Ellis,52,0,0,15
Stephen Kinsey,,29,0,15
Karl K Gamble,,,5,15
Total,52,29,5,15
,Representative In The General Assembly 201st District - Democrat,,,16
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,16
Michael K Ellis,58,0,0,16
Stephen Kinsey,,50,0,16
Karl K Gamble,,,8,16
Total,58,50,8,16
,Representative In The General Assembly 201st District - Democrat,,,19
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,19
Michael K Ellis,77,0,0,19
Stephen Kinsey,,73,0,19
Karl K Gamble,,,18,19
Total,77,73,18,19
,Representative In The General Assembly 201st District - Democrat,,,21
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,21
Stephen Kinsey,73,0,0,21
Michael K Ellis,,33,0,21
Karl K Gamble,,,9,21
Total,73,33,9,21
,Representative In The General Assembly 201st District - Democrat,,,22
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,22
Michael K Ellis,81,0,0,22
Stephen Kinsey,,65,0,22
Karl K Gamble,,,8,22
Total,81,65,8,22
,Representative In The General Assembly 201st District - Democrat,,,23
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,23
Stephen Kinsey,69,0,0,23
Michael K Ellis,,61,0,23
Karl K Gamble,,,12,23
Total,69,61,12,23
,Representative In The General Assembly 201st District - Democrat,,,24
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,24
Stephen Kinsey,48,0,0,24
Michael K Ellis,,43,0,24
Karl K Gamble,,,6,24
Total,48,43,6,24
,Representative In The General Assembly 201st District - Democrat,,,25
,Stephen Kinsey,Michael K Ellis,Karl K Gamble,25
Stephen Kinsey,100,0,0,25
Michael K Ellis,,44,0,25
Karl K Gamble,,,8,25
Total,100,44,8,25
