col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Raye E Johnson,Andrew P Toy,Joseph C Meade,Jerry T Jordan,Michelle W Singer,Heather Steinmiller,Nancy Astor Fox,Eleanor M Dezzi,William S Leopold,Vanessa L Brown,Wanda Logan,Audrey Blackwell Watson,Lemuel L Thornton,All
Kenyatta J Johnson,3,993,864,826,815,754,673,587,585,580,584,579,566,570,557,560,558,545,288,239,31,All
Blondell Reynolds Brown,,1,836,814,801,741,655,578,576,571,573,576,564,569,552,555,559,516,249,219,27,All
Cindy Bass,,,0,793,793,609,570,564,556,557,564,552,548,555,536,543,543,405,244,193,27,All
Mark Alan Aronchick,,,,2,763,578,553,551,548,549,550,547,530,539,529,534,537,384,237,184,24,All
Jacquelyn Manns Smalley,,,,,0,576,555,547,540,545,547,540,534,543,525,534,529,384,232,175,24,All
Vincent J Hughes,,,,,,2,675,598,587,589,587,586,573,576,557,562,565,493,147,136,26,All
Jerome W Mondesire,,,,,,,0,580,562,573,578,562,547,556,530,550,547,414,139,110,25,All
Stephen A Cozen,,,,,,,,1,568,574,576,561,547,561,540,551,552,351,131,104,20,All
Raye E Johnson,,,,,,,,,0,558,559,566,553,564,549,561,559,350,123,103,21,All
Andrew P Toy,,,,,,,,,,0,569,555,541,553,534,543,548,343,125,104,22,All
Joseph C Meade,,,,,,,,,,,0,556,542,556,534,545,552,338,130,105,20,All
Jerry T Jordan,,,,,,,,,,,,0,542,558,537,553,558,338,124,109,20,All
Michelle W Singer,,,,,,,,,,,,,0,553,546,541,538,330,128,103,20,All
Heather Steinmiller,,,,,,,,,,,,,,0,544,557,556,334,127,98,21,All
Nancy Astor Fox,,,,,,,,,,,,,,,0,533,535,325,121,101,22,All
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,546,330,120,96,21,All
William S Leopold,,,,,,,,,,,,,,,,,0,327,121,97,21,All
Vanessa L Brown,,,,,,,,,,,,,,,,,,182,0,0,0,All
Wanda Logan,,,,,,,,,,,,,,,,,,,60,0,0,All
Audrey Blackwell Watson,,,,,,,,,,,,,,,,,,,,51,0,All
