col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Senator In The General Assembly 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Lawrence M Farnese Jr,Ted Kirsch,Anthony Hardy Williams,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,All
Lawrence M Farnese Jr,"3,727","7,959","7,658","7,617","7,449","7,430","6,374","6,295","6,271","6,053","6,034",All
Ted Kirsch,,58,"7,490","7,589","7,411","7,542","6,081","6,149","6,152","6,055","6,017",All
Anthony Hardy Williams,,,46,"7,307","7,232","7,360","5,996","6,039","5,970","5,914","5,900",All
Mindy M Posoff,,,,24,"7,506","7,411","6,018","6,230","6,194","5,972","6,027",All
Elizabeth A Washo,,,,,11,"7,300","5,959","6,161","6,147","5,903","5,956",All
Ryan N Boyer,,,,,,21,"5,893","6,086","6,037","5,950","5,952",All
Christine M Tartaglione,,,,,,,24,"6,124","6,081","5,944","5,942",All
Kathryn Sylvia Huggins,,,,,,,,7,"6,324","6,057","6,164",All
Deborah E Landau,,,,,,,,,12,"6,016","6,142",All
Thaddeus Kirkland,,,,,,,,,,7,"6,015",All
Sekela Coles,,,,,,,,,,,2,All
Total,"13,231","8,535","8,205","8,128","7,946","7,923","6,766","6,689","6,668","6,409","6,392",All
