col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Michael Patrick Mcgeehan,Ted Kirsch,Ryan N Boyer,Mindy M Posoff,Anthony Hardy Williams,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,All
Michael Patrick Mcgeehan,365,577,530,532,526,495,436,409,408,394,384,All
Ted Kirsch,,6,504,504,494,476,387,368,371,373,368,All
Ryan N Boyer,,,1,498,499,469,364,365,366,364,358,All
Mindy M Posoff,,,,0,482,490,373,371,372,362,357,All
Anthony Hardy Williams,,,,,1,462,363,359,360,353,347,All
Elizabeth A Washo,,,,,,0,363,354,359,349,348,All
Christine M Tartaglione,,,,,,,1,377,379,371,364,All
Kathryn Sylvia Huggins,,,,,,,,1,385,379,363,All
Deborah E Landau,,,,,,,,,0,376,359,All
Sekela Coles,,,,,,,,,,0,368,All
Thaddeus Kirkland,,,,,,,,,,,0,All
Total,"1,088",604,555,554,547,513,452,424,423,407,396,All
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,3
,Michael Patrick Mcgeehan,Anthony Hardy Williams,Christine M Tartaglione,Elizabeth A Washo,Kathryn Sylvia Huggins,Mindy M Posoff,Ryan N Boyer,Sekela Coles,Ted Kirsch,Thaddeus Kirkland,Deborah E Landau,3
Michael Patrick Mcgeehan,7,11,8,9,9,9,9,9,9,9,8,3
Anthony Hardy Williams,,0,8,9,9,9,9,9,9,8,8,3
Christine M Tartaglione,,,1,9,9,9,9,9,9,9,9,3
Elizabeth A Washo,,,,0,9,10,10,9,10,9,9,3
Kathryn Sylvia Huggins,,,,,0,9,9,10,9,9,9,3
Mindy M Posoff,,,,,,0,10,9,10,9,9,3
Ryan N Boyer,,,,,,,0,9,10,9,9,3
Sekela Coles,,,,,,,,0,9,9,9,3
Ted Kirsch,,,,,,,,,0,9,9,3
Thaddeus Kirkland,,,,,,,,,,0,9,3
Deborah E Landau,,,,,,,,,,,0,3
Total,20,12,10,10,10,10,10,10,10,10,9,3
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,4
