col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,All
,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Andrew P Toy,Joseph C Meade,Stephen A Cozen,Jerome W Mondesire,Michelle W Singer,Jerry T Jordan,Raye E Johnson,Heather Steinmiller,Eleanor M Dezzi,William S Leopold,Nancy Astor Fox,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,All
Kenyatta J Johnson,0,208,206,180,172,145,136,140,138,137,134,134,133,130,128,130,127,97,71,59,All
Cindy Bass,,1,203,179,170,144,139,141,135,138,133,133,132,133,130,129,126,98,70,56,All
Blondell Reynolds Brown,,,0,175,167,146,138,139,137,138,133,131,131,130,131,129,128,97,67,55,All
Jacquelyn Manns Smalley,,,,0,164,127,124,128,126,123,123,123,126,127,123,118,118,78,62,42,All
Mark Alan Aronchick,,,,,0,119,122,119,122,117,115,118,116,118,116,114,112,78,59,41,All
Vincent J Hughes,,,,,,0,133,134,129,133,124,130,128,127,124,127,122,63,45,39,All
Andrew P Toy,,,,,,,0,130,127,126,122,124,123,124,124,123,119,61,44,37,All
Joseph C Meade,,,,,,,,0,127,130,125,130,129,127,124,127,121,60,45,36,All
Stephen A Cozen,,,,,,,,,0,127,120,124,126,123,123,124,119,61,45,34,All
Jerome W Mondesire,,,,,,,,,,0,120,126,122,119,119,122,116,62,42,34,All
Michelle W Singer,,,,,,,,,,,0,121,120,121,120,118,119,56,43,39,All
Jerry T Jordan,,,,,,,,,,,,0,125,123,119,122,119,58,43,33,All
Raye E Johnson,,,,,,,,,,,,,0,125,121,122,119,56,45,32,All
Heather Steinmiller,,,,,,,,,,,,,,0,124,120,121,57,44,31,All
Eleanor M Dezzi,,,,,,,,,,,,,,,0,119,116,57,42,32,All
William S Leopold,,,,,,,,,,,,,,,,0,115,52,43,34,All
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,52,45,31,All
Rosita C Youngblood,,,,,,,,,,,,,,,,,,30,0,0,All
Charisma D Presley,,,,,,,,,,,,,,,,,,,38,0,All
Malik L Boyd,,,,,,,,,,,,,,,,,,,,12,All
Total,231,230,224,186,181,150,144,143,142,141,139,136,135,134,133,131,129,147,120,83,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,17
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Andrew P Toy,Joseph C Meade,Vincent J Hughes,Stephen A Cozen,Michelle W Singer,Eleanor M Dezzi,Jerome W Mondesire,William S Leopold,Jerry T Jordan,Heather Steinmiller,Nancy Astor Fox,Raye E Johnson,Charisma D Presley,Rosita C Youngblood,Malik L Boyd,17
Kenyatta J Johnson,0,112,111,99,94,76,79,78,78,75,73,74,74,73,71,72,71,46,43,34,17
Blondell Reynolds Brown,,0,109,95,90,78,79,80,78,75,75,76,73,72,70,73,72,47,42,33,17
Cindy Bass,,,0,97,91,78,80,78,76,75,74,76,74,73,73,72,72,46,42,33,17
Jacquelyn Manns Smalley,,,,0,89,69,71,71,70,68,70,67,66,68,70,68,68,41,37,23,17
Mark Alan Aronchick,,,,,0,68,67,67,69,63,66,64,64,65,65,63,64,38,36,24,17
Andrew P Toy,,,,,,0,74,74,73,68,71,71,71,68,67,67,68,30,33,19,17
Joseph C Meade,,,,,,,0,75,71,70,71,73,73,73,69,70,71,31,33,18,17
Vincent J Hughes,,,,,,,,0,74,69,71,72,72,72,69,69,71,30,32,20,17
Stephen A Cozen,,,,,,,,,0,67,71,71,70,69,67,68,69,30,33,18,17
Michelle W Singer,,,,,,,,,,0,68,66,66,66,67,70,66,30,29,19,17
Eleanor M Dezzi,,,,,,,,,,,0,68,69,67,70,69,68,29,32,16,17
Jerome W Mondesire,,,,,,,,,,,,0,69,70,64,65,67,29,33,15,17
William S Leopold,,,,,,,,,,,,,0,68,66,66,69,29,29,17,17
Jerry T Jordan,,,,,,,,,,,,,,0,67,68,69,29,30,15,17
Heather Steinmiller,,,,,,,,,,,,,,,0,68,67,29,30,14,17
Nancy Astor Fox,,,,,,,,,,,,,,,,0,67,31,27,15,17
Raye E Johnson,,,,,,,,,,,,,,,,,0,30,29,14,17
Charisma D Presley,,,,,,,,,,,,,,,,,,22,0,0,17
Rosita C Youngblood,,,,,,,,,,,,,,,,,,,14,0,17
Malik L Boyd,,,,,,,,,,,,,,,,,,,,5,17
Total,124,123,122,102,99,82,82,82,81,78,77,77,75,74,73,73,73,75,65,51,17
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,18
,Cindy Bass,Kenyatta J Johnson,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Andrew P Toy,Heather Steinmiller,Raye E Johnson,Jerome W Mondesire,Jerry T Jordan,Stephen A Cozen,Joseph C Meade,Michelle W Singer,Eleanor M Dezzi,Nancy Astor Fox,William S Leopold,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,18
Cindy Bass,1,76,75,69,64,54,51,50,49,49,49,47,48,46,46,44,45,40,22,16,18
Kenyatta J Johnson,,0,74,68,63,53,50,49,51,49,50,48,48,46,45,44,45,41,23,16,18
Blondell Reynolds Brown,,,0,68,63,53,50,50,49,49,48,47,48,46,46,44,45,42,19,15,18
Jacquelyn Manns Smalley,,,,0,63,49,47,49,49,48,47,48,48,46,45,42,44,35,20,13,18
Mark Alan Aronchick,,,,,0,44,44,44,43,43,43,43,43,42,41,40,41,33,19,12,18
Vincent J Hughes,,,,,,0,50,49,48,49,48,45,48,45,45,43,45,23,14,14,18
Andrew P Toy,,,,,,,0,48,46,45,46,44,46,44,44,43,43,23,13,13,18
Heather Steinmiller,,,,,,,,0,48,46,46,46,48,45,45,43,44,23,14,12,18
Raye E Johnson,,,,,,,,,0,46,46,47,47,44,44,42,43,23,14,12,18
Jerome W Mondesire,,,,,,,,,,0,46,45,46,44,42,41,44,21,12,14,18
Jerry T Jordan,,,,,,,,,,,0,45,46,44,43,41,44,22,13,13,18
Stephen A Cozen,,,,,,,,,,,,0,45,44,43,41,44,22,14,11,18
Joseph C Meade,,,,,,,,,,,,,0,44,44,41,44,21,13,12,18
Michelle W Singer,,,,,,,,,,,,,,0,42,40,42,22,12,12,18
Eleanor M Dezzi,,,,,,,,,,,,,,,0,38,41,22,12,10,18
Nancy Astor Fox,,,,,,,,,,,,,,,,0,39,20,13,11,18
William S Leopold,,,,,,,,,,,,,,,,,0,19,13,11,18
Rosita C Youngblood,,,,,,,,,,,,,,,,,,13,0,0,18
Charisma D Presley,,,,,,,,,,,,,,,,,,,15,0,18
Malik L Boyd,,,,,,,,,,,,,,,,,,,,5,18
Total,83,83,80,71,66,54,51,51,51,50,50,49,48,47,46,45,45,61,42,21,18
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,20
,Cindy Bass,Kenyatta J Johnson,Blondell Reynolds Brown,Mark Alan Aronchick,Jerome W Mondesire,Michelle W Singer,Vincent J Hughes,Jacquelyn Manns Smalley,Joseph C Meade,Jerry T Jordan,Stephen A Cozen,Andrew P Toy,Nancy Astor Fox,Raye E Johnson,William S Leopold,Eleanor M Dezzi,Heather Steinmiller,Rosita C Youngblood,Malik L Boyd,Charisma D Presley,20
Cindy Bass,0,21,19,15,13,12,12,13,13,11,12,10,10,11,10,10,10,16,7,2,20
Kenyatta J Johnson,,0,20,15,14,13,14,13,13,11,12,10,11,11,11,10,10,13,9,2,20
Blondell Reynolds Brown,,,0,14,13,12,13,12,12,11,12,10,11,10,11,10,10,13,7,1,20
