col_1,col_2,col_3,division
,Representative In The General Assembly 194th District - Republican,Representative In Congress 2nd District - Republican,All
,Linda M Wolfe Bateman,Robert Allen Mansfield Jr,All
Linda M Wolfe Bateman,0,3,All
Robert Allen Mansfield Jr,,0,All
Total,3,3,All
,Representative In The General Assembly 194th District - Republican,Representative In Congress 2nd District - Republican,19
,Linda M Wolfe Bateman,Robert Allen Mansfield Jr,19
Linda M Wolfe Bateman,0,3,19
Robert Allen Mansfield Jr,,0,19
Total,3,3,19
