col_1,col_2,col_3,col_4,col_5,division
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,All
,Eugene A Depasquale,Stephen Kinsey,Michael K Ellis,Karl K Gamble,All
Eugene A Depasquale,27,"1,020",842,169,All
Stephen Kinsey,,393,0,0,All
Michael K Ellis,,,469,0,All
Karl K Gamble,,,,92,All
Total,"2,058","1,413","1,311",261,All
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,1
,Eugene A Depasquale,Michael K Ellis,Stephen Kinsey,Karl K Gamble,1
Eugene A Depasquale,1,22,23,13,1
Michael K Ellis,,20,0,0,1
Stephen Kinsey,,,8,0,1
Karl K Gamble,,,,11,1
Total,59,42,31,24,1
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,2
,Eugene A Depasquale,Stephen Kinsey,Michael K Ellis,Karl K Gamble,2
Eugene A Depasquale,1,80,35,3,2
Stephen Kinsey,,33,0,0,2
Michael K Ellis,,,21,0,2
Karl K Gamble,,,,6,2
Total,119,113,56,9,2
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,3
,Eugene A Depasquale,Michael K Ellis,Stephen Kinsey,Karl K Gamble,3
Eugene A Depasquale,0,52,45,14,3
Michael K Ellis,,24,0,0,3
Stephen Kinsey,,,11,0,3
Karl K Gamble,,,,4,3
Total,111,76,56,18,3
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,4
,Eugene A Depasquale,Michael K Ellis,Stephen Kinsey,Karl K Gamble,4
Eugene A Depasquale,1,67,61,28,4
Michael K Ellis,,29,0,0,4
Stephen Kinsey,,,30,0,4
Karl K Gamble,,,,29,4
Total,157,96,91,57,4
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,5
,Eugene A Depasquale,Stephen Kinsey,Michael K Ellis,Karl K Gamble,5
Eugene A Depasquale,3,78,53,7,5
Stephen Kinsey,,25,0,0,5
Michael K Ellis,,,18,0,5
Karl K Gamble,,,,7,5
Total,141,103,71,14,5
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,6
,Eugene A Depasquale,Stephen Kinsey,Michael K Ellis,Karl K Gamble,6
Eugene A Depasquale,0,28,18,4,6
Stephen Kinsey,,15,0,0,6
Michael K Ellis,,,23,0,6
Karl K Gamble,,,,2,6
Total,50,43,41,6,6
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,7
,Eugene A Depasquale,Stephen Kinsey,Michael K Ellis,Karl K Gamble,7
Eugene A Depasquale,0,35,23,3,7
Stephen Kinsey,,15,0,0,7
Michael K Ellis,,,15,0,7
Karl K Gamble,,,,1,7
Total,61,50,38,4,7
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,8
,Eugene A Depasquale,Michael K Ellis,Stephen Kinsey,Karl K Gamble,8
Eugene A Depasquale,0,30,50,7,8
Michael K Ellis,,38,0,0,8
Stephen Kinsey,,,10,0,8
Karl K Gamble,,,,1,8
Total,87,68,60,8,8
,Representative In The General Assembly 201st District - Democrat,,,Auditor General - Democrat,9
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,Eugene A Depasquale,9
Michael K Ellis,37,0,0,32,9
Stephen Kinsey,,9,0,21,9
Karl K Gamble,,,2,8,9
Eugene A Depasquale,,,,0,9
Total,69,30,10,61,9
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,10
,Eugene A Depasquale,Stephen Kinsey,Michael K Ellis,Karl K Gamble,10
Eugene A Depasquale,1,83,64,7,10
Stephen Kinsey,,16,0,0,10
Michael K Ellis,,,32,0,10
Karl K Gamble,,,,3,10
Total,155,99,96,10,10
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,11
,Eugene A Depasquale,Stephen Kinsey,Michael K Ellis,Karl K Gamble,11
Eugene A Depasquale,4,33,34,9,11
Stephen Kinsey,,37,0,0,11
Michael K Ellis,,,22,0,11
Karl K Gamble,,,,0,11
Total,80,70,56,9,11
,Auditor General - Democrat,Representative In The General Assembly 201st District - Democrat,,,12
