col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,State Treasurer - Republican,Delegate To The Republican National Convention 13th District,,,,,,,,All
,Diana Irey Vaughan,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Robert C Barrilli,Michael Anthony Salvi,Edward T Boyd,Brandon Yates,Steven J Gilber,All
Diana Irey Vaughan,452,"3,779","2,852","2,360","1,577","1,498",756,521,526,All
William E Donnelly,,230,"2,107","2,098","1,074",858,450,209,165,All
Michael J Mcmonagle,,,235,"1,194",430,907,389,220,192,All
Thomas Jay Ellis,,,,59,831,378,181,120,141,All
Robert C Barrilli,,,,,188,328,228,193,159,All
Michael Anthony Salvi,,,,,,97,126,194,173,All
Edward T Boyd,,,,,,,48,178,203,All
Brandon Yates,,,,,,,,27,208,All
Steven J Gilber,,,,,,,,,22,All
Total,"6,186","4,482","3,456","2,749","2,051","1,805",994,726,687,All
