col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,All
,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Olivia E Brady,Caren Gansman Moskowitz,Patrick J Eiding,Leslie S Richards,Louis J Farinella,Vince Gillen,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,All
Catherine G Scott,1,139,134,92,91,92,91,90,87,112,37,34,All
Kelly Lynn Devine,,1,130,92,91,89,87,88,88,97,33,28,All
D Gregory Holt,,,0,86,85,87,88,87,84,88,28,30,All
Olivia E Brady,,,,0,94,91,89,88,89,70,12,17,All
Caren Gansman Moskowitz,,,,,0,89,87,87,89,69,11,15,All
Patrick J Eiding,,,,,,0,90,89,86,65,12,17,All
Leslie S Richards,,,,,,,0,89,87,64,12,17,All
Louis J Farinella,,,,,,,,0,87,65,12,15,All
Vince Gillen,,,,,,,,,0,65,10,15,All
Rosita C Youngblood,,,,,,,,,,38,0,0,All
Charisma D Presley,,,,,,,,,,,10,0,All
Malik L Boyd,,,,,,,,,,,,13,All
Total,185,160,147,100,96,95,94,93,91,168,57,56,All
