col_1,col_2,col_3,division
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 13th District - Democrat,All
,W Curtis Thomas,Allyson Y Schwartz,All
W Curtis Thomas,27,270,All
Allyson Y Schwartz,,5,All
Total,297,275,All
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 13th District - Democrat,13
,W Curtis Thomas,Allyson Y Schwartz,13
W Curtis Thomas,6,119,13
Allyson Y Schwartz,,1,13
Total,125,120,13
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 13th District - Democrat,17
,W Curtis Thomas,Allyson Y Schwartz,17
W Curtis Thomas,12,70,17
Allyson Y Schwartz,,0,17
Total,82,70,17
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 13th District - Democrat,20
,W Curtis Thomas,Allyson Y Schwartz,20
W Curtis Thomas,9,81,20
Allyson Y Schwartz,,4,20
Total,90,85,20
