col_1,col_2,col_3,division
,Representative In The General Assembly 172nd District - Republican,Attorney General - Republican,All
,Al Taubenberger,David J Freed,All
Al Taubenberger,33,148,All
David J Freed,,16,All
Total,181,164,All
,Representative In The General Assembly 172nd District - Republican,Attorney General - Republican,2
,Al Taubenberger,David J Freed,2
Al Taubenberger,9,26,2
David J Freed,,3,2
Total,35,29,2
,Attorney General - Republican,Representative In The General Assembly 172nd District - Republican,3
,David J Freed,Al Taubenberger,3
David J Freed,6,25,3
Al Taubenberger,,5,3
Total,31,30,3
,Representative In The General Assembly 172nd District - Republican,Attorney General - Republican,11
,Al Taubenberger,David J Freed,11
Al Taubenberger,9,34,11
David J Freed,,1,11
Total,43,35,11
,Representative In The General Assembly 172nd District - Republican,Attorney General - Republican,13
,Al Taubenberger,David J Freed,13
Al Taubenberger,8,52,13
David J Freed,,3,13
Total,60,55,13
,Attorney General - Republican,Representative In The General Assembly 172nd District - Republican,15
,David J Freed,Al Taubenberger,15
David J Freed,3,11,15
Al Taubenberger,,2,15
Total,14,13,15
