col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In The General Assembly 179th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,James W Clay Jr,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Stephen A Cozen,Andrew P Toy,Eleanor M Dezzi,Raye E Johnson,Heather Steinmiller,Nancy Astor Fox,Jerry T Jordan,Michelle W Singer,Joseph C Meade,Jerome W Mondesire,William S Leopold,All
James W Clay Jr,154,419,380,376,356,344,172,159,157,150,150,148,148,145,146,146,143,136,All
Kenyatta J Johnson,,9,382,383,363,358,174,164,165,155,156,153,143,152,145,150,149,142,All
Cindy Bass,,,5,366,353,353,164,159,158,152,148,150,140,146,141,149,144,142,All
Blondell Reynolds Brown,,,,2,352,346,169,160,161,149,148,149,136,151,141,154,150,141,All
Mark Alan Aronchick,,,,,2,340,148,152,148,138,135,137,126,136,130,145,139,132,All
Jacquelyn Manns Smalley,,,,,,0,154,154,153,145,138,147,136,139,137,144,138,134,All
Vincent J Hughes,,,,,,,0,160,160,153,149,148,138,150,139,149,143,142,All
Stephen A Cozen,,,,,,,,1,156,149,143,145,138,143,138,150,146,141,All
Andrew P Toy,,,,,,,,,0,149,144,145,134,143,135,144,142,140,All
Eleanor M Dezzi,,,,,,,,,,0,142,147,139,142,137,138,137,141,All
Raye E Johnson,,,,,,,,,,,0,141,131,140,131,135,131,135,All
Heather Steinmiller,,,,,,,,,,,,1,135,141,137,135,134,137,All
Nancy Astor Fox,,,,,,,,,,,,,2,127,142,125,122,124,All
Jerry T Jordan,,,,,,,,,,,,,,0,132,136,136,139,All
Michelle W Singer,,,,,,,,,,,,,,,0,131,125,126,All
Joseph C Meade,,,,,,,,,,,,,,,,0,139,131,All
Jerome W Mondesire,,,,,,,,,,,,,,,,,0,129,All
William S Leopold,,,,,,,,,,,,,,,,,,1,All
Total,634,461,414,407,386,368,188,177,175,164,162,161,159,158,158,157,155,149,All
