col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,State Treasurer - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Robert M Mccord,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Andrew P Toy,Michelle W Singer,Stephen A Cozen,Eleanor M Dezzi,Jerome W Mondesire,Heather Steinmiller,Nancy Astor Fox,Jerry T Jordan,Joseph C Meade,Raye E Johnson,William S Leopold,All
Robert M Mccord,493,"1,828","1,696","1,666","1,576","1,538","1,271","1,243","1,198","1,178","1,184","1,158","1,171","1,165","1,144","1,142","1,143","1,098",All
Kenyatta J Johnson,,50,"1,840","1,786","1,718","1,674","1,349","1,300","1,243","1,255","1,240","1,245","1,242","1,229","1,212","1,219","1,225","1,175",All
Blondell Reynolds Brown,,,23,"1,738","1,679","1,658","1,351","1,300","1,231","1,240","1,230","1,246","1,228","1,213","1,208","1,221","1,209","1,174",All
Cindy Bass,,,,5,"1,699","1,647","1,303","1,283","1,241","1,235","1,238","1,220","1,233","1,227","1,194","1,207","1,206","1,170",All
Jacquelyn Manns Smalley,,,,,3,"1,608","1,247","1,231","1,214","1,211","1,229","1,192","1,225","1,205","1,174","1,192","1,201","1,152",All
Mark Alan Aronchick,,,,,,0,"1,232","1,232","1,155","1,214","1,184","1,181","1,169","1,149","1,156","1,184","1,167","1,148",All
Vincent J Hughes,,,,,,,5,"1,293","1,210","1,247","1,207","1,245","1,198","1,186","1,208","1,228","1,192","1,180",All
Andrew P Toy,,,,,,,,10,"1,205","1,250","1,219","1,228","1,201","1,191","1,187","1,222","1,190","1,170",All
Michelle W Singer,,,,,,,,,0,"1,170","1,218","1,149","1,214","1,231","1,158","1,154","1,180","1,153",All
Stephen A Cozen,,,,,,,,,,2,"1,189","1,203","1,177","1,166","1,168","1,208","1,185","1,156",All
Eleanor M Dezzi,,,,,,,,,,,0,"1,174","1,242","1,208","1,173","1,177","1,208","1,177",All
Jerome W Mondesire,,,,,,,,,,,,1,"1,155","1,147","1,163","1,200","1,165","1,145",All
Heather Steinmiller,,,,,,,,,,,,,0,"1,206","1,167","1,172","1,197","1,167",All
Nancy Astor Fox,,,,,,,,,,,,,,1,"1,147","1,154","1,181","1,140",All
Jerry T Jordan,,,,,,,,,,,,,,,1,"1,165","1,172","1,163",All
Joseph C Meade,,,,,,,,,,,,,,,,0,"1,174","1,162",All
Raye E Johnson,,,,,,,,,,,,,,,,,0,"1,170",All
William S Leopold,,,,,,,,,,,,,,,,,,0,All
Total,"2,611","2,176","2,009","1,910","1,798","1,766","1,469","1,425","1,333","1,324","1,313","1,306","1,304","1,302","1,278","1,272","1,269","1,217",All
,State Treasurer - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,1
,Robert M Mccord,Blondell Reynolds Brown,Cindy Bass,Kenyatta J Johnson,Jacquelyn Manns Smalley,Mark Alan Aronchick,Eleanor M Dezzi,Andrew P Toy,Vincent J Hughes,Michelle W Singer,Stephen A Cozen,Heather Steinmiller,Jerome W Mondesire,Nancy Astor Fox,Joseph C Meade,Jerry T Jordan,William S Leopold,Raye E Johnson,1
Robert M Mccord,12,107,108,105,100,100,89,86,84,85,84,83,81,80,79,78,76,76,1
Blondell Reynolds Brown,,0,109,107,107,107,87,87,88,87,87,87,85,83,83,79,80,81,1
Cindy Bass,,,1,106,108,105,89,89,90,89,88,89,84,86,84,81,83,82,1
Kenyatta J Johnson,,,,0,104,102,83,84,84,81,85,83,84,80,80,76,77,79,1
Jacquelyn Manns Smalley,,,,,0,103,86,86,85,88,87,88,83,83,83,78,81,83,1
Mark Alan Aronchick,,,,,,0,86,85,83,85,84,83,81,80,80,79,80,78,1
Eleanor M Dezzi,,,,,,,0,86,83,89,84,88,82,83,81,80,82,82,1
Andrew P Toy,,,,,,,,0,87,87,86,86,82,82,84,83,82,81,1
Vincent J Hughes,,,,,,,,,0,85,86,85,84,81,82,81,80,79,1
Michelle W Singer,,,,,,,,,,0,86,89,80,85,82,80,83,81,1
Stephen A Cozen,,,,,,,,,,,0,87,83,85,84,79,82,82,1
Heather Steinmiller,,,,,,,,,,,,0,82,85,82,80,84,83,1
Jerome W Mondesire,,,,,,,,,,,,,0,79,80,78,76,80,1
Nancy Astor Fox,,,,,,,,,,,,,,0,81,77,80,79,1
Joseph C Meade,,,,,,,,,,,,,,,0,78,79,80,1
Jerry T Jordan,,,,,,,,,,,,,,,,0,79,77,1
William S Leopold,,,,,,,,,,,,,,,,,0,79,1
Raye E Johnson,,,,,,,,,,,,,,,,,,0,1
Total,140,121,120,116,112,112,97,94,94,93,93,92,88,88,86,85,84,83,1
,State Treasurer - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,2
,Robert M Mccord,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Andrew P Toy,Stephen A Cozen,Jerome W Mondesire,Nancy Astor Fox,Eleanor M Dezzi,Heather Steinmiller,Jerry T Jordan,Joseph C Meade,Michelle W Singer,Raye E Johnson,William S Leopold,2
Robert M Mccord,13,78,72,69,69,68,61,59,59,55,56,55,55,54,55,54,54,51,2
Kenyatta J Johnson,,1,77,74,73,72,62,59,58,57,57,55,56,55,55,56,56,53,2
Blondell Reynolds Brown,,,1,75,75,73,63,58,58,59,58,57,57,56,56,56,56,54,2
Cindy Bass,,,,0,73,71,62,58,58,59,58,57,57,56,56,56,56,54,2
Jacquelyn Manns Smalley,,,,,0,71,61,57,58,59,59,58,58,57,57,57,57,55,2
Mark Alan Aronchick,,,,,,0,60,58,60,57,56,56,56,55,57,54,56,54,2
Vincent J Hughes,,,,,,,1,57,59,59,59,59,58,57,57,57,57,55,2
Andrew P Toy,,,,,,,,0,58,58,55,56,57,56,57,55,55,54,2
Stephen A Cozen,,,,,,,,,0,56,55,56,55,55,56,54,56,54,2
Jerome W Mondesire,,,,,,,,,,0,57,57,57,57,57,56,56,55,2
Nancy Astor Fox,,,,,,,,,,,0,57,57,56,55,57,57,54,2
Eleanor M Dezzi,,,,,,,,,,,,0,58,56,56,56,56,55,2
Heather Steinmiller,,,,,,,,,,,,,0,56,56,57,56,55,2
Jerry T Jordan,,,,,,,,,,,,,,0,55,56,56,55,2
Joseph C Meade,,,,,,,,,,,,,,,0,54,55,54,2
Michelle W Singer,,,,,,,,,,,,,,,,0,55,54,2
Raye E Johnson,,,,,,,,,,,,,,,,,0,55,2
William S Leopold,,,,,,,,,,,,,,,,,,0,2
Total,101,89,85,80,78,76,68,65,63,60,60,59,59,59,58,58,58,55,2
,State Treasurer - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,3
,Robert M Mccord,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Andrew P Toy,Vincent J Hughes,Nancy Astor Fox,Jerry T Jordan,Eleanor M Dezzi,Jerome W Mondesire,Raye E Johnson,Stephen A Cozen,Joseph C Meade,Michelle W Singer,Heather Steinmiller,William S Leopold,3
Robert M Mccord,23,65,61,65,63,56,47,46,51,50,49,44,48,45,44,47,45,44,3
Kenyatta J Johnson,,3,78,76,71,67,59,58,57,54,56,54,55,54,53,53,54,53,3
Blondell Reynolds Brown,,,1,72,70,68,59,58,54,54,53,53,54,54,55,53,52,53,3
Cindy Bass,,,,0,70,65,55,55,54,52,51,51,50,53,49,50,50,50,3
Jacquelyn Manns Smalley,,,,,1,65,51,51,55,53,52,50,52,51,51,51,51,51,3
Mark Alan Aronchick,,,,,,0,52,50,52,50,49,50,51,52,49,49,48,49,3
Andrew P Toy,,,,,,,1,58,55,54,53,55,54,57,55,53,52,53,3
Vincent J Hughes,,,,,,,,0,53,54,53,55,53,55,54,51,51,52,3
Nancy Astor Fox,,,,,,,,,1,57,56,53,56,55,52,56,55,53,3
Jerry T Jordan,,,,,,,,,,0,53,51,55,54,52,53,53,53,3
Eleanor M Dezzi,,,,,,,,,,,0,53,55,50,50,53,53,51,3
Jerome W Mondesire,,,,,,,,,,,,0,52,54,52,50,49,51,3
Raye E Johnson,,,,,,,,,,,,,0,52,52,53,53,52,3
Stephen A Cozen,,,,,,,,,,,,,,0,53,51,50,51,3
Joseph C Meade,,,,,,,,,,,,,,,0,51,51,52,3
Michelle W Singer,,,,,,,,,,,,,,,,0,53,52,3
Heather Steinmiller,,,,,,,,,,,,,,,,,0,51,3
William S Leopold,,,,,,,,,,,,,,,,,,0,3
Total,107,92,86,83,78,71,65,65,63,61,59,58,58,58,57,57,56,56,3
,State Treasurer - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,4
,Robert M Mccord,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Michelle W Singer,Raye E Johnson,Andrew P Toy,Jerry T Jordan,Nancy Astor Fox,Eleanor M Dezzi,Heather Steinmiller,Jerome W Mondesire,Stephen A Cozen,William S Leopold,Joseph C Meade,4
Robert M Mccord,13,59,53,52,49,47,31,28,29,28,27,27,26,26,26,26,25,24,4
Kenyatta J Johnson,,0,57,52,52,52,32,29,31,30,29,28,29,29,29,29,27,27,4
Blondell Reynolds Brown,,,1,52,51,53,30,28,29,28,28,28,27,28,27,28,26,27,4
Cindy Bass,,,,0,51,49,29,28,28,28,27,27,26,26,27,27,26,25,4
Jacquelyn Manns Smalley,,,,,0,48,28,29,28,29,29,27,28,28,27,28,27,26,4
Mark Alan Aronchick,,,,,,0,28,27,29,27,26,26,26,27,27,27,26,26,4
Vincent J Hughes,,,,,,,0,29,30,30,29,27,28,28,26,28,28,27,4
Michelle W Singer,,,,,,,,0,29,29,28,28,26,26,27,27,27,25,4
Raye E Johnson,,,,,,,,,0,29,27,28,27,28,28,28,27,26,4
Andrew P Toy,,,,,,,,,,0,28,26,28,27,27,29,28,26,4
Jerry T Jordan,,,,,,,,,,,0,26,27,27,26,27,26,26,4
Nancy Astor Fox,,,,,,,,,,,,0,25,25,26,26,24,25,4
Eleanor M Dezzi,,,,,,,,,,,,,0,28,26,28,26,26,4
Heather Steinmiller,,,,,,,,,,,,,,0,26,27,26,26,4
Jerome W Mondesire,,,,,,,,,,,,,,,0,27,25,25,4
Stephen A Cozen,,,,,,,,,,,,,,,,0,26,26,4
William S Leopold,,,,,,,,,,,,,,,,,0,26,4
Joseph C Meade,,,,,,,,,,,,,,,,,,0,4
Total,79,68,64,57,55,55,36,32,32,31,31,30,29,29,29,29,28,27,4
,State Treasurer - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,5
,Robert M Mccord,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Jerry T Jordan,Stephen A Cozen,Joseph C Meade,Jerome W Mondesire,Michelle W Singer,Heather Steinmiller,Eleanor M Dezzi,William S Leopold,Nancy Astor Fox,Raye E Johnson,5
Robert M Mccord,27,74,62,58,54,52,37,35,35,37,34,33,34,32,30,30,29,25,5
Kenyatta J Johnson,,6,72,65,63,62,40,35,34,38,37,34,34,33,33,31,29,25,5
Blondell Reynolds Brown,,,2,62,57,59,38,34,34,36,35,35,33,33,33,30,29,23,5
Cindy Bass,,,,0,59,56,35,34,32,35,35,33,33,32,31,30,28,24,5
Mark Alan Aronchick,,,,,0,54,29,31,30,31,30,28,27,28,26,24,24,21,5
