col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Robert M Mccord,Ted Kirsch,Mindy M Posoff,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,All
Robert M Mccord,550,15,14,13,12,12,9,9,9,9,9,All
Ted Kirsch,,0,14,14,13,13,9,10,10,10,10,All
Mindy M Posoff,,,0,14,13,13,9,10,10,10,10,All
Anthony Hardy Williams,,,,0,13,13,9,10,10,10,10,All
Elizabeth A Washo,,,,,0,13,9,9,9,9,9,All
Ryan N Boyer,,,,,,0,9,9,9,9,9,All
Christine M Tartaglione,,,,,,,0,9,9,9,9,All
Deborah E Landau,,,,,,,,0,10,10,10,All
Kathryn Sylvia Huggins,,,,,,,,,0,10,10,All
Sekela Coles,,,,,,,,,,0,10,All
Thaddeus Kirkland,,,,,,,,,,,0,All
Total,567,16,15,14,13,13,10,10,10,10,10,All
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,1
,Robert M Mccord,Ted Kirsch,Mindy M Posoff,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,1
Robert M Mccord,14,15,14,13,12,12,9,9,9,9,9,1
Ted Kirsch,,0,14,14,13,13,9,10,10,10,10,1
Mindy M Posoff,,,0,14,13,13,9,10,10,10,10,1
Anthony Hardy Williams,,,,0,13,13,9,10,10,10,10,1
Elizabeth A Washo,,,,,0,13,9,9,9,9,9,1
Ryan N Boyer,,,,,,0,9,9,9,9,9,1
Christine M Tartaglione,,,,,,,0,9,9,9,9,1
Deborah E Landau,,,,,,,,0,10,10,10,1
Kathryn Sylvia Huggins,,,,,,,,,0,10,10,1
Sekela Coles,,,,,,,,,,0,10,1
Thaddeus Kirkland,,,,,,,,,,,0,1
Total,31,16,15,14,13,13,10,10,10,10,10,1
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Robert M Mccord,Anthony Hardy Williams,Christine M Tartaglione,Deborah E Landau,Elizabeth A Washo,Kathryn Sylvia Huggins,Mindy M Posoff,Ryan N Boyer,Sekela Coles,Ted Kirsch,Thaddeus Kirkland,2
Robert M Mccord,54,0,0,0,0,0,0,0,0,0,0,2
Anthony Hardy Williams,,0,0,0,0,0,0,0,0,0,0,2
Christine M Tartaglione,,,0,0,0,0,0,0,0,0,0,2
