col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 172nd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Kevin J Boyle,Daniel Collins,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Louis J Farinella,Caren Gansman Moskowitz,Olivia E Brady,Patrick J Eiding,Vince Gillen,All
Kevin J Boyle,13,0,10,8,7,7,8,6,6,6,5,All
Daniel Collins,,15,9,5,5,4,3,4,4,4,3,All
Catherine G Scott,,,0,9,10,11,11,10,10,10,8,All
D Gregory Holt,,,,0,9,8,8,9,8,9,8,All
Kelly Lynn Devine,,,,,0,9,9,9,9,9,8,All
Leslie S Richards,,,,,,0,10,9,10,8,8,All
Louis J Farinella,,,,,,,0,9,9,9,8,All
Caren Gansman Moskowitz,,,,,,,,0,8,9,8,All
Olivia E Brady,,,,,,,,,0,8,8,All
Patrick J Eiding,,,,,,,,,,0,8,All
Vince Gillen,,,,,,,,,,,0,All
Total,27,26,19,13,12,11,11,10,10,10,8,All
,Representative In The General Assembly 172nd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,32
,Kevin J Boyle,Daniel Collins,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Louis J Farinella,Caren Gansman Moskowitz,Olivia E Brady,Patrick J Eiding,Vince Gillen,32
Kevin J Boyle,13,0,10,8,7,7,8,6,6,6,5,32
Daniel Collins,,15,9,5,5,4,3,4,4,4,3,32
Catherine G Scott,,,0,9,10,11,11,10,10,10,8,32
D Gregory Holt,,,,0,9,8,8,9,8,9,8,32
Kelly Lynn Devine,,,,,0,9,9,9,9,9,8,32
Leslie S Richards,,,,,,0,10,9,10,8,8,32
Louis J Farinella,,,,,,,0,9,9,9,8,32
Caren Gansman Moskowitz,,,,,,,,0,8,9,8,32
Olivia E Brady,,,,,,,,,0,8,8,32
Patrick J Eiding,,,,,,,,,,0,8,32
Vince Gillen,,,,,,,,,,,0,32
Total,27,26,19,13,12,11,11,10,10,10,8,32
