col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Olivia E Brady,Vince Gillen,Louis J Farinella,Leslie S Richards,Patrick J Eiding,Caren Gansman Moskowitz,All
Catherine G Scott,101,723,711,436,434,428,438,427,418,All
Kelly Lynn Devine,,41,698,427,423,424,429,415,415,All
D Gregory Holt,,,45,410,419,418,416,410,408,All
Olivia E Brady,,,,6,417,415,419,411,411,All
Vince Gillen,,,,,1,420,418,413,410,All
Louis J Farinella,,,,,,6,417,415,407,All
Leslie S Richards,,,,,,,2,409,408,All
Patrick J Eiding,,,,,,,,5,408,All
Caren Gansman Moskowitz,,,,,,,,,1,All
Total,871,779,768,455,450,448,447,441,429,All
,Delegate To The Democratic National Convention 13th District,,,,,,,,,1
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Olivia E Brady,Patrick J Eiding,Caren Gansman Moskowitz,Louis J Farinella,Vince Gillen,1
Catherine G Scott,1,16,17,7,7,6,6,6,6,1
D Gregory Holt,,1,17,7,7,7,7,7,7,1
Kelly Lynn Devine,,,0,8,8,7,7,7,7,1
Leslie S Richards,,,,0,8,7,7,7,7,1
Olivia E Brady,,,,,0,7,7,7,7,1
Patrick J Eiding,,,,,,1,7,7,7,1
Caren Gansman Moskowitz,,,,,,,0,7,7,1
Louis J Farinella,,,,,,,,0,7,1
Vince Gillen,,,,,,,,,0,1
Total,18,18,18,8,8,8,7,7,7,1
,Delegate To The Democratic National Convention 13th District,,,,,,,,,2
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Olivia E Brady,Patrick J Eiding,Vince Gillen,Caren Gansman Moskowitz,Louis J Farinella,2
Catherine G Scott,7,19,18,8,7,8,8,7,7,2
D Gregory Holt,,2,18,8,7,8,8,7,7,2
Kelly Lynn Devine,,,0,8,7,8,8,7,7,2
Leslie S Richards,,,,0,7,8,8,7,7,2
Olivia E Brady,,,,,1,7,7,7,7,2
Patrick J Eiding,,,,,,0,8,7,7,2
Vince Gillen,,,,,,,0,7,7,2
Caren Gansman Moskowitz,,,,,,,,0,7,2
Louis J Farinella,,,,,,,,,0,2
Total,26,21,18,8,8,8,8,7,7,2
,Delegate To The Democratic National Convention 13th District,,,,,,,,,3
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Caren Gansman Moskowitz,Vince Gillen,Leslie S Richards,Louis J Farinella,Olivia E Brady,Patrick J Eiding,3
Catherine G Scott,1,13,12,9,9,8,8,8,8,3
D Gregory Holt,,1,12,9,9,8,8,8,8,3
Kelly Lynn Devine,,,1,8,8,8,8,8,8,3
Caren Gansman Moskowitz,,,,0,9,8,8,8,8,3
Vince Gillen,,,,,0,8,8,8,8,3
Leslie S Richards,,,,,,0,8,8,8,3
Louis J Farinella,,,,,,,0,8,8,3
Olivia E Brady,,,,,,,,0,8,3
Patrick J Eiding,,,,,,,,,0,3
Total,14,14,13,9,9,8,8,8,8,3
,Delegate To The Democratic National Convention 13th District,,,,,,,,,4
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Louis J Farinella,Olivia E Brady,Vince Gillen,Leslie S Richards,Caren Gansman Moskowitz,Patrick J Eiding,4
Catherine G Scott,2,32,33,18,19,19,17,15,16,4
D Gregory Holt,,2,32,16,13,14,15,14,12,4
Kelly Lynn Devine,,,1,16,16,17,16,15,12,4
Louis J Farinella,,,,0,15,16,15,14,16,4
Olivia E Brady,,,,,0,18,15,15,14,4
Vince Gillen,,,,,,0,16,14,14,4
Leslie S Richards,,,,,,,1,13,13,4
Caren Gansman Moskowitz,,,,,,,,0,13,4
Patrick J Eiding,,,,,,,,,0,4
Total,43,36,36,20,20,20,19,16,16,4
,Delegate To The Democratic National Convention 13th District,,,,,,,,,5
,D Gregory Holt,Catherine G Scott,Kelly Lynn Devine,Vince Gillen,Olivia E Brady,Caren Gansman Moskowitz,Patrick J Eiding,Leslie S Richards,Louis J Farinella,5
D Gregory Holt,4,16,15,12,10,11,10,10,9,5
Catherine G Scott,,0,16,12,12,10,11,10,10,5
Kelly Lynn Devine,,,0,10,11,10,10,10,9,5
Vince Gillen,,,,0,11,11,10,10,9,5
Olivia E Brady,,,,,0,10,10,10,9,5
Caren Gansman Moskowitz,,,,,,0,10,10,9,5
Patrick J Eiding,,,,,,,0,10,10,5
Leslie S Richards,,,,,,,,0,9,5
Louis J Farinella,,,,,,,,,0,5
Total,21,19,16,13,12,11,11,10,10,5
,Delegate To The Democratic National Convention 13th District,,,,,,,,,6
,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Olivia E Brady,Leslie S Richards,Caren Gansman Moskowitz,Louis J Farinella,Patrick J Eiding,Vince Gillen,6
Catherine G Scott,6,38,37,21,21,19,19,19,19,6
Kelly Lynn Devine,,2,36,20,20,19,19,19,19,6
D Gregory Holt,,,2,19,19,19,19,19,19,6
Olivia E Brady,,,,1,20,19,19,19,19,6
Leslie S Richards,,,,,0,19,19,19,19,6
Caren Gansman Moskowitz,,,,,,0,19,19,19,6
Louis J Farinella,,,,,,,0,19,19,6
Patrick J Eiding,,,,,,,,0,19,6
Vince Gillen,,,,,,,,,0,6
Total,46,40,39,22,21,19,19,19,19,6
,Delegate To The Democratic National Convention 13th District,,,,,,,,,7
,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Leslie S Richards,Vince Gillen,Louis J Farinella,Olivia E Brady,Patrick J Eiding,Caren Gansman Moskowitz,7
Catherine G Scott,7,32,32,20,19,17,19,19,17,7
Kelly Lynn Devine,,3,31,19,18,18,18,18,18,7
D Gregory Holt,,,0,18,18,17,18,18,17,7
Leslie S Richards,,,,0,19,18,18,19,17,7
Vince Gillen,,,,,0,18,19,18,17,7
Louis J Farinella,,,,,,0,17,17,17,7
Olivia E Brady,,,,,,,0,18,17,7
Patrick J Eiding,,,,,,,,0,17,7
Caren Gansman Moskowitz,,,,,,,,,0,7
Total,42,36,32,21,20,19,19,19,18,7
,Delegate To The Democratic National Convention 13th District,,,,,,,,,8
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Olivia E Brady,Leslie S Richards,Louis J Farinella,Vince Gillen,Patrick J Eiding,Caren Gansman Moskowitz,8
Catherine G Scott,5,28,29,19,18,17,18,16,16,8
D Gregory Holt,,1,27,15,16,15,16,15,13,8
Kelly Lynn Devine,,,0,17,18,15,17,15,15,8
Olivia E Brady,,,,0,17,16,17,15,16,8
Leslie S Richards,,,,,0,15,17,15,15,8
Louis J Farinella,,,,,,1,16,14,14,8
Vince Gillen,,,,,,,0,15,15,8
Patrick J Eiding,,,,,,,,1,13,8
Caren Gansman Moskowitz,,,,,,,,,0,8
Total,38,29,29,19,18,18,18,17,16,8
,Delegate To The Democratic National Convention 13th District,,,,,,,,,9
,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Olivia E Brady,Caren Gansman Moskowitz,Leslie S Richards,Vince Gillen,Louis J Farinella,Patrick J Eiding,9
Catherine G Scott,8,42,41,35,34,33,34,33,33,9
Kelly Lynn Devine,,0,40,35,33,34,33,33,33,9
D Gregory Holt,,,1,33,34,33,34,33,33,9
Olivia E Brady,,,,0,33,34,33,33,33,9
Caren Gansman Moskowitz,,,,,0,33,34,33,33,9
Leslie S Richards,,,,,,0,33,33,33,9
Vince Gillen,,,,,,,0,33,33,9
Louis J Farinella,,,,,,,,0,33,9
Patrick J Eiding,,,,,,,,,0,9
Total,52,43,42,36,34,34,34,33,33,9
,Delegate To The Democratic National Convention 13th District,,,,,,,,,10
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Louis J Farinella,Olivia E Brady,Patrick J Eiding,Vince Gillen,Leslie S Richards,Caren Gansman Moskowitz,10
Catherine G Scott,7,63,63,42,41,41,41,41,40,10
D Gregory Holt,,4,64,41,41,40,41,41,40,10
Kelly Lynn Devine,,,1,42,41,41,41,40,40,10
Louis J Farinella,,,,0,41,41,41,41,39,10
Olivia E Brady,,,,,0,40,40,40,40,10
Patrick J Eiding,,,,,,0,40,39,40,10
Vince Gillen,,,,,,,0,40,39,10
Leslie S Richards,,,,,,,,0,39,10
Caren Gansman Moskowitz,,,,,,,,,0,10
Total,72,69,68,44,42,42,42,41,40,10
,Delegate To The Democratic National Convention 13th District,,,,,,,,,11
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Olivia E Brady,Caren Gansman Moskowitz,Louis J Farinella,Patrick J Eiding,Vince Gillen,11
Catherine G Scott,3,24,25,18,18,17,17,17,17,11
D Gregory Holt,,2,24,17,17,16,17,17,17,11
Kelly Lynn Devine,,,1,18,18,17,17,17,17,11
Leslie S Richards,,,,0,18,17,17,17,17,11
Olivia E Brady,,,,,0,17,17,17,17,11
Caren Gansman Moskowitz,,,,,,0,16,16,16,11
Louis J Farinella,,,,,,,0,17,17,11
Patrick J Eiding,,,,,,,,0,17,11
Vince Gillen,,,,,,,,,0,11
Total,28,26,26,18,18,17,17,17,17,11
,Delegate To The Democratic National Convention 13th District,,,,,,,,,12
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Louis J Farinella,Olivia E Brady,Patrick J Eiding,Vince Gillen,Caren Gansman Moskowitz,Leslie S Richards,12
Catherine G Scott,4,25,25,17,15,16,15,15,15,12
D Gregory Holt,,2,24,15,13,15,14,14,14,12
Kelly Lynn Devine,,,0,17,15,16,16,15,15,12
Louis J Farinella,,,,0,16,16,16,15,15,12
Olivia E Brady,,,,,1,14,15,14,14,12
Patrick J Eiding,,,,,,0,15,15,15,12
Vince Gillen,,,,,,,0,15,15,12
Caren Gansman Moskowitz,,,,,,,,0,15,12
Leslie S Richards,,,,,,,,,0,12
