col_1,col_2,col_3,col_4,division
,Representative In Congress 2nd District - Republican,Auditor General - Republican,,All
,Robert Allen Mansfield Jr,John Maher,Frank A Pinto,All
Robert Allen Mansfield Jr,5,32,24,All
John Maher,,13,0,All
Frank A Pinto,,,1,All
Total,61,45,25,All
,Auditor General - Republican,,Representative In Congress 2nd District - Republican,1
,John Maher,Frank A Pinto,Robert Allen Mansfield Jr,1
John Maher,1,0,5,1
Frank A Pinto,,0,1,1
Robert Allen Mansfield Jr,,,0,1
Total,6,1,6,1
,Auditor General - Republican,,Representative In Congress 2nd District - Republican,2
,John Maher,Frank A Pinto,Robert Allen Mansfield Jr,2
John Maher,0,0,1,2
Frank A Pinto,,0,0,2
Robert Allen Mansfield Jr,,,0,2
Total,1,0,1,2
,Auditor General - Republican,,Representative In Congress 2nd District - Republican,3
,John Maher,Frank A Pinto,Robert Allen Mansfield Jr,3
John Maher,1,0,0,3
Frank A Pinto,,0,0,3
Robert Allen Mansfield Jr,,,0,3
Total,1,0,0,3
,Representative In Congress 2nd District - Republican,Auditor General - Republican,,5
,Robert Allen Mansfield Jr,Frank A Pinto,John Maher,5
Robert Allen Mansfield Jr,1,0,0,5
Frank A Pinto,,0,0,5
John Maher,,,0,5
Total,1,0,0,5
,Representative In Congress 2nd District - Republican,Auditor General - Republican,,7
,Robert Allen Mansfield Jr,Frank A Pinto,John Maher,7
Robert Allen Mansfield Jr,1,0,0,7
Frank A Pinto,,0,0,7
John Maher,,,0,7
Total,1,0,0,7
,Representative In Congress 2nd District - Republican,Auditor General - Republican,,8
,Robert Allen Mansfield Jr,Frank A Pinto,John Maher,8
Robert Allen Mansfield Jr,0,3,1,8
Frank A Pinto,,0,0,8
John Maher,,,1,8
Total,4,3,2,8
,Auditor General - Republican,,Representative In Congress 2nd District - Republican,9
,John Maher,Frank A Pinto,Robert Allen Mansfield Jr,9
John Maher,0,0,1,9
Frank A Pinto,,0,0,9
Robert Allen Mansfield Jr,,,0,9
Total,1,0,1,9
,Auditor General - Republican,,Representative In Congress 2nd District - Republican,11
,John Maher,Frank A Pinto,Robert Allen Mansfield Jr,11
John Maher,0,0,2,11
Frank A Pinto,,0,0,11
Robert Allen Mansfield Jr,,,0,11
Total,2,0,2,11
,Auditor General - Republican,,Representative In Congress 2nd District - Republican,13
,John Maher,Frank A Pinto,Robert Allen Mansfield Jr,13
John Maher,1,0,2,13
Frank A Pinto,,0,1,13
Robert Allen Mansfield Jr,,,0,13
Total,3,1,3,13
,Auditor General - Republican,,Representative In Congress 2nd District - Republican,14
,John Maher,Frank A Pinto,Robert Allen Mansfield Jr,14
John Maher,0,0,1,14
Frank A Pinto,,0,0,14
Robert Allen Mansfield Jr,,,0,14
Total,1,0,1,14
,Auditor General - Republican,,Representative In Congress 2nd District - Republican,16
,John Maher,Frank A Pinto,Robert Allen Mansfield Jr,16
John Maher,4,0,4,16
Frank A Pinto,,0,3,16
Robert Allen Mansfield Jr,,,0,16
Total,8,3,7,16
,Representative In Congress 2nd District - Republican,Auditor General - Republican,,17
,Robert Allen Mansfield Jr,John Maher,Frank A Pinto,17
Robert Allen Mansfield Jr,0,3,4,17
John Maher,,2,0,17
Frank A Pinto,,,0,17
Total,7,5,4,17
,Representative In Congress 2nd District - Republican,Auditor General - Republican,,18
,Robert Allen Mansfield Jr,John Maher,Frank A Pinto,18
Robert Allen Mansfield Jr,0,4,4,18
John Maher,,1,0,18
Frank A Pinto,,,0,18
Total,8,5,4,18
,Representative In Congress 2nd District - Republican,Auditor General - Republican,,19
,Robert Allen Mansfield Jr,John Maher,Frank A Pinto,19
Robert Allen Mansfield Jr,0,7,4,19
John Maher,,1,0,19
Frank A Pinto,,,1,19
Total,11,8,5,19
,Representative In Congress 2nd District - Republican,Auditor General - Republican,,23
,Robert Allen Mansfield Jr,Frank A Pinto,John Maher,23
Robert Allen Mansfield Jr,3,4,1,23
Frank A Pinto,,0,0,23
John Maher,,,1,23
Total,8,4,2,23
