col_1,col_2,col_3,division
,President Of The United States - Democrat,Representative In Congress 13th District - Democrat,All
,Barack Obama,Allyson Y Schwartz,All
Barack Obama,"2,390","15,199",All
Allyson Y Schwartz,,"2,096",All
Total,"17,589","17,295",All
