col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,All
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,All
Dwight Evans,"1,284",0,"3,451",All
Lamont W Thomas,,194,564,All
Eugene A Depasquale,,,38,All
Total,"4,735",758,"4,053",All
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,1
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,1
Dwight Evans,46,0,105,1
Lamont W Thomas,,4,13,1
Eugene A Depasquale,,,2,1
Total,151,17,120,1
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,2
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,2
Dwight Evans,46,0,159,2
Lamont W Thomas,,8,28,2
Eugene A Depasquale,,,2,2
Total,205,36,189,2
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,3
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,3
Dwight Evans,64,0,115,3
Lamont W Thomas,,9,25,3
Eugene A Depasquale,,,3,3
Total,179,34,143,3
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,4
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,4
Dwight Evans,40,0,122,4
Lamont W Thomas,,9,10,4
Eugene A Depasquale,,,2,4
Total,162,19,134,4
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,5
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,5
Dwight Evans,46,0,111,5
Lamont W Thomas,,6,18,5
Eugene A Depasquale,,,1,5
Total,157,24,130,5
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,6
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,6
Dwight Evans,37,0,133,6
Lamont W Thomas,,8,28,6
Eugene A Depasquale,,,1,6
Total,170,36,162,6
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,7
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,7
Dwight Evans,43,0,100,7
Lamont W Thomas,,7,26,7
Eugene A Depasquale,,,1,7
Total,143,33,127,7
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,8
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,8
Dwight Evans,34,0,106,8
Lamont W Thomas,,5,19,8
Eugene A Depasquale,,,0,8
Total,140,24,125,8
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,9
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,9
Dwight Evans,50,0,135,9
Lamont W Thomas,,9,23,9
Eugene A Depasquale,,,0,9
Total,185,32,158,9
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,10
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,10
Dwight Evans,22,0,100,10
Lamont W Thomas,,2,8,10
Eugene A Depasquale,,,2,10
Total,122,10,110,10
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,11
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,11
Dwight Evans,29,0,72,11
Lamont W Thomas,,3,10,11
Eugene A Depasquale,,,2,11
Total,101,13,84,11
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,12
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,12
Dwight Evans,47,0,111,12
Lamont W Thomas,,14,22,12
Eugene A Depasquale,,,1,12
Total,158,36,134,12
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,13
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,13
Dwight Evans,67,0,167,13
Lamont W Thomas,,4,18,13
Eugene A Depasquale,,,3,13
Total,234,22,188,13
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,14
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,14
Dwight Evans,75,0,147,14
Lamont W Thomas,,3,20,14
Eugene A Depasquale,,,3,14
Total,222,23,170,14
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,15
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,15
Dwight Evans,42,0,136,15
Lamont W Thomas,,10,17,15
Eugene A Depasquale,,,1,15
Total,178,27,154,15
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,16
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,16
Dwight Evans,60,0,86,16
Lamont W Thomas,,11,24,16
Eugene A Depasquale,,,4,16
Total,146,35,114,16
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,17
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,17
Dwight Evans,39,0,126,17
Lamont W Thomas,,2,19,17
Eugene A Depasquale,,,1,17
Total,165,21,146,17
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,18
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,18
Dwight Evans,25,0,108,18
Lamont W Thomas,,10,24,18
Eugene A Depasquale,,,1,18
Total,133,34,133,18
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,19
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,19
Dwight Evans,46,0,125,19
Lamont W Thomas,,6,30,19
Eugene A Depasquale,,,0,19
Total,171,36,155,19
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,20
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,20
Dwight Evans,51,0,107,20
Lamont W Thomas,,9,23,20
Eugene A Depasquale,,,1,20
Total,158,32,131,20
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,21
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,21
Dwight Evans,42,0,159,21
Lamont W Thomas,,8,23,21
Eugene A Depasquale,,,0,21
Total,201,31,182,21
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,22
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,22
Dwight Evans,41,0,104,22
Lamont W Thomas,,5,11,22
Eugene A Depasquale,,,0,22
Total,145,16,115,22
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,23
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,23
Dwight Evans,23,0,60,23
Lamont W Thomas,,3,11,23
Eugene A Depasquale,,,1,23
Total,83,14,72,23
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,24
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,24
Dwight Evans,37,0,136,24
Lamont W Thomas,,8,24,24
Eugene A Depasquale,,,2,24
Total,173,32,162,24
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,25
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,25
Dwight Evans,56,0,131,25
Lamont W Thomas,,6,24,25
Eugene A Depasquale,,,0,25
Total,187,30,155,25
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,26
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,26
Dwight Evans,44,0,134,26
Lamont W Thomas,,6,11,26
Eugene A Depasquale,,,0,26
Total,178,17,145,26
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,27
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,27
Dwight Evans,37,0,111,27
Lamont W Thomas,,4,12,27
Eugene A Depasquale,,,4,27
Total,148,16,127,27
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,28
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,28
Dwight Evans,39,0,109,28
Lamont W Thomas,,7,24,28
Eugene A Depasquale,,,0,28
Total,148,31,133,28
,Representative In The General Assembly 203rd District - Democrat,,Auditor General - Democrat,29
,Dwight Evans,Lamont W Thomas,Eugene A Depasquale,29
Dwight Evans,56,0,136,29
Lamont W Thomas,,8,19,29
Eugene A Depasquale,,,0,29
Total,192,27,155,29
