col_1,col_2,division
,Representative In The General Assembly 170th District - Democrat,All
,Brendan F Boyle,All
Brendan F Boyle,185,All
Total,185,All
,Representative In The General Assembly 170th District - Democrat,2
,Brendan F Boyle,2
Brendan F Boyle,40,2
Total,40,2
,Representative In The General Assembly 170th District - Democrat,6
,Brendan F Boyle,6
Brendan F Boyle,43,6
Total,43,6
,Representative In The General Assembly 170th District - Democrat,8
,Brendan F Boyle,8
Brendan F Boyle,44,8
Total,44,8
,Representative In The General Assembly 170th District - Democrat,21
,Brendan F Boyle,21
Brendan F Boyle,58,21
Total,58,21
