col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,All
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,All
Shirley M Kitchen,101,583,392,All
Bob Casey Jr,,17,0,All
Joseph John Vodvarka,,,15,All
Total,"1,076",600,407,All
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,1
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,1
Shirley M Kitchen,2,31,7,1
Bob Casey Jr,,3,0,1
Joseph John Vodvarka,,,1,1
Total,40,34,8,1
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,2
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,2
Shirley M Kitchen,6,39,14,2
Bob Casey Jr,,1,0,2
Joseph John Vodvarka,,,1,2
Total,59,40,15,2
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,3
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,3
Shirley M Kitchen,7,42,11,3
Bob Casey Jr,,1,0,3
Joseph John Vodvarka,,,1,3
Total,60,43,12,3
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,4
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,4
Shirley M Kitchen,12,16,10,4
Bob Casey Jr,,0,0,4
Joseph John Vodvarka,,,1,4
Total,38,16,11,4
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,5
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,5
Shirley M Kitchen,2,41,37,5
Bob Casey Jr,,0,0,5
Joseph John Vodvarka,,,2,5
Total,80,41,39,5
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,6
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,6
Shirley M Kitchen,0,28,17,6
Bob Casey Jr,,0,0,6
Joseph John Vodvarka,,,0,6
Total,45,28,17,6
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,7
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,7
Shirley M Kitchen,4,43,24,7
Bob Casey Jr,,2,0,7
Joseph John Vodvarka,,,0,7
Total,71,45,24,7
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,8
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,8
Shirley M Kitchen,24,32,23,8
Bob Casey Jr,,0,0,8
Joseph John Vodvarka,,,2,8
Total,79,32,25,8
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,9
,Shirley M Kitchen,Joseph John Vodvarka,Bob Casey Jr,9
Shirley M Kitchen,2,42,32,9
Joseph John Vodvarka,,1,0,9
Bob Casey Jr,,,0,9
Total,76,43,32,9
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,10
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,10
Shirley M Kitchen,6,57,39,10
Bob Casey Jr,,3,0,10
Joseph John Vodvarka,,,1,10
Total,102,60,40,10
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,11
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,11
Shirley M Kitchen,15,63,18,11
Bob Casey Jr,,1,0,11
Joseph John Vodvarka,,,0,11
Total,96,64,18,11
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,12
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,12
Shirley M Kitchen,2,48,35,12
Bob Casey Jr,,1,0,12
Joseph John Vodvarka,,,1,12
Total,85,49,36,12
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,13
,Shirley M Kitchen,Joseph John Vodvarka,Bob Casey Jr,13
Shirley M Kitchen,7,36,23,13
Joseph John Vodvarka,,2,0,13
Bob Casey Jr,,,2,13
Total,66,38,25,13
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,14
,Shirley M Kitchen,Joseph John Vodvarka,Bob Casey Jr,14
Shirley M Kitchen,6,63,62,14
Joseph John Vodvarka,,2,0,14
Bob Casey Jr,,,1,14
Total,131,65,63,14
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,15
,Shirley M Kitchen,Bob Casey Jr,Joseph John Vodvarka,15
Shirley M Kitchen,6,26,16,15
Bob Casey Jr,,2,0,15
Joseph John Vodvarka,,,0,15
Total,48,28,16,15
