col_1,col_2,col_3,col_4,col_5,col_6,division
,President Of The United States - Democrat,Representative In The General Assembly 190th District - Democrat,,,,All
,Barack Obama,Wanda Logan,Audrey Blackwell Watson,Vanessa L Brown,Lemuel L Thornton,All
Barack Obama,103,294,275,221,16,All
Wanda Logan,,7,0,0,0,All
Audrey Blackwell Watson,,,11,0,0,All
Vanessa L Brown,,,,4,0,All
Lemuel L Thornton,,,,,1,All
Total,909,301,286,225,17,All
,President Of The United States - Democrat,Representative In The General Assembly 190th District - Democrat,,,,1
,Barack Obama,Audrey Blackwell Watson,Wanda Logan,Vanessa L Brown,Lemuel L Thornton,1
Barack Obama,12,22,22,13,0,1
Audrey Blackwell Watson,,1,0,0,0,1
Wanda Logan,,,0,0,0,1
Vanessa L Brown,,,,0,0,1
Lemuel L Thornton,,,,,0,1
Total,69,23,22,13,0,1
,President Of The United States - Democrat,Representative In The General Assembly 190th District - Democrat,,,,6
,Barack Obama,Wanda Logan,Vanessa L Brown,Audrey Blackwell Watson,Lemuel L Thornton,6
Barack Obama,9,50,28,16,0,6
Wanda Logan,,1,0,0,0,6
Vanessa L Brown,,,0,0,0,6
Audrey Blackwell Watson,,,,0,0,6
Lemuel L Thornton,,,,,0,6
Total,103,51,28,16,0,6
,President Of The United States - Democrat,Representative In The General Assembly 190th District - Democrat,,,,7
,Barack Obama,Wanda Logan,Vanessa L Brown,Audrey Blackwell Watson,Lemuel L Thornton,7
Barack Obama,7,27,21,8,0,7
Wanda Logan,,0,0,0,0,7
Vanessa L Brown,,,1,0,0,7
Audrey Blackwell Watson,,,,1,0,7
Lemuel L Thornton,,,,,0,7
Total,63,27,22,9,0,7
,President Of The United States - Democrat,Representative In The General Assembly 190th District - Democrat,,,,9
,Barack Obama,Wanda Logan,Audrey Blackwell Watson,Vanessa L Brown,Lemuel L Thornton,9
Barack Obama,18,44,41,31,2,9
Wanda Logan,,2,0,0,0,9
Audrey Blackwell Watson,,,2,0,0,9
Vanessa L Brown,,,,0,0,9
Lemuel L Thornton,,,,,0,9
Total,136,46,43,31,2,9
,President Of The United States - Democrat,Representative In The General Assembly 190th District - Democrat,,,,10
,Barack Obama,Audrey Blackwell Watson,Wanda Logan,Vanessa L Brown,Lemuel L Thornton,10
Barack Obama,4,41,26,17,5,10
Audrey Blackwell Watson,,1,0,0,0,10
Wanda Logan,,,0,0,0,10
Vanessa L Brown,,,,0,0,10
Lemuel L Thornton,,,,,0,10
Total,93,42,26,17,5,10
,President Of The United States - Democrat,Representative In The General Assembly 190th District - Democrat,,,,11
,Barack Obama,Audrey Blackwell Watson,Wanda Logan,Vanessa L Brown,Lemuel L Thornton,11
Barack Obama,9,19,15,13,2,11
Audrey Blackwell Watson,,2,0,0,0,11
Wanda Logan,,,2,0,0,11
Vanessa L Brown,,,,0,0,11
Lemuel L Thornton,,,,,0,11
Total,58,21,17,13,2,11
,President Of The United States - Democrat,Representative In The General Assembly 190th District - Democrat,,,,12
,Barack Obama,Audrey Blackwell Watson,Wanda Logan,Vanessa L Brown,Lemuel L Thornton,12
Barack Obama,12,37,23,18,1,12
Audrey Blackwell Watson,,3,0,0,0,12
Wanda Logan,,,1,0,0,12
Vanessa L Brown,,,,0,0,12
Lemuel L Thornton,,,,,1,12
Total,91,40,24,18,2,12
,President Of The United States - Democrat,Representative In The General Assembly 190th District - Democrat,,,,13
,Barack Obama,Wanda Logan,Audrey Blackwell Watson,Vanessa L Brown,Lemuel L Thornton,13
Barack Obama,17,41,33,30,2,13
Wanda Logan,,1,0,0,0,13
Audrey Blackwell Watson,,,0,0,0,13
Vanessa L Brown,,,,2,0,13
Lemuel L Thornton,,,,,0,13
Total,123,42,33,32,2,13
,President Of The United States - Democrat,Representative In The General Assembly 190th District - Democrat,,,,14
,Barack Obama,Audrey Blackwell Watson,Vanessa L Brown,Wanda Logan,Lemuel L Thornton,14
Barack Obama,9,36,32,24,1,14
Audrey Blackwell Watson,,0,0,0,0,14
Vanessa L Brown,,,0,0,0,14
Wanda Logan,,,,0,0,14
Lemuel L Thornton,,,,,0,14
Total,102,36,32,24,1,14
,President Of The United States - Democrat,Representative In The General Assembly 190th District - Democrat,,,,15
,Barack Obama,Audrey Blackwell Watson,Wanda Logan,Vanessa L Brown,Lemuel L Thornton,15
Barack Obama,6,22,22,18,3,15
Audrey Blackwell Watson,,1,0,0,0,15
Wanda Logan,,,0,0,0,15
Vanessa L Brown,,,,1,0,15
Lemuel L Thornton,,,,,0,15
Total,71,23,22,19,3,15
