col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 188th District - Democrat,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Jerome W Mondesire,Jerry T Jordan,Joseph C Meade,Stephen A Cozen,Michelle W Singer,Heather Steinmiller,Nancy Astor Fox,Raye E Johnson,Eleanor M Dezzi,William S Leopold,James R Roebuck,Fatimah Loren Muhammad,All
Kenyatta J Johnson,2,767,725,693,696,523,477,477,465,459,460,453,459,453,460,456,443,472,472,All
Blondell Reynolds Brown,,0,692,673,675,488,457,467,451,446,445,444,448,442,440,447,434,404,383,All
Cindy Bass,,,1,661,671,467,445,443,439,436,435,437,440,433,435,436,427,392,354,All
Mark Alan Aronchick,,,,0,659,455,434,442,432,430,436,419,421,419,426,423,428,368,342,All
Jacquelyn Manns Smalley,,,,,0,456,438,445,434,433,433,432,434,428,432,435,425,361,339,All
Vincent J Hughes,,,,,,0,459,471,455,454,453,439,440,432,444,443,437,304,231,All
Andrew P Toy,,,,,,,0,445,442,446,440,426,434,429,434,435,435,284,204,All
Jerome W Mondesire,,,,,,,,0,444,448,446,425,429,419,432,433,428,280,207,All
Jerry T Jordan,,,,,,,,,0,443,436,427,437,426,441,440,440,271,198,All
Joseph C Meade,,,,,,,,,,0,441,423,432,421,433,434,433,270,196,All
Stephen A Cozen,,,,,,,,,,,0,416,424,417,433,428,428,266,200,All
Michelle W Singer,,,,,,,,,,,,0,436,438,425,432,424,262,202,All
Heather Steinmiller,,,,,,,,,,,,,0,433,437,442,436,271,193,All
Nancy Astor Fox,,,,,,,,,,,,,,0,431,434,428,265,199,All
Raye E Johnson,,,,,,,,,,,,,,,0,437,435,266,195,All
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,434,264,195,All
William S Leopold,,,,,,,,,,,,,,,,,0,258,192,All
James R Roebuck,,,,,,,,,,,,,,,,,,243,0,All
Fatimah Loren Muhammad,,,,,,,,,,,,,,,,,,,227,All
Total,958,798,757,720,710,543,496,494,477,474,473,472,471,471,468,466,457,771,749,All
,Representative In The General Assembly 188th District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,2
,Fatimah Loren Muhammad,James R Roebuck,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Andrew P Toy,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Heather Steinmiller,Jerry T Jordan,Joseph C Meade,Michelle W Singer,Nancy Astor Fox,Eleanor M Dezzi,Raye E Johnson,William S Leopold,2
Fatimah Loren Muhammad,19,0,42,30,27,26,26,16,16,16,15,14,14,13,15,14,13,12,14,2
James R Roebuck,,14,21,19,18,16,14,12,12,11,11,10,10,11,9,10,9,10,8,2
Kenyatta J Johnson,,,0,45,45,41,40,24,25,23,24,22,23,21,23,24,22,22,21,2
Cindy Bass,,,,0,42,42,39,23,22,21,22,22,22,21,22,23,22,21,21,2
Blondell Reynolds Brown,,,,,0,39,38,23,23,22,22,22,22,21,22,23,22,21,21,2
Mark Alan Aronchick,,,,,,0,37,22,22,21,22,21,22,21,21,22,22,21,21,2
Jacquelyn Manns Smalley,,,,,,,0,20,20,20,20,21,20,19,20,21,20,19,20,2
Andrew P Toy,,,,,,,,0,23,23,24,21,23,23,21,23,22,21,21,2
Vincent J Hughes,,,,,,,,,0,25,22,19,20,22,20,20,20,20,19,2
Jerome W Mondesire,,,,,,,,,,0,23,21,22,23,21,21,21,20,20,2
Stephen A Cozen,,,,,,,,,,,0,21,22,23,21,22,22,22,21,2
