col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In The General Assembly 186th District - Democrat,,,All
,Anthony Hardy Williams,Ted Kirsch,Mindy M Posoff,Ryan N Boyer,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Thaddeus Kirkland,Deborah E Landau,Sekela Coles,Jordan A Harris,Damon K Roberts,Timothy Hannah,All
Anthony Hardy Williams,2,169,158,164,157,132,131,128,123,120,132,48,17,All
Ted Kirsch,,0,160,161,158,127,127,127,126,120,126,38,17,All
Mindy M Posoff,,,0,159,155,120,125,118,120,115,113,40,15,All
Ryan N Boyer,,,,1,158,121,128,124,123,117,116,35,16,All
Elizabeth A Washo,,,,,0,121,125,118,120,115,111,36,17,All
Christine M Tartaglione,,,,,,0,128,123,122,120,93,33,13,All
Kathryn Sylvia Huggins,,,,,,,0,126,127,124,95,31,13,All
Thaddeus Kirkland,,,,,,,,0,124,119,93,26,13,All
Deborah E Landau,,,,,,,,,0,120,89,26,14,All
Sekela Coles,,,,,,,,,,0,89,23,10,All
Jordan A Harris,,,,,,,,,,,39,0,0,All
Damon K Roberts,,,,,,,,,,,,10,0,All
Timothy Hannah,,,,,,,,,,,,,2,All
Total,203,185,172,172,168,143,143,136,133,126,192,71,23,All
