col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Representative In The General Assembly 182nd District - Democrat,,All
,Ted Kirsch,Mindy M Posoff,Elizabeth A Washo,Anthony Hardy Williams,Ryan N Boyer,Deborah E Landau,Kathryn Sylvia Huggins,Christine M Tartaglione,Sekela Coles,Thaddeus Kirkland,Brian K Sims,Babette Josephs,All
Ted Kirsch,3,"1,199","1,164","1,166","1,188","1,061","1,058","1,029","1,044","1,052",743,557,All
Mindy M Posoff,,3,"1,200","1,142","1,173","1,092","1,086","1,032","1,060","1,043",733,555,All
Elizabeth A Washo,,,1,"1,121","1,147","1,072","1,072","1,014","1,044","1,022",705,544,All
Anthony Hardy Williams,,,,2,"1,136","1,007","1,014",990,"1,009","1,002",702,535,All
Ryan N Boyer,,,,,0,"1,036","1,043","1,001","1,034","1,031",704,515,All
Deborah E Landau,,,,,,0,"1,094","1,033","1,066","1,039",645,500,All
Kathryn Sylvia Huggins,,,,,,,0,"1,041","1,069","1,046",635,499,All
Christine M Tartaglione,,,,,,,,0,"1,011","1,009",616,493,All
Sekela Coles,,,,,,,,,0,"1,046",615,482,All
Thaddeus Kirkland,,,,,,,,,,0,615,476,All
Brian K Sims,,,,,,,,,,,326,0,All
Babette Josephs,,,,,,,,,,,,199,All
Total,"1,316","1,302","1,261","1,249","1,231","1,157","1,146","1,119","1,109","1,102","1,211",889,All
