col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Cindy Bass,Mark Alan Aronchick,Vincent J Hughes,Jerry T Jordan,Stephen A Cozen,Joseph C Meade,Jerome W Mondesire,Andrew P Toy,Michelle W Singer,Raye E Johnson,Nancy Astor Fox,Eleanor M Dezzi,William S Leopold,Heather Steinmiller,Patrick Murphy,Kathleen G Kane,All
Kenyatta J Johnson,9,678,642,645,638,371,356,354,355,355,352,339,345,340,347,339,337,334,406,All
Blondell Reynolds Brown,,2,616,633,630,363,349,351,348,343,347,328,341,334,342,333,335,294,373,All
Jacquelyn Manns Smalley,,,1,610,606,335,328,334,330,324,332,312,325,318,324,320,320,266,376,All
Cindy Bass,,,,3,613,342,340,339,336,328,332,316,328,322,332,327,325,273,362,All
Mark Alan Aronchick,,,,,1,336,337,341,333,329,339,317,331,323,329,324,321,262,362,All
Vincent J Hughes,,,,,,0,348,347,350,344,349,327,338,333,341,334,333,185,178,All
Jerry T Jordan,,,,,,,0,343,343,338,340,328,340,330,343,338,336,172,177,All
Stephen A Cozen,,,,,,,,0,350,342,346,327,343,334,336,338,337,173,177,All
Joseph C Meade,,,,,,,,,0,342,344,327,340,326,338,337,336,172,176,All
Jerome W Mondesire,,,,,,,,,,0,337,321,330,321,328,330,326,169,175,All
Andrew P Toy,,,,,,,,,,,0,322,336,329,336,327,329,163,181,All
Michelle W Singer,,,,,,,,,,,,1,322,328,321,322,321,174,165,All
Raye E Johnson,,,,,,,,,,,,,1,326,338,332,333,162,175,All
Nancy Astor Fox,,,,,,,,,,,,,,4,328,326,326,166,168,All
Eleanor M Dezzi,,,,,,,,,,,,,,,0,333,334,165,171,All
William S Leopold,,,,,,,,,,,,,,,,0,336,163,169,All
Heather Steinmiller,,,,,,,,,,,,,,,,,0,158,169,All
Patrick Murphy,,,,,,,,,,,,,,,,,,199,0,All
