col_1,col_2,division
,Representative In Congress 13th District - Republican,All
,Joseph James Rooney,All
Joseph James Rooney,930,All
Total,930,All
,Representative In Congress 13th District - Republican,1
,Joseph James Rooney,1
Joseph James Rooney,53,1
Total,53,1
,Representative In Congress 13th District - Republican,2
,Joseph James Rooney,2
Joseph James Rooney,34,2
Total,34,2
,Representative In Congress 13th District - Republican,3
,Joseph James Rooney,3
Joseph James Rooney,50,3
Total,50,3
,Representative In Congress 13th District - Republican,4
,Joseph James Rooney,4
Joseph James Rooney,46,4
Total,46,4
,Representative In Congress 13th District - Republican,5
,Joseph James Rooney,5
Joseph James Rooney,23,5
Total,23,5
,Representative In Congress 13th District - Republican,6
,Joseph James Rooney,6
Joseph James Rooney,34,6
Total,34,6
,Representative In Congress 13th District - Republican,7
,Joseph James Rooney,7
Joseph James Rooney,64,7
Total,64,7
,Representative In Congress 13th District - Republican,8
,Joseph James Rooney,8
Joseph James Rooney,44,8
Total,44,8
,Representative In Congress 13th District - Republican,9
,Joseph James Rooney,9
Joseph James Rooney,50,9
Total,50,9
,Representative In Congress 13th District - Republican,10
,Joseph James Rooney,10
Joseph James Rooney,67,10
Total,67,10
,Representative In Congress 13th District - Republican,11
,Joseph James Rooney,11
Joseph James Rooney,26,11
Total,26,11
,Representative In Congress 13th District - Republican,12
,Joseph James Rooney,12
Joseph James Rooney,38,12
Total,38,12
,Representative In Congress 13th District - Republican,13
,Joseph James Rooney,13
Joseph James Rooney,44,13
Total,44,13
,Representative In Congress 13th District - Republican,14
,Joseph James Rooney,14
Joseph James Rooney,41,14
Total,41,14
,Representative In Congress 13th District - Republican,15
,Joseph James Rooney,15
Joseph James Rooney,25,15
Total,25,15
,Representative In Congress 13th District - Republican,16
,Joseph James Rooney,16
Joseph James Rooney,29,16
Total,29,16
,Representative In Congress 13th District - Republican,17
,Joseph James Rooney,17
Joseph James Rooney,60,17
Total,60,17
,Representative In Congress 13th District - Republican,18
,Joseph James Rooney,18
Joseph James Rooney,41,18
Total,41,18
,Representative In Congress 13th District - Republican,19
,Joseph James Rooney,19
Joseph James Rooney,42,19
Total,42,19
,Representative In Congress 13th District - Republican,20
,Joseph James Rooney,20
Joseph James Rooney,32,20
Total,32,20
,Representative In Congress 13th District - Republican,21
,Joseph James Rooney,21
Joseph James Rooney,16,21
Total,16,21
,Representative In Congress 13th District - Republican,22
,Joseph James Rooney,22
Joseph James Rooney,6,22
Total,6,22
,Representative In Congress 13th District - Republican,23
,Joseph James Rooney,23
Joseph James Rooney,22,23
Total,22,23
,Representative In Congress 13th District - Republican,24
,Joseph James Rooney,24
Joseph James Rooney,22,24
Total,22,24
,Representative In Congress 13th District - Republican,25
,Joseph James Rooney,25
Joseph James Rooney,21,25
Total,21,25
