col_1,col_2,col_3,division
,Representative In The General Assembly 203rd District - Democrat,,All
,Dwight Evans,Lamont W Thomas,All
Dwight Evans,776,0,All
Lamont W Thomas,,230,All
Total,776,230,All
,Representative In The General Assembly 203rd District - Democrat,,8
,Dwight Evans,Lamont W Thomas,8
Dwight Evans,53,0,8
Lamont W Thomas,,16,8
Total,53,16,8
,Representative In The General Assembly 203rd District - Democrat,,9
,Dwight Evans,Lamont W Thomas,9
Dwight Evans,77,0,9
Lamont W Thomas,,22,9
Total,77,22,9
,Representative In The General Assembly 203rd District - Democrat,,10
,Dwight Evans,Lamont W Thomas,10
Dwight Evans,54,0,10
Lamont W Thomas,,12,10
Total,54,12,10
,Representative In The General Assembly 203rd District - Democrat,,11
,Dwight Evans,Lamont W Thomas,11
Dwight Evans,55,0,11
Lamont W Thomas,,14,11
Total,55,14,11
,Representative In The General Assembly 203rd District - Democrat,,12
,Dwight Evans,Lamont W Thomas,12
Dwight Evans,55,0,12
Lamont W Thomas,,23,12
Total,55,23,12
,Representative In The General Assembly 203rd District - Democrat,,13
,Dwight Evans,Lamont W Thomas,13
Dwight Evans,83,0,13
Lamont W Thomas,,20,13
Total,83,20,13
,Representative In The General Assembly 203rd District - Democrat,,14
,Dwight Evans,Lamont W Thomas,14
Dwight Evans,51,0,14
Lamont W Thomas,,14,14
Total,51,14,14
,Representative In The General Assembly 203rd District - Democrat,,18
,Dwight Evans,Lamont W Thomas,18
Dwight Evans,59,0,18
Lamont W Thomas,,21,18
Total,59,21,18
,Representative In The General Assembly 203rd District - Democrat,,19
,Dwight Evans,Lamont W Thomas,19
Dwight Evans,61,0,19
Lamont W Thomas,,14,19
Total,61,14,19
,Representative In The General Assembly 203rd District - Democrat,,20
,Dwight Evans,Lamont W Thomas,20
Dwight Evans,46,0,20
Lamont W Thomas,,23,20
Total,46,23,20
,Representative In The General Assembly 203rd District - Democrat,,21
,Dwight Evans,Lamont W Thomas,21
Dwight Evans,47,0,21
Lamont W Thomas,,13,21
Total,47,13,21
,Representative In The General Assembly 203rd District - Democrat,,23
,Dwight Evans,Lamont W Thomas,23
Dwight Evans,61,0,23
Lamont W Thomas,,11,23
Total,61,11,23
,Representative In The General Assembly 203rd District - Democrat,,25
,Dwight Evans,Lamont W Thomas,25
Dwight Evans,26,0,25
Lamont W Thomas,,14,25
Total,26,14,25
,Representative In The General Assembly 203rd District - Democrat,,31
,Dwight Evans,Lamont W Thomas,31
Dwight Evans,48,0,31
Lamont W Thomas,,13,31
Total,48,13,31
