col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Senator In The General Assembly 3rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Shirley M Kitchen,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,All
Shirley M Kitchen,254,495,484,450,452,434,315,314,298,290,291,All
Anthony Hardy Williams,,2,466,461,449,438,313,312,304,298,296,All
Ted Kirsch,,,0,456,457,443,307,307,301,296,290,All
Ryan N Boyer,,,,1,445,434,296,303,297,289,286,All
Mindy M Posoff,,,,,0,439,296,297,297,289,279,All
Elizabeth A Washo,,,,,,0,289,294,292,283,278,All
Christine M Tartaglione,,,,,,,0,309,303,296,296,All
Kathryn Sylvia Huggins,,,,,,,,0,312,303,294,All
Deborah E Landau,,,,,,,,,1,297,288,All
Sekela Coles,,,,,,,,,,0,287,All
Thaddeus Kirkland,,,,,,,,,,,0,All
Total,831,525,518,478,475,459,339,339,321,316,313,All
