col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Attorney General - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Patrick Murphy,Kathleen G Kane,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Louis J Farinella,Olivia E Brady,Leslie S Richards,Vince Gillen,Patrick J Eiding,Caren Gansman Moskowitz,All
Patrick Murphy,"6,562",0,"7,395","6,708","6,444","4,560","4,540","4,518","4,489","4,465","4,309",All
Kathleen G Kane,,"3,194","4,113","3,615","3,383","2,053","2,049","2,042","2,008","1,969","2,002",All
Catherine G Scott,,,76,"9,665","9,323","6,329","6,346","6,394","6,304","6,233","6,146",All
Kelly Lynn Devine,,,,38,"9,186","6,199","6,213","6,270","6,163","6,045","6,050",All
D Gregory Holt,,,,,31,"6,058","5,950","6,037","6,064","5,920","5,850",All
Louis J Farinella,,,,,,6,"6,019","6,105","6,080","6,078","5,908",All
Olivia E Brady,,,,,,,3,"6,142","6,012","5,941","5,976",All
Leslie S Richards,,,,,,,,2,"6,039","5,956","5,970",All
Vince Gillen,,,,,,,,,5,"6,019","5,908",All
Patrick J Eiding,,,,,,,,,,8,"5,908",All
Caren Gansman Moskowitz,,,,,,,,,,,6,All
Total,"15,426","7,968","11,881","10,638","10,121","6,755","6,726","6,693","6,633","6,579","6,433",All
