col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In Congress 1st District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Robert A Brady,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Vince Gillen,Olivia E Brady,Louis J Farinella,Patrick J Eiding,Leslie S Richards,Caren Gansman Moskowitz,All
Robert A Brady,"2,567",0,0,0,0,0,0,0,0,0,All
Catherine G Scott,,201,"1,494","1,432","1,026","1,023","1,012","1,020","1,031",997,All
Kelly Lynn Devine,,,102,"1,403",997,"1,008",993,988,"1,003",973,All
D Gregory Holt,,,,77,976,959,967,964,967,936,All
Vince Gillen,,,,,10,965,973,984,971,952,All
Olivia E Brady,,,,,,14,963,956,988,970,All
Louis J Farinella,,,,,,,15,973,968,945,All
Patrick J Eiding,,,,,,,,11,962,949,All
Leslie S Richards,,,,,,,,,6,959,All
Caren Gansman Moskowitz,,,,,,,,,,7,All
Total,"2,567","1,836","1,658","1,554","1,091","1,084","1,082","1,082","1,078","1,038",All
