col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Attorney General - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,David J Freed,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,All
David J Freed,"1,603","2,260","1,869","1,823","1,138",822,764,All
Christopher M Vogler,,299,"1,498","1,085",587,673,339,All
Marion S Taxin,,,111,980,325,648,178,All
Tom Boggia,,,,179,444,226,366,All
Michael W Untermeyer,,,,,93,328,469,All
Frederick W Anton,,,,,,27,254,All
Dale Kerns,,,,,,,40,All
Total,"5,533","2,953","2,340","2,218","1,385","1,160",977,All
