col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Michael Patrick Mcgeehan,Ted Kirsch,Anthony Hardy Williams,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Thaddeus Kirkland,Deborah E Landau,Sekela Coles,All
Michael Patrick Mcgeehan,340,512,485,475,461,459,397,362,355,354,339,All
Ted Kirsch,,1,443,441,440,435,337,328,333,332,316,All
Anthony Hardy Williams,,,0,439,431,427,336,331,325,330,319,All
Ryan N Boyer,,,,1,428,423,322,324,322,323,316,All
Mindy M Posoff,,,,,0,429,329,332,328,327,314,All
Elizabeth A Washo,,,,,,0,326,323,322,326,306,All
Christine M Tartaglione,,,,,,,0,336,332,331,314,All
Kathryn Sylvia Huggins,,,,,,,,0,333,340,324,All
Thaddeus Kirkland,,,,,,,,,0,329,319,All
Deborah E Landau,,,,,,,,,,0,327,All
Sekela Coles,,,,,,,,,,,1,All
Total,988,519,494,484,467,464,401,366,358,356,342,All
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,1
,Michael Patrick Mcgeehan,Anthony Hardy Williams,Ryan N Boyer,Ted Kirsch,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,1
Michael Patrick Mcgeehan,8,18,18,17,16,15,12,12,11,11,11,1
Anthony Hardy Williams,,0,15,14,15,14,10,10,10,10,10,1
Ryan N Boyer,,,0,15,16,15,11,12,11,11,10,1
Ted Kirsch,,,,0,15,14,10,10,10,10,9,1
Mindy M Posoff,,,,,0,15,11,11,11,11,10,1
Elizabeth A Washo,,,,,,0,10,10,10,10,9,1
Christine M Tartaglione,,,,,,,0,11,11,11,11,1
Kathryn Sylvia Huggins,,,,,,,,0,11,11,10,1
Deborah E Landau,,,,,,,,,0,11,10,1
Sekela Coles,,,,,,,,,,0,10,1
Thaddeus Kirkland,,,,,,,,,,,0,1
Total,32,18,18,17,16,15,12,12,11,11,11,1
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Michael Patrick Mcgeehan,Ted Kirsch,Mindy M Posoff,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Thaddeus Kirkland,Deborah E Landau,Sekela Coles,2
Michael Patrick Mcgeehan,9,18,17,16,15,15,13,12,12,11,10,2
Ted Kirsch,,0,15,15,13,15,11,10,11,11,9,2
Mindy M Posoff,,,0,16,14,15,12,12,12,11,10,2
Anthony Hardy Williams,,,,0,13,15,11,11,11,11,10,2
Elizabeth A Washo,,,,,0,13,11,10,10,9,7,2
Ryan N Boyer,,,,,,0,11,10,11,11,9,2
Christine M Tartaglione,,,,,,,0,11,12,11,9,2
Kathryn Sylvia Huggins,,,,,,,,0,11,10,9,2
Thaddeus Kirkland,,,,,,,,,0,11,9,2
Deborah E Landau,,,,,,,,,,0,9,2
Sekela Coles,,,,,,,,,,,0,2
Total,30,18,17,16,15,15,13,12,12,11,10,2
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,3
,Michael Patrick Mcgeehan,Ted Kirsch,Anthony Hardy Williams,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Christine M Tartaglione,Thaddeus Kirkland,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,3
Michael Patrick Mcgeehan,12,24,21,21,20,17,16,16,15,15,13,3
Ted Kirsch,,0,20,20,19,17,16,16,15,15,13,3
Anthony Hardy Williams,,,0,19,17,17,14,14,15,15,13,3
Ryan N Boyer,,,,0,18,17,14,15,14,14,13,3
Elizabeth A Washo,,,,,0,16,14,14,12,12,12,3
Mindy M Posoff,,,,,,0,13,13,13,13,12,3
Christine M Tartaglione,,,,,,,0,15,14,14,12,3
Thaddeus Kirkland,,,,,,,,0,14,14,13,3
Deborah E Landau,,,,,,,,,0,15,13,3
Kathryn Sylvia Huggins,,,,,,,,,,0,13,3
Sekela Coles,,,,,,,,,,,0,3
Total,39,24,21,21,20,17,16,16,15,15,13,3
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,4
,Michael Patrick Mcgeehan,Ted Kirsch,Mindy M Posoff,Ryan N Boyer,Anthony Hardy Williams,Elizabeth A Washo,Christine M Tartaglione,Thaddeus Kirkland,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,4
Michael Patrick Mcgeehan,27,27,26,26,24,23,22,20,18,18,18,4
Ted Kirsch,,0,25,23,22,23,19,20,18,18,17,4
Mindy M Posoff,,,0,24,23,23,19,20,18,18,17,4
Ryan N Boyer,,,,0,23,22,19,19,18,18,18,4
Anthony Hardy Williams,,,,,0,21,18,18,18,18,17,4
Elizabeth A Washo,,,,,,0,18,19,17,17,17,4
Christine M Tartaglione,,,,,,,0,19,18,18,18,4
Thaddeus Kirkland,,,,,,,,0,18,18,17,4
Deborah E Landau,,,,,,,,,0,18,17,4
Kathryn Sylvia Huggins,,,,,,,,,,0,17,4
Sekela Coles,,,,,,,,,,,0,4
Total,60,27,26,26,24,23,22,20,18,18,18,4
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,5
,Michael Patrick Mcgeehan,Anthony Hardy Williams,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Ted Kirsch,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,5
Michael Patrick Mcgeehan,3,15,15,15,14,14,12,12,10,9,9,5
Anthony Hardy Williams,,0,13,13,14,12,10,10,10,9,8,5
Mindy M Posoff,,,0,14,14,15,11,10,9,9,9,5
Elizabeth A Washo,,,,0,13,13,11,11,10,9,8,5
Ryan N Boyer,,,,,0,13,9,9,9,9,8,5
Ted Kirsch,,,,,,0,10,9,8,8,9,5
Christine M Tartaglione,,,,,,,0,11,10,9,9,5
Deborah E Landau,,,,,,,,0,10,9,8,5
Kathryn Sylvia Huggins,,,,,,,,,0,9,8,5
Sekela Coles,,,,,,,,,,0,8,5
Thaddeus Kirkland,,,,,,,,,,,0,5
Total,22,16,16,15,15,15,12,12,10,9,9,5
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,6
,Michael Patrick Mcgeehan,Anthony Hardy Williams,Christine M Tartaglione,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,Kathryn Sylvia Huggins,6
Michael Patrick Mcgeehan,8,17,17,17,16,15,15,13,13,12,12,6
Anthony Hardy Williams,,0,14,15,15,15,14,12,12,12,12,6
Christine M Tartaglione,,,0,14,13,13,13,13,12,12,12,6
Ted Kirsch,,,,0,15,15,15,13,12,12,12,6
Elizabeth A Washo,,,,,0,15,14,12,12,12,12,6
Mindy M Posoff,,,,,,0,14,12,12,12,12,6
Ryan N Boyer,,,,,,,0,13,12,12,12,6
Sekela Coles,,,,,,,,0,12,12,12,6
Thaddeus Kirkland,,,,,,,,,0,12,12,6
Deborah E Landau,,,,,,,,,,0,12,6
Kathryn Sylvia Huggins,,,,,,,,,,,0,6
Total,31,17,17,17,16,15,15,13,13,12,12,6
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,7
,Michael Patrick Mcgeehan,Anthony Hardy Williams,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Sekela Coles,Ted Kirsch,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Thaddeus Kirkland,7
Michael Patrick Mcgeehan,12,11,10,10,10,10,10,9,9,9,9,7
Anthony Hardy Williams,,0,10,10,10,8,10,8,8,8,8,7
Elizabeth A Washo,,,0,10,10,8,10,8,8,8,8,7
Mindy M Posoff,,,,0,10,8,10,8,8,8,8,7
Ryan N Boyer,,,,,0,8,10,8,8,8,8,7
Sekela Coles,,,,,,0,8,9,9,9,9,7
Ted Kirsch,,,,,,,0,8,8,8,8,7
Christine M Tartaglione,,,,,,,,0,9,9,9,7
