col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Dwight Evans,Lamont W Thomas,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Olivia E Brady,Leslie S Richards,Louis J Farinella,Patrick J Eiding,Vince Gillen,Caren Gansman Moskowitz,All
Dwight Evans,219,0,478,404,399,246,239,232,230,229,222,All
Lamont W Thomas,,37,171,153,145,66,69,68,69,69,66,All
Catherine G Scott,,,0,523,498,301,300,296,294,293,287,All
Kelly Lynn Devine,,,,2,489,289,290,285,285,286,280,All
D Gregory Holt,,,,,0,283,278,279,275,280,273,All
Olivia E Brady,,,,,,0,290,281,276,278,275,All
Leslie S Richards,,,,,,,0,282,281,276,271,All
Louis J Farinella,,,,,,,,0,284,279,274,All
Patrick J Eiding,,,,,,,,,0,282,275,All
Vince Gillen,,,,,,,,,,0,275,All
Caren Gansman Moskowitz,,,,,,,,,,,0,All
Total,776,230,654,562,548,316,311,304,303,301,291,All
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,8
,Dwight Evans,Lamont W Thomas,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Olivia E Brady,Leslie S Richards,Louis J Farinella,Caren Gansman Moskowitz,Patrick J Eiding,Vince Gillen,8
Dwight Evans,14,0,35,34,30,27,25,25,25,24,24,8
Lamont W Thomas,,5,11,7,8,6,7,7,6,7,7,8
Catherine G Scott,,,0,39,38,31,31,31,30,31,31,8
Kelly Lynn Devine,,,,1,37,31,30,30,29,29,29,8
D Gregory Holt,,,,,0,30,29,30,30,30,30,8
Olivia E Brady,,,,,,0,30,30,29,29,29,8
Leslie S Richards,,,,,,,0,31,28,30,30,8
Louis J Farinella,,,,,,,,0,29,31,31,8
Caren Gansman Moskowitz,,,,,,,,,0,29,29,8
Patrick J Eiding,,,,,,,,,,0,31,8
Vince Gillen,,,,,,,,,,,0,8
Total,53,16,46,42,38,33,32,32,31,31,31,8
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,9
