col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Delegate To The Republican National Convention 13th District,,,,,,,,Delegate To The Republican National Convention 2nd District,,,,,All
,Michael J Mcmonagle,William E Donnelly,Thomas Jay Ellis,Michael Anthony Salvi,Brandon Yates,Edward T Boyd,Robert C Barrilli,Steven J Gilber,Walter F Vogler Jr,Calvin R Tucker,Lewis Harris Jr,Adam A Lang,Vahan H Gureghian,All
Michael J Mcmonagle,3,21,20,12,8,1,8,2,0,0,0,0,0,All
William E Donnelly,,3,21,7,3,4,2,2,0,0,0,0,0,All
Thomas Jay Ellis,,,1,9,2,4,0,4,0,0,0,0,0,All
Michael Anthony Salvi,,,,2,3,1,3,0,0,0,0,0,0,All
Brandon Yates,,,,,1,4,7,3,0,0,0,0,0,All
Edward T Boyd,,,,,,3,2,1,0,0,0,0,0,All
Robert C Barrilli,,,,,,,0,2,0,0,0,0,0,All
Steven J Gilber,,,,,,,,0,0,0,0,0,0,All
Walter F Vogler Jr,,,,,,,,,6,14,12,6,6,All
Calvin R Tucker,,,,,,,,,,6,12,3,5,All
Lewis Harris Jr,,,,,,,,,,,1,4,1,All
Adam A Lang,,,,,,,,,,,,2,7,All
Vahan H Gureghian,,,,,,,,,,,,,0,All
Total,40,34,31,20,16,12,12,7,26,24,16,13,10,All
,Delegate To The Republican National Convention 2nd District,,,,,Delegate To The Republican National Convention 13th District,,,,,,,,1
,Calvin R Tucker,Walter F Vogler Jr,Lewis Harris Jr,Adam A Lang,Vahan H Gureghian,Brandon Yates,Edward T Boyd,Michael Anthony Salvi,Michael J Mcmonagle,Robert C Barrilli,Steven J Gilber,Thomas Jay Ellis,William E Donnelly,1
Calvin R Tucker,2,2,1,0,0,0,0,0,0,0,0,0,0,1
Walter F Vogler Jr,,1,2,1,0,0,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,1,1,0,0,0,0,0,0,0,0,0,1
Adam A Lang,,,,1,0,0,0,0,0,0,0,0,0,1
Vahan H Gureghian,,,,,0,0,0,0,0,0,0,0,0,1
Brandon Yates,,,,,,0,0,0,0,0,0,0,0,1
Edward T Boyd,,,,,,,0,0,0,0,0,0,0,1
Michael Anthony Salvi,,,,,,,,0,0,0,0,0,0,1
Michael J Mcmonagle,,,,,,,,,0,0,0,0,0,1
Robert C Barrilli,,,,,,,,,,0,0,0,0,1
Steven J Gilber,,,,,,,,,,,0,0,0,1
