col_1,col_2,col_3,division
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 3rd District - Democrat,All
,Chaka Fattah,Shirley M Kitchen,All
Chaka Fattah,39,731,All
Shirley M Kitchen,,27,All
Total,770,758,All
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 3rd District - Democrat,1
,Chaka Fattah,Shirley M Kitchen,1
Chaka Fattah,3,65,1
Shirley M Kitchen,,3,1
Total,68,68,1
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 3rd District - Democrat,9
,Chaka Fattah,Shirley M Kitchen,9
Chaka Fattah,0,63,9
Shirley M Kitchen,,0,9
Total,63,63,9
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 3rd District - Democrat,10
,Chaka Fattah,Shirley M Kitchen,10
Chaka Fattah,2,69,10
Shirley M Kitchen,,2,10
Total,71,71,10
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 3rd District - Democrat,13
,Chaka Fattah,Shirley M Kitchen,13
Chaka Fattah,13,50,13
Shirley M Kitchen,,2,13
Total,63,52,13
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 3rd District - Democrat,14
,Chaka Fattah,Shirley M Kitchen,14
Chaka Fattah,4,62,14
Shirley M Kitchen,,2,14
Total,66,64,14
,Senator In The General Assembly 3rd District - Democrat,Representative In Congress 2nd District - Democrat,15
,Shirley M Kitchen,Chaka Fattah,15
Shirley M Kitchen,3,56,15
Chaka Fattah,,1,15
Total,59,57,15
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 3rd District - Democrat,16
,Chaka Fattah,Shirley M Kitchen,16
Chaka Fattah,5,45,16
Shirley M Kitchen,,1,16
Total,50,46,16
,Senator In The General Assembly 3rd District - Democrat,Representative In Congress 2nd District - Democrat,21
,Shirley M Kitchen,Chaka Fattah,21
Shirley M Kitchen,4,41,21
Chaka Fattah,,3,21
Total,45,44,21
,Senator In The General Assembly 3rd District - Democrat,Representative In Congress 2nd District - Democrat,22
,Shirley M Kitchen,Chaka Fattah,22
Shirley M Kitchen,4,67,22
Chaka Fattah,,1,22
Total,71,68,22
,Senator In The General Assembly 3rd District - Democrat,Representative In Congress 2nd District - Democrat,23
,Shirley M Kitchen,Chaka Fattah,23
Shirley M Kitchen,2,65,23
Chaka Fattah,,0,23
Total,67,65,23
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 3rd District - Democrat,24
,Chaka Fattah,Shirley M Kitchen,24
Chaka Fattah,1,91,24
Shirley M Kitchen,,1,24
Total,92,92,24
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 3rd District - Democrat,25
,Chaka Fattah,Shirley M Kitchen,25
Chaka Fattah,6,57,25
Shirley M Kitchen,,3,25
Total,63,60,25
