col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Delegate To The Republican National Convention 13th District,,,,,,,,United States Senator - Republican,,,,,All
,William E Donnelly,Thomas Jay Ellis,Michael J Mcmonagle,Robert C Barrilli,Michael Anthony Salvi,Edward T Boyd,Steven J Gilber,Brandon Yates,Tom Smith,Steven D Welch,David Alan Christian,Sam Rohrer,Marc A Scaringi,All
William E Donnelly,5,216,158,137,72,39,10,8,120,128,102,16,11,All
Thomas Jay Ellis,,0,90,128,37,19,8,2,85,105,54,9,6,All
Michael J Mcmonagle,,,7,30,68,35,11,8,84,52,80,17,7,All
Robert C Barrilli,,,,1,15,25,13,15,71,81,25,9,2,All
Michael Anthony Salvi,,,,,1,10,9,10,35,22,41,9,8,All
Edward T Boyd,,,,,,0,14,14,39,16,19,7,2,All
Steven J Gilber,,,,,,,0,12,17,4,10,8,0,All
Brandon Yates,,,,,,,,0,11,2,10,7,2,All
Tom Smith,,,,,,,,,48,0,0,0,0,All
Steven D Welch,,,,,,,,,,17,0,0,0,All
David Alan Christian,,,,,,,,,,,18,0,0,All
Sam Rohrer,,,,,,,,,,,,9,0,All
Marc A Scaringi,,,,,,,,,,,,,1,All
Total,388,266,250,194,119,84,40,35,232,178,159,40,15,All
,Delegate To The Republican National Convention 13th District,,,,,,,,United States Senator - Republican,,,,,1
,William E Donnelly,Michael J Mcmonagle,Michael Anthony Salvi,Thomas Jay Ellis,Robert C Barrilli,Edward T Boyd,Steven J Gilber,Brandon Yates,Tom Smith,David Alan Christian,Steven D Welch,Marc A Scaringi,Sam Rohrer,1
William E Donnelly,1,9,6,7,6,2,0,0,9,5,2,0,0,1
Michael J Mcmonagle,,1,9,3,0,2,1,0,7,5,2,0,0,1
Michael Anthony Salvi,,,0,2,0,0,1,0,4,4,1,0,0,1
Thomas Jay Ellis,,,,0,6,0,0,0,6,1,2,0,0,1
Robert C Barrilli,,,,,0,0,0,0,6,0,1,0,0,1
Edward T Boyd,,,,,,0,0,0,2,0,1,0,0,1
Steven J Gilber,,,,,,,0,0,1,0,0,0,0,1
Brandon Yates,,,,,,,,0,0,0,0,0,0,1
Tom Smith,,,,,,,,,1,0,0,0,0,1
David Alan Christian,,,,,,,,,,0,0,0,0,1
Steven D Welch,,,,,,,,,,,0,0,0,1
Marc A Scaringi,,,,,,,,,,,,0,0,1
Sam Rohrer,,,,,,,,,,,,,0,1
Total,17,15,9,9,7,3,1,0,16,5,3,0,0,1
,Delegate To The Republican National Convention 13th District,,,,,,,,United States Senator - Republican,,,,,2
,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Michael Anthony Salvi,Edward T Boyd,Brandon Yates,Robert C Barrilli,Steven J Gilber,Tom Smith,David Alan Christian,Steven D Welch,Sam Rohrer,Marc A Scaringi,2
William E Donnelly,0,14,9,6,6,5,4,1,10,10,5,1,3,2
Michael J Mcmonagle,,2,7,5,2,0,3,1,7,7,3,4,1,2
Thomas Jay Ellis,,,0,5,1,1,1,2,5,2,3,1,1,2
Michael Anthony Salvi,,,,0,1,2,0,1,1,3,3,1,2,2
Edward T Boyd,,,,,0,4,2,1,4,3,1,0,1,2
Brandon Yates,,,,,,0,2,2,3,3,0,0,1,2
Robert C Barrilli,,,,,,,0,2,6,1,0,1,0,2
Steven J Gilber,,,,,,,,0,4,0,0,0,0,2
Tom Smith,,,,,,,,,3,0,0,0,0,2
David Alan Christian,,,,,,,,,,0,0,0,0,2
Steven D Welch,,,,,,,,,,,1,0,0,2
Sam Rohrer,,,,,,,,,,,,2,0,2
Marc A Scaringi,,,,,,,,,,,,,0,2
Total,30,25,13,11,9,8,8,5,20,12,9,6,3,2
,Delegate To The Republican National Convention 13th District,,,,,,,,United States Senator - Republican,,,,,3
