col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,United States Senator - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Bob Casey Jr,Joseph John Vodvarka,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Kathryn Sylvia Huggins,Christine M Tartaglione,Thaddeus Kirkland,Sekela Coles,Deborah E Landau,All
Bob Casey Jr,414,0,"1,500","1,321","1,262","1,224","1,202","1,011",969,955,943,915,All
Joseph John Vodvarka,,80,442,453,430,418,414,206,203,198,203,200,All
Anthony Hardy Williams,,,31,"1,706","1,664","1,620","1,597","1,181","1,164","1,138","1,143","1,104",All
Ted Kirsch,,,,10,"1,673","1,626","1,620","1,133","1,135","1,135","1,136","1,102",All
Ryan N Boyer,,,,,2,"1,604","1,603","1,139","1,107","1,117","1,117","1,098",All
Elizabeth A Washo,,,,,,2,"1,576","1,116","1,098","1,084","1,090","1,082",All
Mindy M Posoff,,,,,,,2,"1,094","1,082","1,072","1,081","1,059",All
Kathryn Sylvia Huggins,,,,,,,,4,"1,148","1,133","1,152","1,139",All
Christine M Tartaglione,,,,,,,,,0,"1,132","1,136","1,113",All
Thaddeus Kirkland,,,,,,,,,,0,"1,140","1,105",All
Sekela Coles,,,,,,,,,,,0,"1,120",All
Deborah E Landau,,,,,,,,,,,,1,All
Total,"2,134",592,"2,063","1,863","1,769","1,712","1,690","1,297","1,231","1,214","1,205","1,175",All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,United States Senator - Democrat,,1
,Ryan N Boyer,Anthony Hardy Williams,Elizabeth A Washo,Ted Kirsch,Mindy M Posoff,Kathryn Sylvia Huggins,Christine M Tartaglione,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,Bob Casey Jr,Joseph John Vodvarka,1
Ryan N Boyer,0,99,101,99,98,84,81,82,81,81,67,32,1
Anthony Hardy Williams,,0,97,98,95,81,80,79,80,79,66,33,1
Elizabeth A Washo,,,0,99,97,82,81,82,81,81,66,32,1
Ted Kirsch,,,,0,96,80,81,80,81,80,65,33,1
Mindy M Posoff,,,,,1,79,78,78,78,78,63,31,1
Kathryn Sylvia Huggins,,,,,,0,84,85,84,84,57,25,1
Christine M Tartaglione,,,,,,,0,84,85,84,55,26,1
Deborah E Landau,,,,,,,,0,84,84,56,25,1
Sekela Coles,,,,,,,,,0,84,55,26,1
Thaddeus Kirkland,,,,,,,,,,0,55,26,1
Bob Casey Jr,,,,,,,,,,,3,0,1
Joseph John Vodvarka,,,,,,,,,,,,2,1
Total,103,102,101,100,99,87,85,85,85,85,72,36,1
,United States Senator - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Bob Casey Jr,Joseph John Vodvarka,Anthony Hardy Williams,Ted Kirsch,Elizabeth A Washo,Ryan N Boyer,Mindy M Posoff,Kathryn Sylvia Huggins,Christine M Tartaglione,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,2
Bob Casey Jr,24,0,38,36,32,31,29,28,26,26,25,24,2
Joseph John Vodvarka,,3,13,12,12,12,13,2,2,2,2,2,2
Anthony Hardy Williams,,,0,45,43,43,41,29,28,28,28,26,2
