col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,All
,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Stephen A Cozen,Jerome W Mondesire,Andrew P Toy,Raye E Johnson,Jerry T Jordan,Eleanor M Dezzi,Joseph C Meade,Nancy Astor Fox,Heather Steinmiller,Michelle W Singer,William S Leopold,Stephen Kinsey,Michael K Ellis,Karl K Gamble,All
Kenyatta J Johnson,4,785,764,719,703,500,473,466,467,464,450,453,452,445,451,440,445,473,385,95,All
Cindy Bass,,3,740,704,688,491,467,456,462,449,441,443,441,434,442,437,434,439,360,83,All
Blondell Reynolds Brown,,,1,685,680,485,457,459,456,452,446,440,442,433,444,433,435,382,349,77,All
Jacquelyn Manns Smalley,,,,0,669,451,445,432,441,435,428,427,431,424,430,423,424,353,309,70,All
Mark Alan Aronchick,,,,,0,445,446,437,443,429,425,424,428,419,425,416,423,352,305,69,All
Vincent J Hughes,,,,,,0,455,459,462,448,447,441,446,430,442,430,436,230,241,37,All
Stephen A Cozen,,,,,,,0,447,454,445,431,431,441,428,431,419,430,223,222,38,All
Jerome W Mondesire,,,,,,,,2,443,439,432,431,436,421,428,417,424,220,220,38,All
Andrew P Toy,,,,,,,,,0,441,440,438,439,431,438,428,433,219,222,39,All
Raye E Johnson,,,,,,,,,,0,436,439,434,434,437,421,439,219,216,35,All
Jerry T Jordan,,,,,,,,,,,1,431,425,423,433,418,428,207,211,40,All
Eleanor M Dezzi,,,,,,,,,,,,0,425,431,436,426,430,212,214,34,All
Joseph C Meade,,,,,,,,,,,,,0,416,426,411,421,209,213,35,All
Nancy Astor Fox,,,,,,,,,,,,,,0,425,426,420,210,208,40,All
Heather Steinmiller,,,,,,,,,,,,,,,0,425,432,204,214,39,All
Michelle W Singer,,,,,,,,,,,,,,,,0,417,208,213,33,All
William S Leopold,,,,,,,,,,,,,,,,,0,209,206,32,All
Stephen Kinsey,,,,,,,,,,,,,,,,,,246,0,0,All
Michael K Ellis,,,,,,,,,,,,,,,,,,,144,0,All
Karl K Gamble,,,,,,,,,,,,,,,,,,,,26,All
Total,979,905,830,751,746,519,492,491,487,477,466,465,465,465,462,460,453,821,618,148,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,1
,Kenyatta J Johnson,Cindy Bass,Mark Alan Aronchick,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Eleanor M Dezzi,Vincent J Hughes,Joseph C Meade,Raye E Johnson,Stephen A Cozen,Andrew P Toy,Jerome W Mondesire,Michelle W Singer,Nancy Astor Fox,Jerry T Jordan,Heather Steinmiller,William S Leopold,Michael K Ellis,Stephen Kinsey,Karl K Gamble,1
Kenyatta J Johnson,0,81,75,75,79,53,54,53,53,53,52,50,50,51,50,49,49,65,27,6,1
Cindy Bass,,0,75,75,74,52,51,51,52,52,49,49,49,48,49,48,48,59,30,4,1
Mark Alan Aronchick,,,0,71,75,49,50,51,51,52,49,48,49,47,50,48,48,52,24,6,1
Blondell Reynolds Brown,,,,0,71,49,48,48,50,48,47,48,47,47,48,47,48,55,21,5,1
Jacquelyn Manns Smalley,,,,,0,51,53,51,52,53,51,48,49,49,50,49,48,55,21,4,1
Eleanor M Dezzi,,,,,,0,53,50,52,49,50,50,51,51,50,48,49,42,11,2,1
Vincent J Hughes,,,,,,,0,51,52,51,53,50,51,50,51,49,49,42,11,2,1
