col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Representative In The General Assembly 194th District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Pamela A Delissio,Ray Bailey,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Stephen A Cozen,Eleanor M Dezzi,Andrew P Toy,Jerome W Mondesire,Jerry T Jordan,Michelle W Singer,Heather Steinmiller,Joseph C Meade,Raye E Johnson,Nancy Astor Fox,William S Leopold,All
Pamela A Delissio,696,0,"1,814","1,778","1,766","1,627","1,635","1,449","1,297","1,315","1,295","1,273","1,274","1,272","1,269","1,247","1,226","1,252","1,180",All
Ray Bailey,,249,698,644,622,603,567,541,458,441,453,464,449,443,432,445,449,422,422,All
Kenyatta J Johnson,,,9,"2,285","2,229","2,139","2,100","1,830","1,652","1,632","1,654","1,673","1,636","1,618","1,604","1,623","1,637","1,589","1,552",All
Blondell Reynolds Brown,,,,7,"2,189","2,089","2,077","1,821","1,614","1,608","1,638","1,640","1,626","1,594","1,586","1,594","1,593","1,562","1,530",All
Cindy Bass,,,,,0,"2,121","2,089","1,770","1,650","1,648","1,639","1,619","1,616","1,612","1,623","1,607","1,592","1,579","1,549",All
Jacquelyn Manns Smalley,,,,,,1,"2,028","1,666","1,596","1,586","1,590","1,580","1,571","1,560","1,577","1,583","1,566","1,535","1,518",All
Mark Alan Aronchick,,,,,,,1,"1,642","1,621","1,568","1,591","1,575","1,565","1,526","1,553","1,572","1,550","1,525","1,530",All
Vincent J Hughes,,,,,,,,1,"1,665","1,647","1,678","1,683","1,660","1,618","1,621","1,648","1,622","1,583","1,560",All
Stephen A Cozen,,,,,,,,,1,"1,602","1,623","1,607","1,576","1,543","1,575","1,603","1,583","1,538","1,553",All
Eleanor M Dezzi,,,,,,,,,,0,"1,599","1,557","1,587","1,596","1,641","1,563","1,586","1,586","1,563",All
Andrew P Toy,,,,,,,,,,,0,"1,596","1,571","1,544","1,575","1,603","1,566","1,528","1,543",All
Jerome W Mondesire,,,,,,,,,,,,1,"1,575","1,526","1,546","1,586","1,559","1,499","1,517",All
Jerry T Jordan,,,,,,,,,,,,,0,"1,542","1,572","1,558","1,584","1,530","1,546",All
Michelle W Singer,,,,,,,,,,,,,,1,"1,585","1,527","1,540","1,584","1,513",All
Heather Steinmiller,,,,,,,,,,,,,,,0,"1,563","1,579","1,584","1,556",All
Joseph C Meade,,,,,,,,,,,,,,,,0,"1,562","1,521","1,538",All
Raye E Johnson,,,,,,,,,,,,,,,,,0,"1,538","1,558",All
Nancy Astor Fox,,,,,,,,,,,,,,,,,,1,"1,504",All
William S Leopold,,,,,,,,,,,,,,,,,,,0,All
Total,"2,909","1,102","2,599","2,495","2,446","2,277","2,254","2,038","1,787","1,785","1,777","1,771","1,752","1,744","1,728","1,719","1,702","1,701","1,624",All
