col_1,col_2,col_3,division
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,All
,Michael Patrick Mcgeehan,Barack Obama,All
Michael Patrick Mcgeehan,200,888,All
Barack Obama,,71,All
Total,"1,088",959,All
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,3
,Michael Patrick Mcgeehan,Barack Obama,3
Michael Patrick Mcgeehan,3,17,3
Barack Obama,,2,3
Total,20,19,3
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,4
,Michael Patrick Mcgeehan,Barack Obama,4
Michael Patrick Mcgeehan,22,117,4
Barack Obama,,13,4
Total,139,130,4
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,5
,Michael Patrick Mcgeehan,Barack Obama,5
Michael Patrick Mcgeehan,5,27,5
Barack Obama,,2,5
Total,32,29,5
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,6
,Michael Patrick Mcgeehan,Barack Obama,6
Michael Patrick Mcgeehan,5,17,6
Barack Obama,,0,6
Total,22,17,6
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,7
,Michael Patrick Mcgeehan,Barack Obama,7
Michael Patrick Mcgeehan,23,66,7
Barack Obama,,6,7
Total,89,72,7
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,8
,Michael Patrick Mcgeehan,Barack Obama,8
Michael Patrick Mcgeehan,9,28,8
Barack Obama,,0,8
Total,37,28,8
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,9
,Michael Patrick Mcgeehan,Barack Obama,9
Michael Patrick Mcgeehan,12,51,9
Barack Obama,,8,9
Total,63,59,9
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,11
,Michael Patrick Mcgeehan,Barack Obama,11
Michael Patrick Mcgeehan,8,39,11
Barack Obama,,3,11
Total,47,42,11
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,12
,Michael Patrick Mcgeehan,Barack Obama,12
Michael Patrick Mcgeehan,3,46,12
Barack Obama,,2,12
Total,49,48,12
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,13
,Michael Patrick Mcgeehan,Barack Obama,13
Michael Patrick Mcgeehan,11,31,13
Barack Obama,,1,13
Total,42,32,13
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,14
,Michael Patrick Mcgeehan,Barack Obama,14
Michael Patrick Mcgeehan,4,36,14
Barack Obama,,1,14
Total,40,37,14
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,15
,Michael Patrick Mcgeehan,Barack Obama,15
Michael Patrick Mcgeehan,4,45,15
Barack Obama,,2,15
Total,49,47,15
,President Of The United States - Democrat,Representative In The General Assembly 173rd District - Democrat,16
,Barack Obama,Michael Patrick Mcgeehan,16
Barack Obama,5,28,16
Michael Patrick Mcgeehan,,5,16
Total,33,33,16
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,17
,Michael Patrick Mcgeehan,Barack Obama,17
Michael Patrick Mcgeehan,14,50,17
Barack Obama,,5,17
Total,64,55,17
,President Of The United States - Democrat,Representative In The General Assembly 173rd District - Democrat,18
,Barack Obama,Michael Patrick Mcgeehan,18
Barack Obama,3,58,18
Michael Patrick Mcgeehan,,2,18
Total,61,60,18
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,19
,Michael Patrick Mcgeehan,Barack Obama,19
Michael Patrick Mcgeehan,10,29,19
Barack Obama,,5,19
Total,39,34,19
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,20
,Michael Patrick Mcgeehan,Barack Obama,20
Michael Patrick Mcgeehan,41,141,20
Barack Obama,,13,20
Total,182,154,20
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,21
,Michael Patrick Mcgeehan,Barack Obama,21
Michael Patrick Mcgeehan,9,25,21
Barack Obama,,0,21
Total,34,25,21
,Representative In The General Assembly 173rd District - Democrat,President Of The United States - Democrat,22
,Michael Patrick Mcgeehan,Barack Obama,22
Michael Patrick Mcgeehan,10,37,22
Barack Obama,,0,22
Total,47,37,22
