col_1,col_2,col_3,col_4,division
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,All
,Robert A Brady,Patrick Murphy,Kathleen G Kane,All
Robert A Brady,4,100,67,All
Patrick Murphy,,11,0,All
Kathleen G Kane,,,6,All
Total,171,111,73,All
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,3
,Robert A Brady,Patrick Murphy,Kathleen G Kane,3
Robert A Brady,1,17,12,3
Patrick Murphy,,2,0,3
Kathleen G Kane,,,0,3
Total,30,19,12,3
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,14
,Robert A Brady,Patrick Murphy,Kathleen G Kane,14
Robert A Brady,0,11,3,14
Patrick Murphy,,1,0,14
Kathleen G Kane,,,1,14
Total,14,12,4,14
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,15
,Robert A Brady,Kathleen G Kane,Patrick Murphy,15
Robert A Brady,0,7,9,15
Kathleen G Kane,,3,0,15
Patrick Murphy,,,0,15
Total,16,10,9,15
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,16
,Robert A Brady,Patrick Murphy,Kathleen G Kane,16
Robert A Brady,1,10,7,16
Patrick Murphy,,1,0,16
Kathleen G Kane,,,2,16
Total,18,11,9,16
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,19
,Robert A Brady,Patrick Murphy,Kathleen G Kane,19
Robert A Brady,1,16,14,19
Patrick Murphy,,2,0,19
Kathleen G Kane,,,0,19
Total,31,18,14,19
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,20
,Robert A Brady,Patrick Murphy,Kathleen G Kane,20
Robert A Brady,1,13,12,20
Patrick Murphy,,2,0,20
Kathleen G Kane,,,0,20
Total,26,15,12,20
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,21
,Robert A Brady,Patrick Murphy,Kathleen G Kane,21
Robert A Brady,0,24,12,21
Patrick Murphy,,3,0,21
Kathleen G Kane,,,0,21
Total,36,27,12,21
