col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Delegate To The Republican National Convention 1st District,,,,,,All
,Marion S Taxin,Tom Boggia,Christopher M Vogler,Michael W Untermeyer,Frederick W Anton,Dale Kerns,All
Marion S Taxin,28,29,40,8,14,8,All
Tom Boggia,,33,29,10,5,9,All
Christopher M Vogler,,,14,12,11,4,All
Michael W Untermeyer,,,,8,7,7,All
Frederick W Anton,,,,,1,7,All
Dale Kerns,,,,,,4,All
Total,80,77,63,31,25,23,All
,Delegate To The Republican National Convention 1st District,,,,,,1
,Tom Boggia,Christopher M Vogler,Marion S Taxin,Dale Kerns,Frederick W Anton,Michael W Untermeyer,1
Tom Boggia,1,3,2,1,0,0,1
Christopher M Vogler,,0,2,1,0,0,1
Marion S Taxin,,,0,0,0,0,1
Dale Kerns,,,,0,0,0,1
Frederick W Anton,,,,,0,0,1
Michael W Untermeyer,,,,,,0,1
Total,4,3,2,1,0,0,1
,Delegate To The Republican National Convention 1st District,,,,,,2
,Marion S Taxin,Christopher M Vogler,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,2
Marion S Taxin,5,1,0,0,1,0,2
Christopher M Vogler,,1,1,1,1,0,2
Tom Boggia,,,1,2,0,0,2
Michael W Untermeyer,,,,0,0,0,2
Frederick W Anton,,,,,0,0,2
Dale Kerns,,,,,,0,2
Total,6,3,3,2,1,0,2
,Delegate To The Republican National Convention 1st District,,,,,,3
,Marion S Taxin,Tom Boggia,Christopher M Vogler,Frederick W Anton,Michael W Untermeyer,Dale Kerns,3
Marion S Taxin,1,3,4,2,0,0,3
Tom Boggia,,3,3,0,1,0,3
Christopher M Vogler,,,0,1,1,0,3
Frederick W Anton,,,,0,0,0,3
Michael W Untermeyer,,,,,0,0,3
Dale Kerns,,,,,,0,3
Total,7,7,5,2,1,0,3
,Delegate To The Republican National Convention 1st District,,,,,,4
,Marion S Taxin,Christopher M Vogler,Tom Boggia,Frederick W Anton,Michael W Untermeyer,Dale Kerns,4
Marion S Taxin,5,7,5,3,1,2,4
Christopher M Vogler,,4,6,2,3,0,4
Tom Boggia,,,5,1,2,2,4
Frederick W Anton,,,,0,0,2,4
Michael W Untermeyer,,,,,1,0,4
Dale Kerns,,,,,,0,4
Total,14,13,13,4,4,3,4
,Delegate To The Republican National Convention 1st District,,,,,,5
,Christopher M Vogler,Frederick W Anton,Tom Boggia,Dale Kerns,Marion S Taxin,Michael W Untermeyer,5
Christopher M Vogler,1,0,0,0,0,0,5
Frederick W Anton,,1,0,0,0,0,5
Tom Boggia,,,1,0,0,0,5
Dale Kerns,,,,0,0,0,5
Marion S Taxin,,,,,0,0,5
Michael W Untermeyer,,,,,,0,5
Total,1,1,1,0,0,0,5
,Delegate To The Republican National Convention 1st District,,,,,,6
,Christopher M Vogler,Frederick W Anton,Marion S Taxin,Dale Kerns,Michael W Untermeyer,Tom Boggia,6
