col_1,col_2,col_3,division
,Representative In The General Assembly 192nd District - Democrat,,All
,Louise Bishop,Will Mega,All
Louise Bishop,"1,089",0,All
Will Mega,,281,All
Total,"1,089",281,All
,Representative In The General Assembly 192nd District - Democrat,,4
,Louise Bishop,Will Mega,4
Louise Bishop,79,0,4
Will Mega,,22,4
Total,79,22,4
,Representative In The General Assembly 192nd District - Democrat,,5
,Louise Bishop,Will Mega,5
Louise Bishop,89,0,5
Will Mega,,35,5
Total,89,35,5
,Representative In The General Assembly 192nd District - Democrat,,6
,Louise Bishop,Will Mega,6
Louise Bishop,110,0,6
Will Mega,,19,6
Total,110,19,6
,Representative In The General Assembly 192nd District - Democrat,,9
,Louise Bishop,Will Mega,9
Louise Bishop,127,0,9
Will Mega,,22,9
Total,127,22,9
,Representative In The General Assembly 192nd District - Democrat,,10
,Louise Bishop,Will Mega,10
Louise Bishop,120,0,10
Will Mega,,32,10
Total,120,32,10
,Representative In The General Assembly 192nd District - Democrat,,11
,Louise Bishop,Will Mega,11
Louise Bishop,135,0,11
Will Mega,,32,11
Total,135,32,11
,Representative In The General Assembly 192nd District - Democrat,,16
,Louise Bishop,Will Mega,16
Louise Bishop,92,0,16
Will Mega,,35,16
Total,92,35,16
,Representative In The General Assembly 192nd District - Democrat,,17
,Louise Bishop,Will Mega,17
Louise Bishop,113,0,17
Will Mega,,26,17
Total,113,26,17
,Representative In The General Assembly 192nd District - Democrat,,18
,Louise Bishop,Will Mega,18
Louise Bishop,100,0,18
Will Mega,,27,18
Total,100,27,18
,Representative In The General Assembly 192nd District - Democrat,,21
,Louise Bishop,Will Mega,21
Louise Bishop,124,0,21
Will Mega,,31,21
Total,124,31,21
