col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Tom Boggia,Frederick W Anton,Michael W Untermeyer,Dale Kerns,All
Al Taubenberger,30,353,207,165,107,125,85,All
Christopher M Vogler,,49,203,123,119,80,50,All
Marion S Taxin,,,2,98,90,27,18,All
Tom Boggia,,,,2,10,34,26,All
Frederick W Anton,,,,,5,45,37,All
Michael W Untermeyer,,,,,,6,58,All
Dale Kerns,,,,,,,5,All
Total,508,459,258,182,165,148,109,All
