col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,All
,John J Taylor,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,All
John J Taylor,4,47,14,12,5,All
Mitt Romney,,1,0,0,0,All
Ron Paul,,,3,0,0,All
Newt Gingrich,,,,3,0,All
Rick Santorum,,,,,1,All
Total,82,48,17,15,6,All
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,1
,John J Taylor,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,1
John J Taylor,1,6,2,1,0,1
Mitt Romney,,0,0,0,0,1
Newt Gingrich,,,0,0,0,1
Ron Paul,,,,0,0,1
Rick Santorum,,,,,0,1
Total,10,6,2,1,0,1
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,2
,John J Taylor,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,2
John J Taylor,0,5,3,0,0,2
Mitt Romney,,1,0,0,0,2
Ron Paul,,,0,0,0,2
Rick Santorum,,,,1,0,2
Newt Gingrich,,,,,0,2
Total,8,6,3,1,0,2
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,3
,John J Taylor,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,3
John J Taylor,1,6,1,1,0,3
Mitt Romney,,0,0,0,0,3
Rick Santorum,,,0,0,0,3
Ron Paul,,,,0,0,3
Newt Gingrich,,,,,0,3
Total,9,6,1,1,0,3
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,4
,John J Taylor,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,4
John J Taylor,1,4,1,1,0,4
Mitt Romney,,0,0,0,0,4
Ron Paul,,,1,0,0,4
Rick Santorum,,,,0,0,4
Newt Gingrich,,,,,0,4
Total,7,4,2,1,0,4
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,5
,John J Taylor,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,5
John J Taylor,0,4,0,0,0,5
Mitt Romney,,0,0,0,0,5
Newt Gingrich,,,1,0,0,5
Rick Santorum,,,,0,0,5
Ron Paul,,,,,0,5
Total,4,4,1,0,0,5
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,6
,John J Taylor,Newt Gingrich,Mitt Romney,Rick Santorum,Ron Paul,6
John J Taylor,0,1,0,0,0,6
Newt Gingrich,,0,0,0,0,6
Mitt Romney,,,0,0,0,6
Rick Santorum,,,,0,0,6
Ron Paul,,,,,0,6
Total,1,1,0,0,0,6
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,7
,John J Taylor,Newt Gingrich,Mitt Romney,Rick Santorum,Ron Paul,7
John J Taylor,0,1,1,0,0,7
Newt Gingrich,,1,0,0,0,7
Mitt Romney,,,0,0,0,7
Rick Santorum,,,,0,0,7
Ron Paul,,,,,0,7
Total,2,2,1,0,0,7
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,8
,John J Taylor,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,8
John J Taylor,0,2,0,0,0,8
Mitt Romney,,0,0,0,0,8
Newt Gingrich,,,0,0,0,8
Rick Santorum,,,,0,0,8
Ron Paul,,,,,0,8
Total,2,2,0,0,0,8
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,9
,John J Taylor,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,9
John J Taylor,0,2,2,2,1,9
Mitt Romney,,0,0,0,0,9
Newt Gingrich,,,0,0,0,9
Ron Paul,,,,0,0,9
Rick Santorum,,,,,0,9
Total,7,2,2,2,1,9
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,10
,John J Taylor,Ron Paul,Mitt Romney,Newt Gingrich,Rick Santorum,10
John J Taylor,0,4,1,1,1,10
Ron Paul,,0,0,0,0,10
Mitt Romney,,,0,0,0,10
Newt Gingrich,,,,0,0,10
Rick Santorum,,,,,0,10
Total,7,4,1,1,1,10
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,11
,John J Taylor,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,11
John J Taylor,1,7,3,0,0,11
Mitt Romney,,0,0,0,0,11
Newt Gingrich,,,0,0,0,11
Rick Santorum,,,,0,0,11
Ron Paul,,,,,0,11
Total,11,7,3,0,0,11
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,12
,John J Taylor,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,12
John J Taylor,0,6,1,1,1,12
Mitt Romney,,0,0,0,0,12
Ron Paul,,,1,0,0,12
Newt Gingrich,,,,0,0,12
Rick Santorum,,,,,0,12
Total,9,6,2,1,1,12
,Representative In The General Assembly 177th District - Republican,President Of The United States - Republican,,,,13
,John J Taylor,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,13
John J Taylor,0,3,1,1,0,13
Mitt Romney,,0,0,0,0,13
Newt Gingrich,,,1,0,0,13
Ron Paul,,,,1,0,13
Rick Santorum,,,,,0,13
Total,5,3,2,2,0,13
