col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 186th District - Democrat,,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Andrew P Toy,Michelle W Singer,Stephen A Cozen,Jerome W Mondesire,Nancy Astor Fox,Eleanor M Dezzi,Jerry T Jordan,Heather Steinmiller,Raye E Johnson,Joseph C Meade,William S Leopold,Jordan A Harris,Damon K Roberts,Timothy Hannah,All
Kenyatta J Johnson,9,706,679,652,633,544,522,521,504,511,501,497,498,488,491,481,476,681,181,76,All
Blondell Reynolds Brown,,3,653,632,624,521,511,493,500,499,491,491,493,485,483,482,472,479,172,68,All
Cindy Bass,,,0,643,628,507,505,507,497,494,499,493,491,493,483,479,472,464,160,64,All
Jacquelyn Manns Smalley,,,,0,617,492,489,490,487,487,493,485,482,480,474,473,464,446,150,60,All
Mark Alan Aronchick,,,,,0,492,487,483,496,481,478,478,476,474,468,473,465,435,151,58,All
Vincent J Hughes,,,,,,0,502,494,493,496,481,488,495,481,481,482,475,364,134,55,All
Andrew P Toy,,,,,,,2,497,495,478,485,489,485,485,476,478,474,349,138,59,All
Michelle W Singer,,,,,,,,0,486,479,505,493,486,492,481,466,472,347,129,56,All
Stephen A Cozen,,,,,,,,,0,487,483,483,481,482,475,482,474,333,133,48,All
Jerome W Mondesire,,,,,,,,,,0,476,479,481,474,470,476,464,341,126,45,All
Nancy Astor Fox,,,,,,,,,,,0,495,482,493,479,470,469,331,125,55,All
Eleanor M Dezzi,,,,,,,,,,,,0,480,488,478,475,471,330,127,50,All
Jerry T Jordan,,,,,,,,,,,,,1,477,480,473,471,334,121,47,All
Heather Steinmiller,,,,,,,,,,,,,,0,474,471,473,326,122,51,All
Raye E Johnson,,,,,,,,,,,,,,,0,473,466,325,119,49,All
Joseph C Meade,,,,,,,,,,,,,,,,0,466,316,122,47,All
William S Leopold,,,,,,,,,,,,,,,,,0,311,121,48,All
Jordan A Harris,,,,,,,,,,,,,,,,,,77,0,0,All
Damon K Roberts,,,,,,,,,,,,,,,,,,,32,0,All
Timothy Hannah,,,,,,,,,,,,,,,,,,,,15,All
Total,976,751,713,676,669,572,568,551,534,528,527,524,519,515,507,501,494,799,246,112,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 186th District - Democrat,,,1
