col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,All
,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Raye E Johnson,Andrew P Toy,Michelle W Singer,Jerry T Jordan,Joseph C Meade,Heather Steinmiller,Eleanor M Dezzi,Nancy Astor Fox,William S Leopold,Stephen Kinsey,Michael K Ellis,Karl K Gamble,All
Kenyatta J Johnson,3,"1,105","1,085",990,"1,009",734,686,682,677,670,668,661,667,656,655,646,625,755,505,118,All
Cindy Bass,,5,"1,050",954,982,694,670,658,646,647,635,648,646,638,642,617,615,655,442,110,All
Blondell Reynolds Brown,,,2,976,974,698,662,659,648,654,634,648,643,639,634,624,616,620,434,106,All
Mark Alan Aronchick,,,,0,932,640,624,632,622,628,598,610,614,613,608,593,598,574,374,89,All
Jacquelyn Manns Smalley,,,,,0,649,634,633,626,628,609,617,619,623,619,598,594,565,377,89,All
Vincent J Hughes,,,,,,1,668,658,646,658,640,644,655,638,633,620,614,388,299,68,All
Jerome W Mondesire,,,,,,,0,657,643,647,621,642,652,634,633,609,613,373,265,62,All
Stephen A Cozen,,,,,,,,0,644,650,619,635,650,629,626,609,613,372,274,55,All
Raye E Johnson,,,,,,,,,0,635,631,637,633,638,638,626,620,353,272,61,All
Andrew P Toy,,,,,,,,,,0,617,632,639,631,626,607,610,356,264,59,All
Michelle W Singer,,,,,,,,,,,0,624,616,633,620,619,597,344,270,64,All
Jerry T Jordan,,,,,,,,,,,,0,632,636,626,611,619,352,261,60,All
Joseph C Meade,,,,,,,,,,,,,0,627,620,604,613,354,261,57,All
Heather Steinmiller,,,,,,,,,,,,,,0,636,619,620,345,260,59,All
Eleanor M Dezzi,,,,,,,,,,,,,,,0,609,604,342,259,60,All
Nancy Astor Fox,,,,,,,,,,,,,,,,0,592,342,254,59,All
William S Leopold,,,,,,,,,,,,,,,,,0,329,244,56,All
Stephen Kinsey,,,,,,,,,,,,,,,,,,420,0,0,All
Michael K Ellis,,,,,,,,,,,,,,,,,,,153,0,All
Karl K Gamble,,,,,,,,,,,,,,,,,,,,36,All
Total,"1,405","1,233","1,183","1,053","1,048",773,714,713,696,692,691,684,683,674,671,666,638,"1,309",751,196,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,1
