col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Dwight Evans,Lamont W Thomas,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Louis J Farinella,Olivia E Brady,Patrick J Eiding,Vince Gillen,Caren Gansman Moskowitz,All
Dwight Evans,254,0,797,666,672,434,421,425,405,403,403,All
Lamont W Thomas,,66,285,256,246,121,119,114,120,120,115,All
Catherine G Scott,,,0,851,859,534,527,516,514,510,503,All
D Gregory Holt,,,,0,835,511,504,489,488,494,481,All
Kelly Lynn Devine,,,,,0,519,514,496,492,498,490,All
Leslie S Richards,,,,,,0,502,505,486,493,493,All
Louis J Farinella,,,,,,,1,494,496,491,491,All
Olivia E Brady,,,,,,,,0,484,483,489,All
Patrick J Eiding,,,,,,,,,0,482,482,All
Vince Gillen,,,,,,,,,,0,478,All
Caren Gansman Moskowitz,,,,,,,,,,,0,All
Total,"1,171",398,"1,092",932,927,560,545,542,531,527,523,All
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,9
,Dwight Evans,Lamont W Thomas,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Louis J Farinella,Leslie S Richards,Olivia E Brady,Patrick J Eiding,Caren Gansman Moskowitz,Vince Gillen,9
Dwight Evans,28,0,58,52,51,27,30,27,25,25,24,9
Lamont W Thomas,,6,20,16,15,8,4,6,8,7,5,9
Catherine G Scott,,,0,58,57,33,29,29,31,28,28,9
Kelly Lynn Devine,,,,0,56,29,29,27,26,28,27,9
D Gregory Holt,,,,,0,28,27,27,28,27,26,9
Louis J Farinella,,,,,,0,28,27,29,30,27,9
Leslie S Richards,,,,,,,0,28,26,27,26,9
Olivia E Brady,,,,,,,,0,25,27,27,9
Patrick J Eiding,,,,,,,,,0,26,25,9
Caren Gansman Moskowitz,,,,,,,,,,0,26,9
Vince Gillen,,,,,,,,,,,0,9
Total,103,31,78,68,66,35,34,33,33,32,29,9
,Delegate To The Democratic National Convention 13th District,,,,,,,,,Representative In The General Assembly 203rd District - Democrat,,11
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Vince Gillen,Olivia E Brady,Caren Gansman Moskowitz,Louis J Farinella,Patrick J Eiding,Dwight Evans,Lamont W Thomas,11
Catherine G Scott,0,73,72,51,49,48,47,47,46,61,19,11
D Gregory Holt,,0,72,50,49,48,45,47,46,61,19,11
Kelly Lynn Devine,,,0,48,47,46,45,46,45,54,18,11
Leslie S Richards,,,,0,48,49,45,46,45,42,10,11
Vince Gillen,,,,,0,48,47,46,45,41,10,11
Olivia E Brady,,,,,,0,45,45,45,40,10,11
Caren Gansman Moskowitz,,,,,,,0,45,45,38,10,11
Louis J Farinella,,,,,,,,0,47,37,11,11
Patrick J Eiding,,,,,,,,,0,36,11,11
Dwight Evans,,,,,,,,,,8,0,11
Lamont W Thomas,,,,,,,,,,,2,11
Total,81,81,73,52,51,50,48,48,47,78,22,11
,Delegate To The Democratic National Convention 13th District,,,,,,,,,Representative In The General Assembly 203rd District - Democrat,,12
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Olivia E Brady,Patrick J Eiding,Vince Gillen,Leslie S Richards,Louis J Farinella,Caren Gansman Moskowitz,Dwight Evans,Lamont W Thomas,12
Catherine G Scott,0,40,38,21,22,21,21,21,20,33,18,12
D Gregory Holt,,0,37,20,20,21,19,19,19,28,13,12
Kelly Lynn Devine,,,0,19,19,19,19,19,19,27,12,12
Olivia E Brady,,,,0,20,21,21,19,20,16,6,12
Patrick J Eiding,,,,,0,21,20,21,20,15,6,12
Vince Gillen,,,,,,0,20,20,20,15,6,12
Leslie S Richards,,,,,,,0,19,20,14,6,12
Louis J Farinella,,,,,,,,0,19,15,5,12
Caren Gansman Moskowitz,,,,,,,,,0,13,6,12
Dwight Evans,,,,,,,,,,8,0,12
Lamont W Thomas,,,,,,,,,,,3,12
Total,53,43,41,23,22,22,21,21,20,46,23,12
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,13
,Dwight Evans,Lamont W Thomas,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Leslie S Richards,Olivia E Brady,Louis J Farinella,Vince Gillen,Patrick J Eiding,Caren Gansman Moskowitz,13
Dwight Evans,16,0,36,34,31,15,15,13,13,13,11,13
Lamont W Thomas,,8,20,21,19,10,9,9,9,8,8,13
Catherine G Scott,,,0,49,47,23,21,22,22,20,19,13
Kelly Lynn Devine,,,,0,47,24,22,22,21,19,19,13
D Gregory Holt,,,,,0,21,18,21,20,18,18,13
Leslie S Richards,,,,,,0,21,21,20,18,18,13
Olivia E Brady,,,,,,,0,19,19,19,19,13
Louis J Farinella,,,,,,,,0,20,18,19,13
Vince Gillen,,,,,,,,,0,20,18,13
Patrick J Eiding,,,,,,,,,,0,18,13
Caren Gansman Moskowitz,,,,,,,,,,,0,13
Total,59,33,57,56,51,25,24,22,22,21,19,13
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,14
,Dwight Evans,Lamont W Thomas,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Louis J Farinella,Patrick J Eiding,Caren Gansman Moskowitz,Olivia E Brady,Vince Gillen,14
Dwight Evans,13,0,52,39,41,25,23,23,22,22,21,14
Lamont W Thomas,,0,18,18,16,7,8,8,8,8,8,14
Catherine G Scott,,,0,53,55,30,30,28,27,28,27,14
D Gregory Holt,,,,0,52,29,29,27,27,27,27,14
Kelly Lynn Devine,,,,,0,28,28,26,27,26,27,14
Leslie S Richards,,,,,,0,29,28,27,29,27,14
Louis J Farinella,,,,,,,0,29,28,28,28,14
Patrick J Eiding,,,,,,,,0,28,29,26,14
Caren Gansman Moskowitz,,,,,,,,,0,28,27,14
Olivia E Brady,,,,,,,,,,0,26,14
Vince Gillen,,,,,,,,,,,0,14
Total,75,21,71,58,58,32,31,31,30,30,29,14
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,15
,Dwight Evans,Lamont W Thomas,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Vince Gillen,Patrick J Eiding,Leslie S Richards,Louis J Farinella,Caren Gansman Moskowitz,Olivia E Brady,15
Dwight Evans,16,0,44,35,32,23,23,22,23,21,22,15
Lamont W Thomas,,6,10,9,9,6,5,5,4,5,4,15
Catherine G Scott,,,0,41,38,27,28,27,26,27,25,15
Kelly Lynn Devine,,,,0,38,27,28,26,27,26,26,15
D Gregory Holt,,,,,0,25,25,25,25,25,24,15
Vince Gillen,,,,,,0,28,26,26,25,25,15
Patrick J Eiding,,,,,,,0,26,26,26,25,15
Leslie S Richards,,,,,,,,0,27,27,26,15
Louis J Farinella,,,,,,,,,0,26,27,15
Caren Gansman Moskowitz,,,,,,,,,,0,25,15
Olivia E Brady,,,,,,,,,,,0,15
Total,67,19,55,45,42,30,29,28,28,27,27,15
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,16
,Dwight Evans,Lamont W Thomas,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Louis J Farinella,Patrick J Eiding,Leslie S Richards,Olivia E Brady,Caren Gansman Moskowitz,Vince Gillen,16
Dwight Evans,17,0,69,63,63,43,43,40,43,39,39,16
Lamont W Thomas,,4,18,17,16,11,9,11,9,9,8,16
Catherine G Scott,,,0,76,75,54,51,49,49,47,46,16
D Gregory Holt,,,,0,75,52,50,51,48,48,45,16
Kelly Lynn Devine,,,,,0,53,49,49,48,47,44,16
Louis J Farinella,,,,,,0,50,49,50,47,45,16
Patrick J Eiding,,,,,,,0,49,49,48,45,16
Leslie S Richards,,,,,,,,0,47,47,45,16
Olivia E Brady,,,,,,,,,0,47,43,16
Caren Gansman Moskowitz,,,,,,,,,,0,44,16
Vince Gillen,,,,,,,,,,,0,16
Total,95,24,88,81,80,55,53,52,52,49,48,16
,Delegate To The Democratic National Convention 13th District,,,,,,,,,Representative In The General Assembly 203rd District - Democrat,,18
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Louis J Farinella,Patrick J Eiding,Leslie S Richards,Olivia E Brady,Caren Gansman Moskowitz,Vince Gillen,Dwight Evans,Lamont W Thomas,18
Catherine G Scott,0,60,61,29,31,29,29,28,27,49,29,18
D Gregory Holt,,0,62,30,30,29,29,29,28,46,25,18
Kelly Lynn Devine,,,0,30,30,29,29,29,28,43,24,18
Louis J Farinella,,,,0,30,28,28,29,28,23,10,18
Patrick J Eiding,,,,,0,29,29,29,28,24,9,18
Leslie S Richards,,,,,,0,29,28,27,22,8,18
Olivia E Brady,,,,,,,0,28,28,21,9,18
Caren Gansman Moskowitz,,,,,,,,0,28,20,9,18
Vince Gillen,,,,,,,,,0,19,9,18
Dwight Evans,,,,,,,,,,16,0,18
Lamont W Thomas,,,,,,,,,,,4,18
Total,78,71,67,33,33,30,30,29,28,78,38,18
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,19
,Dwight Evans,Lamont W Thomas,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Louis J Farinella,Olivia E Brady,Caren Gansman Moskowitz,Vince Gillen,Leslie S Richards,Patrick J Eiding,19
Dwight Evans,22,0,46,40,38,25,25,24,24,23,22,19
Lamont W Thomas,,5,17,16,14,6,6,6,6,6,6,19
Catherine G Scott,,,0,51,51,29,30,30,29,29,28,19
D Gregory Holt,,,,0,50,29,29,29,29,28,28,19
Kelly Lynn Devine,,,,,0,30,30,28,29,28,28,19
Louis J Farinella,,,,,,0,30,29,30,28,28,19
Olivia E Brady,,,,,,,0,29,29,28,28,19
Caren Gansman Moskowitz,,,,,,,,0,29,29,28,19
Vince Gillen,,,,,,,,,0,28,28,19
Leslie S Richards,,,,,,,,,,0,28,19
Patrick J Eiding,,,,,,,,,,,0,19
Total,74,24,64,57,53,31,31,30,30,29,28,19
,Delegate To The Democratic National Convention 13th District,,,,,,,,,Representative In The General Assembly 203rd District - Democrat,,20
,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Leslie S Richards,Olivia E Brady,Louis J Farinella,Vince Gillen,Caren Gansman Moskowitz,Patrick J Eiding,Dwight Evans,Lamont W Thomas,20
Catherine G Scott,0,78,82,57,56,55,53,53,50,76,25,20
Kelly Lynn Devine,,0,77,54,52,53,53,52,51,66,20,20
D Gregory Holt,,,0,52,50,51,51,50,48,64,21,20
Leslie S Richards,,,,0,55,54,54,54,50,45,14,20
Olivia E Brady,,,,,0,53,51,53,49,44,14,20
Louis J Farinella,,,,,,1,52,52,51,44,12,20
Vince Gillen,,,,,,,0,51,50,43,12,20
Caren Gansman Moskowitz,,,,,,,,0,49,42,12,20
Patrick J Eiding,,,,,,,,,0,40,12,20
Dwight Evans,,,,,,,,,,15,0,20
Lamont W Thomas,,,,,,,,,,,6,20
Total,101,86,85,59,58,57,55,54,52,101,33,20
,Delegate To The Democratic National Convention 13th District,,,,,,,,,Representative In The General Assembly 203rd District - Democrat,,25
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Louis J Farinella,Olivia E Brady,Caren Gansman Moskowitz,Vince Gillen,Patrick J Eiding,Dwight Evans,Lamont W Thomas,25
Catherine G Scott,0,81,80,56,56,55,53,54,52,65,35,25
D Gregory Holt,,0,79,54,53,53,52,53,50,57,34,25
Kelly Lynn Devine,,,0,53,52,50,51,52,50,59,29,25
Leslie S Richards,,,,0,53,53,52,52,50,41,15,25
Louis J Farinella,,,,,0,53,52,51,51,41,15,25
Olivia E Brady,,,,,,0,51,51,50,41,15,25
Caren Gansman Moskowitz,,,,,,,0,52,49,40,15,25
Vince Gillen,,,,,,,,0,50,37,18,25
Patrick J Eiding,,,,,,,,,0,35,16,25
Dwight Evans,,,,,,,,,,19,0,25
Lamont W Thomas,,,,,,,,,,,8,25
Total,101,92,89,57,57,57,56,56,52,97,50,25
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,26
,Dwight Evans,Lamont W Thomas,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Louis J Farinella,Patrick J Eiding,Vince Gillen,Caren Gansman Moskowitz,Olivia E Brady,26
Dwight Evans,22,0,58,51,48,40,38,38,37,36,38,26
Lamont W Thomas,,7,17,19,17,11,9,8,8,8,5,26
Catherine G Scott,,,0,66,64,48,46,45,45,41,42,26
D Gregory Holt,,,,0,64,49,46,44,45,42,42,26
Kelly Lynn Devine,,,,,0,47,46,43,44,42,41,26
Leslie S Richards,,,,,,0,46,44,44,43,41,26
Louis J Farinella,,,,,,,0,42,44,41,41,26
Patrick J Eiding,,,,,,,,0,40,42,42,26
Vince Gillen,,,,,,,,,0,38,40,26
Caren Gansman Moskowitz,,,,,,,,,,0,41,26
Olivia E Brady,,,,,,,,,,,0,26
