col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Representative In The General Assembly 192nd District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Louise Bishop,Will Mega,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Jerry T Jordan,Joseph C Meade,Andrew P Toy,Raye E Johnson,Michelle W Singer,Eleanor M Dezzi,Nancy Astor Fox,Heather Steinmiller,William S Leopold,All
Louise Bishop,787,0,"1,685","1,568","1,408","1,355","1,325","1,160",945,927,935,914,912,891,881,879,866,867,849,All
Will Mega,,174,540,474,439,402,383,391,293,289,285,280,281,282,288,279,273,275,267,All
Kenyatta J Johnson,,,5,"1,897","1,791","1,715","1,671","1,444","1,196","1,183","1,187","1,163","1,169","1,150","1,132","1,141","1,115","1,125","1,099",All
Blondell Reynolds Brown,,,,0,"1,710","1,674","1,619","1,394","1,178","1,154","1,161","1,135","1,141","1,119","1,099","1,108","1,081","1,095","1,066",All
Cindy Bass,,,,,2,"1,648","1,612","1,276","1,142","1,146","1,140","1,126","1,134","1,115","1,081","1,106","1,079","1,094","1,065",All
Jacquelyn Manns Smalley,,,,,,1,"1,596","1,214","1,116","1,132","1,112","1,115","1,120","1,099","1,066","1,098","1,070","1,090","1,067",All
Mark Alan Aronchick,,,,,,,0,"1,163","1,092","1,114","1,092","1,091","1,105","1,076","1,043","1,074","1,049","1,058","1,050",All
Vincent J Hughes,,,,,,,,2,"1,211","1,184","1,195","1,176","1,173","1,139","1,121","1,137","1,103","1,119","1,094",All
Jerome W Mondesire,,,,,,,,,0,"1,125","1,104","1,113","1,108","1,078","1,030","1,072","1,038","1,056","1,045",All
Stephen A Cozen,,,,,,,,,,1,"1,106","1,124","1,136","1,105","1,061","1,099","1,072","1,081","1,075",All
Jerry T Jordan,,,,,,,,,,,0,"1,100","1,096","1,109","1,071","1,102","1,060","1,089","1,081",All
Joseph C Meade,,,,,,,,,,,,0,"1,116","1,089","1,044","1,085","1,049","1,069","1,071",All
Andrew P Toy,,,,,,,,,,,,,0,"1,093","1,039","1,088","1,044","1,078","1,058",All
Raye E Johnson,,,,,,,,,,,,,,0,"1,055","1,099","1,060","1,082","1,071",All
Michelle W Singer,,,,,,,,,,,,,,,0,"1,059","1,077","1,050","1,027",All
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,"1,071","1,101","1,077",All
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,"1,057","1,041",All
Heather Steinmiller,,,,,,,,,,,,,,,,,,0,"1,068",All
William S Leopold,,,,,,,,,,,,,,,,,,,0,All
Total,"2,682",796,"2,254","2,062","1,868","1,774","1,723","1,569","1,252","1,231","1,230","1,208","1,207","1,184","1,181","1,169","1,154","1,153","1,128",All
