col_1,col_2,col_3,division
,Representative In Congress 13th District - Republican,Attorney General - Republican,All
,Joseph James Rooney,David J Freed,All
Joseph James Rooney,13,66,All
David J Freed,,4,All
Total,79,70,All
,Representative In Congress 13th District - Republican,Attorney General - Republican,1
,Joseph James Rooney,David J Freed,1
Joseph James Rooney,1,3,1
David J Freed,,0,1
Total,4,3,1
,Attorney General - Republican,Representative In Congress 13th District - Republican,2
,David J Freed,Joseph James Rooney,2
David J Freed,0,6,2
Joseph James Rooney,,0,2
Total,6,6,2
,Attorney General - Republican,Representative In Congress 13th District - Republican,3
,David J Freed,Joseph James Rooney,3
David J Freed,0,2,3
Joseph James Rooney,,0,3
Total,2,2,3
,Attorney General - Republican,Representative In Congress 13th District - Republican,6
,David J Freed,Joseph James Rooney,6
David J Freed,1,4,6
Joseph James Rooney,,1,6
Total,5,5,6
,Attorney General - Republican,Representative In Congress 13th District - Republican,7
,David J Freed,Joseph James Rooney,7
David J Freed,0,3,7
Joseph James Rooney,,0,7
Total,3,3,7
,Representative In Congress 13th District - Republican,Attorney General - Republican,8
,Joseph James Rooney,David J Freed,8
Joseph James Rooney,2,1,8
David J Freed,,1,8
Total,3,2,8
,Representative In Congress 13th District - Republican,Attorney General - Republican,9
,Joseph James Rooney,David J Freed,9
Joseph James Rooney,2,3,9
David J Freed,,0,9
Total,5,3,9
,Attorney General - Republican,Representative In Congress 13th District - Republican,10
,David J Freed,Joseph James Rooney,10
David J Freed,1,2,10
Joseph James Rooney,,1,10
Total,3,3,10
,Attorney General - Republican,Representative In Congress 13th District - Republican,11
,David J Freed,Joseph James Rooney,11
David J Freed,0,1,11
Joseph James Rooney,,0,11
Total,1,1,11
,Attorney General - Republican,Representative In Congress 13th District - Republican,13
,David J Freed,Joseph James Rooney,13
David J Freed,0,2,13
Joseph James Rooney,,0,13
Total,2,2,13
,Attorney General - Republican,Representative In Congress 13th District - Republican,14
,David J Freed,Joseph James Rooney,14
David J Freed,0,3,14
Joseph James Rooney,,0,14
Total,3,3,14
,Representative In Congress 13th District - Republican,Attorney General - Republican,15
,Joseph James Rooney,David J Freed,15
Joseph James Rooney,1,7,15
David J Freed,,0,15
Total,8,7,15
,Representative In Congress 13th District - Republican,Attorney General - Republican,16
,Joseph James Rooney,David J Freed,16
Joseph James Rooney,2,3,16
David J Freed,,0,16
Total,5,3,16
,Attorney General - Republican,Representative In Congress 13th District - Republican,17
,David J Freed,Joseph James Rooney,17
David J Freed,0,3,17
Joseph James Rooney,,0,17
Total,3,3,17
,Representative In Congress 13th District - Republican,Attorney General - Republican,18
,Joseph James Rooney,David J Freed,18
Joseph James Rooney,2,7,18
David J Freed,,0,18
Total,9,7,18
,Attorney General - Republican,Representative In Congress 13th District - Republican,19
,David J Freed,Joseph James Rooney,19
David J Freed,0,5,19
Joseph James Rooney,,0,19
Total,5,5,19
,Attorney General - Republican,Representative In Congress 13th District - Republican,20
,David J Freed,Joseph James Rooney,20
David J Freed,0,2,20
Joseph James Rooney,,0,20
Total,2,2,20
,Attorney General - Republican,Representative In Congress 13th District - Republican,22
,David J Freed,Joseph James Rooney,22
David J Freed,0,1,22
Joseph James Rooney,,0,22
Total,1,1,22
,Attorney General - Republican,Representative In Congress 13th District - Republican,24
,David J Freed,Joseph James Rooney,24
David J Freed,1,6,24
Joseph James Rooney,,0,24
Total,7,6,24
,Representative In Congress 13th District - Republican,Attorney General - Republican,25
,Joseph James Rooney,David J Freed,25
Joseph James Rooney,1,2,25
David J Freed,,0,25
Total,3,2,25
