col_1,col_2,division
,Representative In Congress 13th District - Republican,All
,Joseph James Rooney,All
Joseph James Rooney,"1,164",All
Total,"1,164",All
,Representative In Congress 13th District - Republican,1
,Joseph James Rooney,1
Joseph James Rooney,8,1
Total,8,1
,Representative In Congress 13th District - Republican,2
,Joseph James Rooney,2
Joseph James Rooney,3,2
Total,3,2
,Representative In Congress 13th District - Republican,3
,Joseph James Rooney,3
Joseph James Rooney,23,3
Total,23,3
,Representative In Congress 13th District - Republican,4
,Joseph James Rooney,4
Joseph James Rooney,53,4
Total,53,4
,Representative In Congress 13th District - Republican,5
,Joseph James Rooney,5
Joseph James Rooney,31,5
Total,31,5
,Representative In Congress 13th District - Republican,6
,Joseph James Rooney,6
Joseph James Rooney,22,6
Total,22,6
,Representative In Congress 13th District - Republican,7
,Joseph James Rooney,7
Joseph James Rooney,33,7
Total,33,7
,Representative In Congress 13th District - Republican,8
,Joseph James Rooney,8
Joseph James Rooney,17,8
Total,17,8
,Representative In Congress 13th District - Republican,9
,Joseph James Rooney,9
Joseph James Rooney,41,9
Total,41,9
,Representative In Congress 13th District - Republican,10
,Joseph James Rooney,10
Joseph James Rooney,25,10
Total,25,10
,Representative In Congress 13th District - Republican,11
,Joseph James Rooney,11
Joseph James Rooney,30,11
Total,30,11
,Representative In Congress 13th District - Republican,12
,Joseph James Rooney,12
Joseph James Rooney,22,12
Total,22,12
,Representative In Congress 13th District - Republican,13
,Joseph James Rooney,13
Joseph James Rooney,30,13
Total,30,13
,Representative In Congress 13th District - Republican,14
,Joseph James Rooney,14
Joseph James Rooney,22,14
Total,22,14
,Representative In Congress 13th District - Republican,15
,Joseph James Rooney,15
Joseph James Rooney,4,15
Total,4,15
,Representative In Congress 13th District - Republican,16
,Joseph James Rooney,16
Joseph James Rooney,57,16
Total,57,16
,Representative In Congress 13th District - Republican,17
,Joseph James Rooney,17
Joseph James Rooney,30,17
Total,30,17
,Representative In Congress 13th District - Republican,18
,Joseph James Rooney,18
Joseph James Rooney,15,18
Total,15,18
,Representative In Congress 13th District - Republican,19
,Joseph James Rooney,19
Joseph James Rooney,30,19
Total,30,19
,Representative In Congress 13th District - Republican,20
,Joseph James Rooney,20
Joseph James Rooney,32,20
Total,32,20
,Representative In Congress 13th District - Republican,21
,Joseph James Rooney,21
Joseph James Rooney,45,21
Total,45,21
,Representative In Congress 13th District - Republican,22
,Joseph James Rooney,22
Joseph James Rooney,31,22
Total,31,22
,Representative In Congress 13th District - Republican,23
,Joseph James Rooney,23
Joseph James Rooney,47,23
Total,47,23
,Representative In Congress 13th District - Republican,24
,Joseph James Rooney,24
Joseph James Rooney,33,24
Total,33,24
,Representative In Congress 13th District - Republican,25
,Joseph James Rooney,25
Joseph James Rooney,15,25
Total,15,25
,Representative In Congress 13th District - Republican,26
,Joseph James Rooney,26
Joseph James Rooney,22,26
Total,22,26
,Representative In Congress 13th District - Republican,27
,Joseph James Rooney,27
Joseph James Rooney,27,27
Total,27,27
,Representative In Congress 13th District - Republican,28
,Joseph James Rooney,28
Joseph James Rooney,27,28
Total,27,28
,Representative In Congress 13th District - Republican,29
,Joseph James Rooney,29
Joseph James Rooney,40,29
Total,40,29
,Representative In Congress 13th District - Republican,30
,Joseph James Rooney,30
Joseph James Rooney,25,30
Total,25,30
,Representative In Congress 13th District - Republican,31
,Joseph James Rooney,31
Joseph James Rooney,21,31
Total,21,31
,Representative In Congress 13th District - Republican,32
,Joseph James Rooney,32
Joseph James Rooney,10,32
Total,10,32
,Representative In Congress 13th District - Republican,33
,Joseph James Rooney,33
Joseph James Rooney,17,33
Total,17,33
,Representative In Congress 13th District - Republican,34
,Joseph James Rooney,34
Joseph James Rooney,26,34
Total,26,34
,Representative In Congress 13th District - Republican,35
,Joseph James Rooney,35
Joseph James Rooney,43,35
Total,43,35
,Representative In Congress 13th District - Republican,36
,Joseph James Rooney,36
Joseph James Rooney,4,36
Total,4,36
,Representative In Congress 13th District - Republican,37
,Joseph James Rooney,37
Joseph James Rooney,20,37
Total,20,37
,Representative In Congress 13th District - Republican,38
,Joseph James Rooney,38
Joseph James Rooney,5,38
Total,5,38
,Representative In Congress 13th District - Republican,39
,Joseph James Rooney,39
Joseph James Rooney,37,39
Total,37,39
,Representative In Congress 13th District - Republican,40
,Joseph James Rooney,40
Joseph James Rooney,7,40
Total,7,40
,Representative In Congress 13th District - Republican,41
,Joseph James Rooney,41
Joseph James Rooney,75,41
Total,75,41
,Representative In Congress 13th District - Republican,42
,Joseph James Rooney,42
Joseph James Rooney,17,42
Total,17,42
,Representative In Congress 13th District - Republican,43
,Joseph James Rooney,43
Joseph James Rooney,20,43
Total,20,43
,Representative In Congress 13th District - Republican,44
,Joseph James Rooney,44
Joseph James Rooney,22,44
Total,22,44
